_step,training/global_step,critic/rewards/mean,critic/rewards_sum/mean,critic/advantages/mean,actor/entropy_loss,actor/kl_loss,actor/pg_loss,actor/ppo_kl,exp_replay/num_experience_tasks,exp_replay/num_offpolicy_trajectories,exp_replay/total_tasks_in_pool,exp_replay/skip_uid_set_size,exp_mask_ratio,val-aux/alfworld/reward/mean@1,val-aux/alfworld/reward/mean@2,val-aux/alfworld/reward/mean@3,val-aux/alfworld/reward/best@64/mean,label
29,29,0.4375,0.4375,-0.039124999195337296,0.1560821384191513,0.24759390950202942,-0.009059615433216095,0.0,4,4,57,13,0.0030626272782683372,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
30,30,0.609375,0.609375,-0.051687005907297134,0.14164337515830994,0.09521496295928955,-0.14108465425670147,0.009160827845335007,4,4,57,15,0.0028667794540524483,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
31,31,0.421875,0.421875,-0.031586043536663055,0.14864413440227509,0.36982962489128113,0.010735247284173965,0.020038850605487823,4,4,58,15,0.0018953830003738403,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
32,32,0.515625,0.515625,-0.024112332612276077,0.11974738538265228,0.3017617464065552,-0.24864941835403442,0.0,4,4,58,17,0.001490904833190143,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
33,33,0.71875,0.71875,-0.046749431639909744,0.17294055223464966,0.1558784544467926,-0.042825743556022644,0.017575019970536232,4,4,59,19,0.0037209794390946627,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
34,34,0.484375,0.484375,-0.03151532635092735,0.12082505971193314,0.4047712981700897,0.0842036735266447,0.03479781746864319,4,4,60,19,0.002511964412406087,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
35,35,0.625,0.625,-0.061965666711330414,0.18203642964363098,0.16827386617660522,-0.11570042185485363,0.0,4,4,62,19,0.0021502168383449316,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
36,36,0.625,0.625,-0.061981506645679474,0.20136672258377075,0.49272122979164124,0.020939156413078308,0.03187723644077778,4,4,65,20,0.0025755863171070814,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
37,37,0.6875,0.6875,-0.030405543744564056,0.14831659197807312,0.15694835782051086,0.16429350711405277,0.0,4,4,67,21,0.0022127965930849314,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
38,38,0.703125,0.703125,-0.06859783828258514,0.17349179089069366,0.1933959424495697,0.10361545905470848,0.018357690423727036,4,4,70,21,0.002804928459227085,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
39,39,0.515625,0.515625,-0.023663096129894257,0.13427835702896118,0.4624849259853363,0.1700398251414299,0.01519985031336546,4,4,70,23,0.0013188328593969345,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
40,40,0.46875,0.46875,-0.021505773067474365,0.11711433529853821,0.13748332858085632,-0.10551448911428452,0.02157232165336609,4,4,72,24,0.003278158837929368,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
41,41,0.59375,0.59375,-0.05179786682128906,0.16966411471366882,0.3990894556045532,-0.12246943637728691,0.010057763196527958,4,4,75,24,0.0025532785803079605,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
42,42,0.484375,0.484375,-0.04255063086748123,0.14556537568569183,0.27426472306251526,-0.06567548401653767,0.054124198853969574,4,4,77,24,0.0036151246167719364,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
43,43,0.625,0.625,-0.03898313641548157,0.19214823842048645,0.23776578903198242,0.12762267142534256,0.0,4,4,79,25,0.003535668132826686,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
44,44,0.546875,0.546875,-0.0420573391020298,0.13245519995689392,0.2793113589286804,-0.089393250644207,0.028894673101603985,4,4,80,27,0.0018098742002621293,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
45,45,0.515625,0.515625,-0.03176303207874298,0.13661125302314758,0.15501263737678528,-0.011531680822372437,0.0,4,4,82,27,0.002575191203504801,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
46,46,0.484375,0.484375,-0.024493742734193802,0.1338489055633545,0.2504444718360901,0.04148808866739273,0.041732266545295715,4,4,84,27,0.0019538183696568012,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
47,47,0.640625,0.640625,-0.030171502381563187,0.14627458155155182,0.22595638036727905,0.05006544291973114,0.0,4,4,85,28,0.002055024029687047,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
48,48,0.640625,0.640625,-0.04378131777048111,0.18856562674045563,0.2836095988750458,-0.04827798344194889,0.018880292773246765,4,4,85,30,0.0037818187847733498,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
49,49,0.484375,0.484375,-0.04687047004699707,0.16806136071681976,0.23420798778533936,-0.053609367460012436,0.019064422696828842,4,4,87,30,0.0022512460127472878,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
50,50,0.765625,0.765625,-0.05646224692463875,0.16274085640907288,0.7873067259788513,0.2145384568721056,0.0,4,4,90,31,0.0037366014439612627,0.5,0.3333333333333333,0.5416666666666666,1.0,"ER exp_ratio=0.5, start=0.10 (main)"
51,51,0.6875,0.6875,-0.05832375958561897,0.17954504489898682,0.5295918583869934,0.1563967652618885,0.010839772643521428,4,4,93,32,0.0022045825608074665,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
52,52,0.703125,0.703125,-0.04423246532678604,0.18970999121665955,0.3297938108444214,0.15371950529515743,0.01175406202673912,4,4,95,34,0.002464557997882366,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
53,53,0.671875,0.671875,-0.04211501032114029,0.1535889059305191,0.2346283495426178,-0.0490254033356905,0.047299569472670555,4,4,96,36,0.002517112996429205,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
54,54,0.59375,0.59375,-0.02424556016921997,0.14759764075279236,0.2886587679386139,-0.2661231495440006,0.021086258813738823,4,4,97,37,0.0017665947088971734,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
55,55,0.46875,0.46875,-0.026734421029686928,0.1371990144252777,0.43996188044548035,0.14750871621072292,0.025517530739307404,4,4,98,38,0.0013589997543022037,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
56,56,0.640625,0.640625,-0.04725831001996994,0.13865751028060913,0.34454649686813354,-0.11939861625432968,-0.0052588507533073425,4,4,100,39,0.0008750091656111181,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
57,57,0.75,0.75,-0.03969096019864082,0.15146897733211517,0.4127333164215088,0.3048285096883774,0.0,4,4,103,40,0.0030008743051439524,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
58,58,0.6875,0.6875,-0.04696591570973396,0.1416216343641281,0.17324930429458618,-0.08583151921629906,0.014783242717385292,4,4,107,40,0.0020575460512191057,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
59,59,0.765625,0.765625,-0.032271094620227814,0.13868413865566254,0.18897804617881775,0.22842754423618317,0.04252527188509703,4,4,107,43,0.004353621043264866,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
60,60,0.671875,0.671875,-0.047301892191171646,0.13469688594341278,0.3267747759819031,0.05197276175022125,-0.0013475146843120456,4,4,108,45,0.000995903043076396,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
61,61,0.5,0.5,-0.0363115556538105,0.13749954104423523,0.20639456808567047,-0.14390171319246292,0.0433448888361454,4,4,109,46,0.0013626981526613235,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
62,62,0.625,0.625,-0.03305482491850853,0.17784710228443146,0.21349592506885529,-0.14081585593521595,0.0,4,4,110,48,0.002288160612806678,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
63,63,0.734375,0.734375,-0.05461231991648674,0.13994555175304413,0.20896874368190765,0.09709903225302696,0.022396025247871876,4,4,110,51,0.000863287306856364,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
64,64,0.671875,0.671875,-0.03740926459431648,0.1378055363893509,0.277713805437088,-0.3671124894171953,0.017131436616182327,4,4,112,53,0.001975215272977948,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
65,65,0.640625,0.640625,-0.034292396157979965,0.1345508098602295,0.22660784423351288,-0.08205972239375114,0.048885662108659744,4,4,114,55,0.0013265360612422228,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
66,66,0.640625,0.640625,-0.04345555230975151,0.1671353578567505,0.26885759830474854,-0.06507455930113792,0.0,4,4,116,55,0.003178431885316968,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
67,67,0.71875,0.71875,-0.04181947931647301,0.1957661360502243,0.13561122119426727,0.1302602533251047,0.02700343169271946,4,4,118,57,0.003173221368342638,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
68,68,0.515625,0.515625,-0.029231518507003784,0.11572159081697464,0.19442301988601685,-0.10232116654515266,0.015855537727475166,4,4,121,57,0.0014710202813148499,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
69,69,0.546875,0.546875,-0.038315415382385254,0.13873153924942017,0.30729854106903076,0.147555248811841,0.008392654359340668,4,4,123,58,0.0021510121878236532,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
70,70,0.5625,0.5625,-0.031042765825986862,0.1633029729127884,0.2350340485572815,-0.07804728858172894,0.019386878237128258,4,4,124,60,0.0016742972657084465,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
71,71,0.671875,0.671875,-0.03783053904771805,0.14862558245658875,0.14425982534885406,0.06186815910041332,0.040797054301947355,4,4,127,61,0.0020041309762746096,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
72,72,0.703125,0.703125,-0.055522721260786057,0.18964706361293793,0.281817227602005,-0.09286046773195267,0.028978129848837852,4,4,128,64,0.0024468714836984873,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
73,73,0.65625,0.65625,-0.04691368713974953,0.18993131816387177,0.46858975291252136,-0.046031784266233444,-0.014867986552417278,4,4,128,66,0.0016694647492840886,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
74,74,0.671875,0.671875,-0.03639807552099228,0.16230832040309906,0.16660699248313904,0.07037471048533916,0.038277020677924156,4,4,130,67,0.0028811166994273663,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
75,75,0.671875,0.671875,-0.0417160764336586,0.15538617968559265,0.5912744402885437,-0.16545764915645123,0.018044721335172653,4,4,133,68,0.002169759711250663,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
76,76,0.5,0.5,-0.040225885808467865,0.13962557911872864,0.28981488943099976,0.11755811050534248,0.024713769555091858,4,4,135,68,0.0014933239435777068,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
77,77,0.59375,0.59375,-0.04573146253824234,0.1387660950422287,0.286031037569046,-0.1582425758242607,0.019150568172335625,4,4,138,68,0.001365557312965393,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
78,78,0.625,0.625,-0.03599707782268524,0.1651993989944458,0.2048935443162918,-0.01878397911787033,0.0231342613697052,4,4,138,70,0.0012217860203236341,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
79,79,0.75,0.75,-0.05443277209997177,0.1620393991470337,0.3321726620197296,0.042052045464515686,-0.0015956917777657509,4,4,140,72,0.001106205745600164,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
80,80,0.578125,0.578125,-0.06843191385269165,0.17371581494808197,0.35454532504081726,0.08571768179535866,0.011268909089267254,4,4,143,72,0.0017311708070337772,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
81,81,0.65625,0.65625,-0.047549057751894,0.15320394933223724,0.24475674331188202,-0.1826475653797388,0.004917807877063751,4,4,146,73,0.0014915444189682603,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
82,82,0.796875,0.796875,-0.06789456307888031,0.25574368238449097,0.4749021530151367,-0.02518519014120102,-0.018979169544763863,4,4,148,75,0.0019335937686264515,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
83,83,0.71875,0.71875,-0.06734661012887955,0.15892146527767181,0.2718450129032135,-0.10593156144022942,-0.00880410522222519,4,4,151,76,0.0011683712946251035,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
84,84,0.828125,0.828125,-0.04517620429396629,0.18936344981193542,0.19629275798797607,0.2586934231221676,0.03133588656783104,4,4,153,78,0.002079213969409466,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
85,85,0.78125,0.78125,-0.03784174099564552,0.16307564079761505,0.36284470558166504,0.05628045275807381,0.0,4,4,154,81,0.001068620360456407,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
86,86,0.734375,0.734375,-0.05362621322274208,0.19020786881446838,0.19310975074768066,0.052721111103892326,0.031959718093276024,4,4,156,83,0.0024976113345474005,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
87,87,0.71875,0.71875,-0.043227579444646835,0.14717014133930206,0.32244250178337097,0.0656974595040083,0.012915550731122494,4,4,157,86,0.001230579218827188,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
88,88,0.71875,0.71875,-0.07563466578722,0.1692599058151245,0.5495789051055908,-0.10801981389522552,0.03072119876742363,4,4,161,86,0.001667989999987185,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
89,89,0.6875,0.6875,-0.042296141386032104,0.18674339354038239,0.4186778664588928,0.07891487143933773,0.00573569955304265,4,4,161,88,0.0015742579707875848,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
90,90,0.6875,0.6875,-0.06172246113419533,0.15251240134239197,0.43229955434799194,0.0983655545860529,0.0302788857370615,4,4,163,89,0.001411797828041017,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
91,91,0.703125,0.703125,-0.04523693770170212,0.14155541360378265,0.29627668857574463,0.1857897136360407,0.016018077731132507,4,4,166,90,0.002439051866531372,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
92,92,0.578125,0.578125,-0.04222806915640831,0.13678061962127686,0.40860164165496826,0.13389286771416664,0.019327910616993904,4,4,169,90,0.0020418514031916857,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
93,93,0.796875,0.796875,-0.039969563484191895,0.19154071807861328,0.26048383116722107,0.1893448755145073,0.03599974326789379,4,4,169,94,0.0019210593309253454,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
94,94,0.8125,0.8125,-0.050289034843444824,0.14692802727222443,0.2768002450466156,-0.040265344083309174,0.030076025053858757,4,4,172,95,0.0017963462742045522,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
95,95,0.6875,0.6875,-0.042061157524585724,0.1386869102716446,0.23980927467346191,0.056530628353357315,0.031116057187318802,4,4,174,97,0.0014086697483435273,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
96,96,0.6875,0.6875,-0.04757457226514816,0.15271244943141937,0.35055702924728394,0.21822086907923222,0.022891350090503693,4,4,175,99,0.002482400508597493,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
97,97,0.6875,0.6875,-0.06098856404423714,0.1700541079044342,0.6476045250892639,-0.05463431961834431,0.0,4,4,177,100,0.0015257298946380615,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
98,98,0.828125,0.828125,-0.04161044955253601,0.1831294149160385,0.4261946976184845,0.06675432622432709,0.039857988245785236,4,4,176,104,0.001218871446326375,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
99,99,0.734375,0.734375,-0.04166927561163902,0.13388676941394806,0.5924825072288513,0.1959715113043785,0.009219104424118996,4,4,177,107,0.0017528278985992074,,,,,"ER exp_ratio=0.5, start=0.10 (main)"
100,100,0.515625,0.515625,-0.05244459956884384,0.12928856909275055,0.5839864611625671,0.005224956199526787,0.0,4,4,179,107,0.0014328503748402,0.6285714285714286,0.5,0.7083333333333333,1.0,"ER exp_ratio=0.5, start=0.10 (main)"
