_step,diag/group_gap_count,prompt_length/clip_ratio,critic/score/max,timing_per_token_ms/ref,critic/advantages/mean,actor/grad_norm,critic/rewards_sum/min,global_seqlen/min,critic/returns/max,val-core/alfworld/reward/mean@94,diag/adv_teacher_sample_mean,critic/returns/mean,val-aux/alfworld/reward/worst@64/std,critic/rewards_sum/mean,luffy/total_onpolicy_kept,critic/rewards_onpolicy/count,response_length/min,diag/adv_onpolicy_token_mean,actor/kl_coef,response_length/clip_ratio,exp_mask_ratio,val-aux/alfworld/reward/best@64/mean,timing_per_token_ms/gen,timing_s/update_actor,training/epoch,val-aux/alfworld/reward/best@16/mean,actor/on_pg_clipfrac,diag/group_teacher_minus_on_reward_mean,actor/kl_loss,global_seqlen/max,val-aux/alfworld/reward/best@64/std,global_seqlen/mean,timing_s/adv,val-aux/alfworld/reward/worst@94/std,critic/advantages/min,critic/rewards_onpolicy/min,luffy/tasks_with_full_teacher,actor/pg_loss,training/num_term_traj,critic/rewards_onpolicy/max,critic/rewards_teacher/mean,timing_s/reward,val-aux/alfworld/reward/worst@2/std,perf/cpu_memory_used_gb,val-aux/alfworld/reward/best@16/std,diag/adv_teacher_token_mean,val-aux/alfworld/reward/best@2/std,timing_s/gen,val-aux/alfworld/reward/worst@8/mean,_timestamp,diag/onpolicy_adv_pos_ratio,luffy/total_teacher_rollouts,perf/max_memory_reserved_gb,val-aux/alfworld/reward/std@2,critic/returns/min,diag/reward_teacher_mean,val-aux/alfworld/reward/worst@2/mean,val-aux/alfworld/reward/worst@32/mean,actor/lr,global_seqlen/balanced_min,actor/on_pg_loss,global_seqlen/minmax_diff,actor/on_pg_clipfrac_lower,val-aux/alfworld/reward/worst@94/mean,actor/ppo_kl,val-aux/alfworld/reward/std@3,val-aux/alfworld/reward/best@8/std,val-aux/alfworld/reward/worst@32/std,val-aux/alfworld/reward/mean@2,val-aux/alfworld/reward/worst@4/mean,val-aux/alfworld/reward/best@32/mean,timing_s/old_log_prob,val-aux/alfworld/reward/worst@3/std,val-aux/alfworld/reward/worst@16/mean,perf/throughput,perf/total_num_tokens,luffy/tasks_without_teacher,luffy/tasks_with_partial_teacher,timing_s/dump_rollout_generations,perf/max_memory_allocated_gb,training/global_step,diag/group_teacher_minus_on_reward_std,val-aux/alfworld/reward/best@2/mean,val-aux/alfworld/reward/worst@8/std,prompt_length/max,diag/reward_onpolicy_mean,diag/entropy_onpolicy_token_mean,diag/entropy_teacher_token_mean,prompt_length/mean,timing_per_token_ms/adv,diag/teacher_adv_pos_ratio,critic/score/mean,luffy/onpolicy_replaced_by_teacher,perf/time_per_step,diag/adv_onpolicy_sample_mean,timing_per_token_ms/update_actor,diag/entropy_offpolicy_token_mean,val-aux/alfworld/reward/best@4/mean,diag/teacher_token_ratio,timing_s/step,val-aux/alfworld/reward/worst@4/std,critic/advantages/max,val-aux/alfworld/reward/mean@3,val-core/alfworld/reward/best@94/mean,timing_s/testing,critic/rewards_onpolicy/mean,critic/rewards_teacher/min,critic/rewards_last/max,timing_s/ref,val-aux/alfworld/reward/best@3/mean,perf/mfu/actor,critic/score/min,critic/rewards/max,prompt_length/min,critic/rewards_sum/max,critic/rewards_teacher/count,diag/entropy_onpolicy_token_std,critic/rewards_last/min,diag/exp_token_ratio,critic/rewards_last/mean,global_seqlen/balanced_max,val-aux/alfworld/reward/best@32/std,critic/rewards_teacher/max,val-core/alfworld/reward/best@94/std,val-aux/alfworld/reward/best@4/std,response_length/mean,val-aux/alfworld/reward/std@94,val-aux/alfworld/reward/worst@16/std,val-aux/alfworld/reward/best@3/std,training/num_not_none_traj,val-aux/alfworld/reward/worst@3/mean,val-aux/alfworld/reward/best@8/mean,_runtime,val-aux/alfworld/reward/mean@1,critic/rewards/mean,critic/rewards/min,actor/entropy_loss,response_length/max,val-aux/alfworld/reward/worst@64/mean,actor/off_pg_loss
11,8,0.109375,1,0.007247034139933307,-0.03248580917716026,1.212274193763733,0,81940,2.4748666286468506,,0.2731923758983612,-0.03248580917716026,,0.25,56,56,1349,-0.051536109298467636,0.001,0.015625,0.005834569688886404,,0.719520585741989,11.629373285919428,0,,0,0.8571428571428572,0.053634922951459885,106269,,93785.5,0.09141926094889641,,-1.20761239528656,0,8,-0.13264785148203373,11,1,1,0.0018549896776676178,,253.91547775268555,,1.827863335609436,,254.6196277588606,,1767963655.9996483,0.1428571492433548,8,97.23046875,,-1.20761239528656,1,,,1e-06,93778,0.04913816414773464,24329,0,,0,,,,,,,2.9545397013425827,,,344.5457750433607,375142,0,0,0.1657734364271164,65.9185700416565,11,0.1889822365046136,,,470,0.1428571492433548,0.1528913974761963,0.36687126755714417,332.3125,0.00024369241766823338,1.0,0.25,8,272.2004064284265,-0.04653358459472656,0.03099992345810234,0.36687126755714417,,0.01013637613505125,272.2004064284265,,2.4748666286468506,,,,0.1428571492433548,1,1,2.7186668813228607,,0.220002950648986,0,1,275,1,8,0.4689185917377472,0,0.01013637613505125,0.25,93791,,1,,,5529.28125,,,,64,,,3398.470984891,,0.25,0,0.15506039559841156,9136,,-0.18178601562976837
12,8,0.21875,1,0.007918957331031857,-0.02814597263932228,1.241074800491333,0,78356,2.4748666286468506,,0.1417100429534912,-0.02814597263932228,,0.5,56,56,733,-0.043238624930381775,0.001,0.015625,0.005267609842121601,,0.871718051551313,11.90771360322833,0,,0,0.5714285714285714,0.034899357706308365,100083,,88692.25,0.09607906267046928,,-2.4748666286468506,0,8,-0.27412683703005314,28,1,1,0.0018406808376312256,,254.12504959106445,,1.4770656824111938,,288.71737726405263,,1767963962.7402027,0.3035714328289032,8,97.23046875,,-2.4748666286468506,1,,,1e-06,88690,-0.1335094217211008,21727,0,,0,,,,,,,3.0176512375473976,,,289.15776554106867,354769,0,0,0.15806805714964867,65.9185700416565,12,0.3571428571428571,,,470,0.4285714328289032,0.12438581138849258,0.3167206346988678,368.1875,0.00027082147163497736,0.875,0.5,8,306.72615633904934,-0.025628095492720604,0.03356469590981267,0.3167206346988678,,0.009927386417984962,306.72615633904934,,2.4748666286468506,,,,0.4285714328289032,1,1,2.809400573372841,,0.20283041714437133,0,1,275,1,8,0.4220094084739685,0,0.009927386417984962,0.5,88693,,1,,,5175.078125,,,,64,,,3695.987751254,,0.5,0,0.12629519402980804,9283,,-0.14061741530895233
13,8,0.109375,1,0.008987105254695548,-0.046769607812166214,1.6794469356536865,0,49052,1.6201815605163574,,0.10925200581550598,-0.046769607812166214,,0.515625,56,56,822,-0.055985648185014725,0.001,0.015625,0.002653600415214896,,0.7970793718541527,13.759358059614897,0,,0,0.5535714285714286,0.2571418583393097,152500,,92857.25,0.11146391555666924,,-2.4748666286468506,0,8,-0.03297962434589863,29,1,1,0.0029945671558380127,,254.78001022338867,,1.1345349550247192,,276.36096857115626,,1767964260.2569582,0.4464285671710968,8,97.23046875,,-2.4748666286468506,1,,,1e-06,92848,0.07916434481739998,103448,0,,0,,,,,,,3.7091785334050655,,,312.12297316271105,371429,0,0,0.199980266392231,65.9185700416565,13,0.27140507417090476,,,708,0.4464285671710968,0.12594608962535858,0.2948382794857025,386.125,0.00030009481100471216,1.0,0.515625,8,297.50213212147355,-0.025500480085611343,0.03704438280159841,0.2948382794857025,,0.007741183508187532,297.50213212147355,,1.6201815605163574,,,,0.4464285671710968,1,1,3.3380715176463127,,0.19329445263118317,0,1,275,1,8,0.4274744391441345,0,0.007741183508187532,0.515625,92872,,1,,,5417.453125,,,,64,,,4002.496285148,,0.515625,0,0.12725353240966797,15096,,-0.1121439691632986
14,8,0.109375,1,0.007914636289667628,-0.03456610441207886,1.3113607168197632,0,33759,2.4748666286468506,,0.1549917608499527,-0.03456610441207886,,0.390625,56,56,573,-0.045850664377212524,0.001,0.015625,0.002614089287817478,,0.784605780232298,12.937831621617079,0,,0,0.6964285714285714,0.03800951689481735,153820,,97412.75,0.11089083924889565,,-2.4748666286468506,0,8,0.1719082146883011,19,1,1,0.003309357911348343,,254.88330841064453,,1.6941418647766113,,286.8440271951258,,1767964566.7653313,0.3035714328289032,8,97.23046875,,-2.4748666286468506,1,,,1e-06,97411,0.19199641607701778,120061,0,,0,,,,,,,3.2961522676050663,,,317.8306290015905,389651,0,0,0.1947103850543499,65.9185700416565,14,0.33071891388307384,,,737,0.3035714328289032,0.125047966837883,0.27846503257751465,375.953125,0.00028459015695813853,1.0,0.390625,8,306.49264454469085,-0.029800208285450935,0.0332036402360499,0.27846503257751465,,0.006485407240688801,306.49264454469085,,2.4748666286468506,,,,0.3035714328289032,1,1,3.083945944905281,,0.21654236392958662,0,1,275,1,8,0.4277136027812958,0,0.006485407240688801,0.390625,97416,,1,,,5712.34375,,,,64,,,4290.362780708,,0.390625,0,0.1260429471731186,13435,,-0.020088201388716698
15,8,0.109375,1,0.007900536525774488,-0.039700400084257126,1.5403541326522827,0,55334,2.4748666286468506,,0.09846824407577515,-0.039700400084257126,,0.5,56,56,530,-0.050071362406015396,0.001,0.015625,0.0034975367598235607,,0.8395066752296153,11.15371436625719,0,,0,0.5714285714285714,0.042336542159318924,133648,,86232.75,0.09979773312807083,,-2.4748666286468506,0,8,0.09941883385181427,27,1,1,0.002477947622537613,,255.19155502319336,,1.2697268724441528,,270.6124582402408,,1767964854.6320415,0.3035714328289032,8,97.23046875,,-2.4748666286468506,1,,,1e-06,86225,0.160675635561347,78314,0,,0,,,,,,,3.082415781915188,,,299.5728587334145,344931,0,0,0.1574932187795639,65.9185700416565,15,0.3499271061118826,,,550,0.4285714328289032,0.12579749524593353,0.25861772894859314,352.875,0.000289326657006969,0.875,0.5,8,287.8523453846574,-0.02248110994696617,0.0323360740735312,0.25861772894859314,,0.007857991382479668,287.8523453846574,,2.4748666286468506,,,,0.4285714328289032,1,1,2.7251399643719196,,0.2158182631310481,0,1,275,1,8,0.42785516381263733,0,0.007857991382479668,0.5,86239,,1,,,5036.671875,,,,64,,,4593.89719342,,0.5,0,0.12684118747711182,10766,,-0.06125680170953274
16,8,0.109375,1,0.009350887433575511,-0.03664171323180199,1.113243579864502,0,21315,2.4748666286468506,,0.13556396961212158,-0.03664171323180199,,0.515625,56,56,367,-0.04751676693558693,0.001,0.015625,0.0022986840922385454,,0.9197342918943124,12.968567714095116,0,,0,0.5535714285714286,0.029333433136343956,118445,,83179.75,0.10183731466531754,,-2.4748666286468506,0,8,-0.04445955343544483,29,1,1,0.0026018358767032623,,255.68473434448242,,1.5300712585449219,,283.7867749668658,,1767965158.1663165,0.1964285671710968,8,97.23046875,,-2.4748666286468506,1,,,1e-06,83173,-0.04445955343544483,97130,0,,0,,,,,,,3.3505428209900856,,,274.0508177779291,332719,0,0,0.17582791298627853,65.9185700416565,16,0.4191676640823394,,,709,0.4464285671710968,0.12217831611633301,0.2930704951286316,377.59375,0.00030607604214161964,0.75,0.515625,8,303.5194372870028,-0.022518357262015343,0.038977538746194584,0.2930704951286316,,0.006893467158079147,303.5194372870028,,2.4748666286468506,,,,0.4464285671710968,1,1,3.1112179160118103,,0.1828248720006329,0,1,275,1,8,0.43103480339050293,0,0.006893467158079147,0.515625,83192,,1,,,4821.140625,,,,64,,,4846.324503582,,0.515625,0,0.12335634976625443,13749,,0.0
17,8,0.109375,1,0.008456546019955446,-0.04587120935320854,1.3145753145217896,0,65483,2.4748666286468506,,0.1701284646987915,-0.04587120935320854,,0.53125,56,56,982,-0.06532259285449982,0.001,0.015625,0.004287317395210266,,0.8792514546065232,10.505456551909447,0,,0,0.5357142857142857,0.14215926826000214,85604,,72967.25,0.09655188769102097,,-2.4748666286468506,0,8,-0.3049766570329666,30,1,1,0.001691274344921112,,255.78593063354492,,1.4493964910507202,,236.49226374551654,,1767965410.593711,0.3392857015132904,8,97.23046875,,-2.4748666286468506,1,,,1e-06,72962,0.08604111522436142,20121,0,,0,,,,,,,2.6547523848712444,,,289.0792574559176,291869,0,0,0.17396582290530205,65.9185700416565,17,0.3829930462415574,,,545,0.4642857015132904,0.16199266910552979,0.36592522263526917,357.796875,0.0003308055589700207,0.875,0.53125,8,252.4126104451716,-0.03183198347687721,0.03599373880716845,0.36592522263526917,,0.01284158043563366,252.4126104451716,,2.4748666286468506,,,,0.4642857015132904,1,1,2.468203630298376,,0.18808406046879908,0,1,275,1,8,0.4869862496852875,0,0.01284158043563366,0.53125,72971,,1,,,4202.65625,,,,64,,,5193.977510612,,0.53125,0,0.16461148858070374,12043,,-0.39101777225732803
18,7,0.109375,1,0.008115425613968887,-0.03213219344615936,1.7617526054382324,0,87848,1.6201815605163574,,0.11010675877332687,-0.03213219344615936,,0.484375,57,57,894,-0.037464067339897156,0.001,0.015625,0.0022965851239860058,,0.8298283277302769,14.338169243186712,0,,0,0.5714285714285714,0.051413074135780334,129650,,104942.5,0.10279693827033043,,-2.4748666286468506,0,7,0.141512893140316,26,1,1,0.001956738531589508,,256.16694259643555,,0.9482808709144592,,325.70346949249506,,1767965758.2467458,0.42105263471603394,7,97.23046875,,-2.4748666286468506,1,,,1e-06,104939,0.21474953554570675,41802,0,,0,,,,,,,3.863731734454632,,,301.8750884970477,419770,1,0,0.19715947285294533,65.9185700416565,18,0.2753211747598376,,,698,0.42105263471603394,0.11138852685689926,0.327652245759964,426.171875,0.0002448887206573372,1.0,0.484375,7,347.63550885394216,-0.012657379731535912,0.03415720333322227,0.327652245759964,,0.005408986005932093,347.63550885394216,,1.6201815605163574,,,,0.42105263471603394,1,1,3.4066122099757195,,0.21136864840170372,0,1,275,1,7,0.4062804877758026,0,0.005408986005932093,0.484375,104946,,1,,,6132.734375,,,,64,,,5417.819508239,,0.484375,0,0.1125582903623581,13746,,-0.07323664240539074
19,8,0.109375,1,0.008263968217791812,-0.05409408360719681,1.4266301393508911,0,40238,2.4748666286468506,,0.14740611612796783,-0.05409408360719681,,0.53125,56,56,535,-0.06743060052394867,0.001,0.015625,0.0041704485192894936,,0.8987647203037286,9.315815813839436,0,,0,0.5357142857142857,0.05220805108547211,102175,,63351.25,0.08332111313939095,,-2.4748666286468506,0,8,0.2907953839749098,30,1,1,0.001262769103050232,,256.6014060974121,,1.142506718635559,,209.80044618993998,,1767965982.0887916,0.3392857015132904,8,97.23046875,,-2.4748666286468506,1,,,1e-06,63342,0.2907953839749098,61937,0,,0,,,,,,,2.3850590363144875,,,283.0320418540998,253405,0,0,0.13241735473275185,65.9185700416565,19,0.31743551490412814,,,467,0.4642857015132904,0.1853032410144806,0.2567010819911957,312.078125,0.0003288061132944928,0.875,0.53125,8,223.83066448941827,-0.030152341350913048,0.036762557225940434,0.2567010819911957,,0.011022482067346573,223.83066448941827,,2.4748666286468506,,,,0.4642857015132904,1,1,2.094130866229534,,0.17715702043362644,0,1,275,1,8,0.5284690856933594,0,0.011022482067346573,0.53125,63357,,1,,,3647.375,,,,64,,,5689.088690226,,0.53125,0,0.18609021604061127,9173,,0.0
20,8,0.109375,1,0.008879900190044978,-0.05319644883275032,1.3993792533874512,0,59271,2.4748666286468506,,0.09577815979719162,-0.05319644883275032,,0.546875,56,56,549,-0.05996894836425781,0.001,0.015625,0.0026046186685562134,,0.8179597766508023,12.425932247191668,0,,0,0.5178571428571428,0.13419580459594727,114845,,82996.75,0.08802486583590508,,-2.4748666286468506,0,8,-0.24016998521983624,30,1,1,0.0020484887063503265,,256.8288459777832,,1.0281672477722168,,252.46083118394017,,1767966253.3579576,0.3571428656578064,8,97.23046875,,-2.4748666286468506,1,,,1e-06,82983,0.023188438266515732,55574,0,,0,,,,,,,3.1604903377592564,,,305.97011356758713,331987,0,0,0.15597959235310555,65.9185700416565,20,0.3345534641999142,,,546,0.4821428656578064,0.14179269969463348,0.2660250663757324,364.6875,0.00026514552026406175,0.875,0.546875,8,271.2577023692429,-0.02454465627670288,0.037428972360940845,0.2660250663757324,,0.0062239388935267925,271.2577023692429,,2.4748666286468506,,,,0.4821428656578064,1,1,2.9480114243924618,,0.18501131402040066,0,1,275,1,8,0.46029573678970337,0,0.0062239388935267925,0.546875,83011,,1,,,4822.609375,,,,64,,,6009.54507622,,0.546875,0,0.14256590604782104,10978,,-0.26335842348635197
21,8,0.109375,1,0.008355108033661062,-0.05208117514848709,1.5416944026947021,0,78167,2.4748666286468506,,0.14704614877700806,-0.05208117514848709,,0.484375,56,56,1432,-0.06001092121005058,0.001,0.015625,0.002519764704629779,,0.852273020320664,13.555481679737568,0,,0,0.5892857142857143,0.1023252010345459,106318,,94416.75,0.10213437676429749,,-1.20761239528656,0,8,-0.12062036991119385,28,1,1,0.0018778406083583832,,257.11035919189453,,1.1781165599822998,,299.94300086051226,,1767966573.8142846,0.4107142984867096,8,97.23046875,,-1.20761239528656,1,,,1e-06,94410,0.11431409046053886,28151,0,,0,,,,,,,3.4765373952686787,,,294.6471483343177,377667,0,0,0.18535379692912102,65.9185700416565,21,0.20748125068968304,,,710,0.4107142984867096,0.14578264951705933,0.3547884523868561,402.09375,0.000270435004287633,1.0,0.484375,8,320.4400603696704,-0.0329429917037487,0.03589268238881758,0.3547884523868561,,0.006404628045856953,320.4400603696704,,2.4748666286468506,,,,0.4107142984867096,1,1,3.1554485857486725,,0.1958792335569638,0,1,275,1,8,0.47465312480926514,0,0.006404628045856953,0.484375,94425,,1,,,5498.953125,,,,64,,,6285.816970492,,0.484375,0,0.14712126553058624,13267,,-0.2349344603717327
22,7,0.109375,1,0.008333841636498517,-0.029529498890042305,1.1298989057540894,0,43949,2.4748666286468506,,0.13267353177070618,-0.029529498890042305,,0.515625,57,57,495,-0.04041546583175659,0.001,0.015625,0.0034987672697752714,,0.8501034791625495,11.418782003223896,0,,0,0.5510204081632654,0.09162892401218414,133571,,82090.75,0.09103531762957573,,-1.20761239528656,0,7,-0.09676357172429562,29,1,1,0.0032750703394412994,,257.44805908203125,,1.298976182937622,,258.8735114745796,,1767966850.0862474,0.21052631735801697,7,97.23046875,,-1.20761239528656,1,,,1e-06,82088,-0.055594971403479576,89622,0,,0,,,,,,,2.962222695350647,,,297.14841652914913,328363,1,0,0.1612936109304428,65.9185700416565,22,0.38506045436965736,,,545,0.45614033937454224,0.14246462285518646,0.35355547070503235,372.546875,0.00027723987669005256,0.7142857313156128,0.515625,7,276.26177840307355,-0.021177025511860847,0.03477487415824528,0.35355547070503235,,0.0081275450065732,276.26177840307355,,2.4748666286468506,,,,0.45614033937454224,1,1,2.7365252412855625,,0.19907149923139691,0,1,275,1,7,0.4614667594432831,0,0.0081275450065732,0.515625,82094,,1,,,4758.125,,,,64,,,6595.967930447,,0.515625,0,0.1441802680492401,10508,,-0.04116860032081604
23,8,0.109375,1,0.008417329317119589,-0.0468517430126667,2.0914559364318848,0,58961,1.6201815605163574,,0.08232571184635162,-0.0468517430126667,,0.5625,56,56,512,-0.0530000664293766,0.001,0.015625,0.002999147865921259,,0.8829735398283517,12.152904227375984,0,,0,0.5,0.2628398835659027,129925,,88960.0,0.09985824301838875,,-2.4748666286468506,0,8,-0.11583983339369297,31,1,1,0.0026996657252311707,,257.9032096862793,,0.8957517743110657,,291.57993718981743,,1767967160.2371163,0.5,8,97.23046875,,-2.4748666286468506,1,,,1e-06,88954,0.02936437539756298,70964,0,,0,,,,,,,3.1128603778779507,,,286.8427774764955,355840,0,0,0.16818826645612717,65.9185700416565,23,0.23690177073967142,,,559,0.5,0.1248505562543869,0.2688451111316681,400.234375,0.0002806268070435835,1.0,0.5625,8,310.13505301624537,-0.0217673908919096,0.03415272096272477,0.2688451111316681,,0.006480429787188768,310.13505301624537,,1.6201815605163574,,,,0.5,1,1,2.9952224642038345,,0.20330758277490055,0,1,275,1,8,0.43488430976867676,0,0.006480429787188768,0.5625,88968,,1,,,5159.765625,,,,64,,,6831.571641068,,0.5625,0,0.12578369677066803,10590,,-0.14520420879125595
24,8,0.109375,1,0.007344329743016798,-0.04727955162525177,1.3642041683197021,0,53649,2.4748666286468506,,0.13475334644317627,-0.04727955162525177,,0.484375,56,56,689,-0.05782335251569748,0.001,0.015625,0.004739942494779825,,0.7843377836458592,9.8060601092875,0,,0,0.5892857142857143,0.29947805404663086,96570,,75326.5,0.08307167142629623,,-1.20761239528656,0,8,-0.23226639069616795,27,1,1,0.0017879009246826172,,257.8949508666992,,1.086732029914856,,220.85775480791926,,1767967395.840873,0.2857142984867096,8,97.23046875,,-1.20761239528656,1,,,1e-06,75321,-0.016186563298106194,42921,0,,0,,,,,,,2.4378323070704937,,,319.78512579912467,301306,0,0,0.13203877955675125,65.9185700416565,24,0.28064702938395913,,,348,0.4107142984867096,0.17683041095733643,0.3458153009414673,308.140625,0.00027570533419943923,0.875,0.484375,8,235.55348239466548,-0.026526210829615593,0.032545186983622965,0.3458153009414673,,0.009212138131260872,235.55348239466548,,2.4748666286468506,,,,0.4107142984867096,1,1,2.2128906175494194,,0.20660788450000747,0,1,275,1,8,0.5274512767791748,0,0.009212138131260872,0.484375,75335,,1,,,4399.765625,,,,64,,,7124.588327992,,0.484375,0,0.1783871203660965,8203,,-0.21607982739806175
25,7,0.109375,1,0.007766654342894085,-0.04284607991576195,1.701192021369934,0,70073,1.20761239528656,,0.06894971430301666,-0.04284607991576195,,0.53125,57,57,1165,-0.04865264147520065,0.001,0.015625,0.0037064028438180685,,0.9250000628855528,10.870716318488121,0,,0,0.44897959183673475,0.1334553211927414,93964,,80524.0,0.08577286824584007,,-1.6201815605163574,0,7,0.037029389292001724,30,1,1,0.0019426122307777405,,258.40888595581055,,0.703453540802002,,276.6471688076854,,1767967688.8575306,0.4736842215061188,7,97.23046875,,-1.6201815605163574,1,,,1e-06,80521,0.07819798961281776,23891,0,,0,,,,,,,2.7381365932524204,,,274.81952173196186,322096,1,0,0.14513082802295685,65.9185700416565,25,0.14139190265868387,,,469,0.4736842215061188,0.1380542516708374,0.29133492708206177,359.65625,0.00026629597463439494,1.0,0.53125,7,293.00684133544564,-0.012726842425763607,0.033749926476851995,0.29133492708206177,,0.007720394060015678,293.00684133544564,,1.20761239528656,,,,0.4736842215061188,1,1,2.501608297228813,,0.19850970961074527,0,1,275,1,7,0.4652615189552307,0,0.007720394060015678,0.53125,80529,,1,,,4673.09375,,,,64,,,7394.455977572,,0.53125,0,0.1392376571893692,9265,,-0.04116860032081604
26,7,0.109375,1,0.009048968349607521,-0.024508008733391762,1.3178553581237793,0,57887,1.6201815605163574,,0.11012051999568939,-0.024508008733391762,,0.5,57,57,524,-0.035066258162260056,0.001,0.015625,0.0028425329364836216,,0.8397601507350002,12.461230415850878,0,,0,0.489795918367347,0.11026626825332642,126393,,80338.25,0.09726231172680855,,-2.4748666286468506,0,7,0.12360850907862186,28,1,1,0.0018522106111049652,,258.60227966308594,,1.2038981914520264,,250.88842215389013,,1767967958.725228,0.31578946113586426,7,97.23046875,,-2.4748666286468506,1,,,1e-06,80334,0.12360850907862186,68506,0,,0,,,,,,,3.300756450742483,,,297.71503065513286,321353,1,0,0.16895056515932083,65.9185700416565,26,0.340272081643532,,,697,0.4385964870452881,0.12975120544433594,0.29397091269493103,352.984375,0.0003026650186144475,0.8571428656578064,0.5,7,269.8494927287102,-0.018501438200473785,0.03877738939997721,0.29397091269493103,,0.008521833457052708,269.8494927287102,,1.6201815605163574,,,,0.4385964870452881,1,1,2.907913126051426,,0.17790697751773846,0,1,275,1,7,0.44727882742881775,0,0.008521833457052708,0.5,80346,,1,,,4668.15625,,,,64,,,7671.888578114,,0.5,0,0.13115066289901733,13298,,0.0
27,8,0.109375,1,0.008455785914387809,-0.03514263778924942,1.4195327758789062,0,56326,2.4748666286468506,,0.1819947361946106,-0.03514263778924942,,0.5,56,56,430,-0.0527510941028595,0.001,0.015625,0.004314221907407045,,0.8889937936248754,10.678616110235453,0,,0,0.5714285714285714,0.16487334668636322,104393,,79268.0,0.09660021588206291,,-2.4748666286468506,0,8,-0.15338094532489777,27,1,1,0.0016541630029678345,,258.74443435668945,,1.7188969850540161,,260.8210001178086,,1767968236.1577573,0.4285714328289032,8,97.23046875,,-2.4748666286468506,1,,,1e-06,79260,0.0558508038520813,48067,0,,0,,,,,,,2.9620212465524673,,,285.7346922439224,317072,0,0,0.15848219022154808,65.9185700416565,27,0.3425593945223371,,,575,0.4285714328289032,0.13207252323627472,0.38556376099586487,370.046875,0.00030466334423116174,1.0,0.5,8,277.4181860014796,-0.028808994218707085,0.03367883670029347,0.38556376099586487,,0.009939023293554783,277.4181860014796,,2.4748666286468506,,,,0.4285714328289032,1,1,2.6810929514467716,,0.20692044241891647,0,1,275,1,8,0.45165857672691345,0,0.009939023293554783,0.5,79277,,1,,,4584.203125,,,,64,,,8099.257941836,,0.5,0,0.1345919668674469,9986,,-0.20923174917697906
28,8,0.109375,1,0.008800733485619749,-0.03699126094579697,1.9947582483291626,0,63752,1.6201815605163574,,0.04796406626701355,-0.03699126094579697,,0.640625,56,56,695,-0.04153527319431305,0.001,0.015625,0.0024274815805256367,,1.0874293201271705,14.93566307425499,0,,0,0.4107142857142857,0.11649081856012344,134803,,100877.5,0.10594168677926064,,-2.4748666286468506,0,8,-0.06939716264605522,39,1,1,0.002811957150697708,,259.52716064453125,,0.7485410571098328,,404.80643871054053,,1767968663.5264995,0.5892857313156128,8,97.23046875,,-2.4748666286468506,1,,,1e-06,100861,0.07107103615999222,71051,0,,0,,,,,,,3.7426958940923214,,,236.05101931960175,403510,0,0,0.18609552085399628,65.9185700416565,28,0.23076514255928726,,,733,0.5892857313156128,0.09500160068273544,0.3020293414592743,488.28125,0.00026255033773453105,1.0,0.640625,8,427.3546468503773,-0.011226405389606953,0.03701435670554631,0.3020293414592743,,0.005751356482505798,427.3546468503773,,1.6201815605163574,,,,0.5892857313156128,1,1,3.551183968782425,,0.1947466784048409,0,1,275,1,8,0.3874402642250061,0,0.005751356482505798,0.640625,100892,,1,,,5816.5625,,,,64,,,8266.756193258,,0.640625,0,0.09619230031967163,13048,,-0.14046819880604744
29,8,0.109375,1,0.009108557042352066,-0.023079553619027138,1.108137845993042,0,23110,1.6201815605163574,,0.04686133190989494,-0.023079553619027138,,0.734375,56,56,489,-0.03179622069001198,0.001,0.015625,0.0033047280739992857,,0.741802277658266,8.923405334353447,0,,0,0.3035714285714286,0.5930504202842712,87302,,57342.75,0.08781864121556282,,-2.4748666286468506,0,8,-0.14915378764271736,44,1,1,0.002920057624578476,,259.7201347351074,,0.8547843098640442,,153.99221842363477,,1767968831.0254023,0.1964285671710968,8,97.23046875,,-2.4748666286468506,1,,,1e-06,57342,0.08013066276907921,64192,0,,0,,,,,,,2.248554140329361,,,342.37002664182074,229371,0,0,0.1270367093384266,65.9185700416565,29,0.3602543036041431,,,493,0.6964285969734192,0.13453367352485657,0.27088093757629395,340.296875,0.0003828672378616426,0.5,0.734375,8,167.4876465164125,-0.010382155887782574,0.038903807954595165,0.27088093757629395,,0.009831785224378109,167.4876465164125,,1.6201815605163574,,,,0.6964285969734192,1,1,2.0892388373613358,,0.17544948123965376,0,1,275,1,8,0.45629721879959106,0,0.009831785224378109,0.734375,57343,,1,,,3243.625,,,,64,,,8566.070944416,,0.734375,0,0.1358742117881775,9157,,-0.22928445041179657
