_step,luffy/tasks_with_partial_teacher,response_length/clip_ratio,val-aux/alfworld/reward/mean@3,val-core/alfworld/reward/best@94/std,training/epoch,critic/score/max,val-aux/alfworld/reward/worst@4/mean,val-aux/alfworld/reward/best@64/std,diag/teacher_token_ratio,val-aux/alfworld/reward/best@3/mean,diag/entropy_teacher_token_mean,global_seqlen/balanced_max,val-aux/alfworld/reward/best@32/std,val-aux/alfworld/reward/worst@64/mean,timing_s/step,prompt_length/max,critic/rewards_teacher/mean,val-aux/alfworld/reward/worst@16/mean,val-aux/alfworld/reward/best@16/std,critic/rewards_onpolicy/min,luffy/total_teacher_rollouts,timing_s/gen,perf/throughput,diag/adv_onpolicy_token_mean,val-aux/alfworld/reward/best@64/mean,critic/rewards_sum/max,val-aux/alfworld/reward/worst@32/mean,val-aux/alfworld/reward/worst@94/mean,val-core/alfworld/reward/mean@94,critic/returns/mean,perf/cpu_memory_used_gb,val-aux/alfworld/reward/worst@3/mean,val-aux/alfworld/reward/best@2/mean,diag/exp_token_ratio,global_seqlen/balanced_min,diag/entropy_onpolicy_token_std,timing_s/testing,perf/time_per_step,response_length/min,timing_s/update_actor,val-aux/alfworld/reward/std@2,actor/lr,diag/reward_onpolicy_mean,global_seqlen/min,val-aux/alfworld/reward/best@8/std,response_length/mean,val-aux/alfworld/reward/worst@2/std,val-aux/alfworld/reward/best@16/mean,diag/onpolicy_adv_pos_ratio,timing_s/adv,critic/score/mean,val-aux/alfworld/reward/best@4/mean,critic/rewards_last/max,prompt_length/clip_ratio,actor/on_pg_clipfrac_lower,actor/grad_norm,timing_per_token_ms/ref,val-aux/alfworld/reward/worst@64/std,val-aux/alfworld/reward/worst@4/std,prompt_length/mean,diag/teacher_adv_pos_ratio,critic/rewards_sum/min,timing_per_token_ms/adv,diag/entropy_onpolicy_token_mean,perf/mfu/actor,critic/rewards/max,global_seqlen/mean,val-aux/alfworld/reward/best@2/std,diag/group_gap_count,val-aux/alfworld/reward/worst@8/std,val-aux/alfworld/reward/worst@2/mean,actor/ppo_kl,val-aux/alfworld/reward/best@8/mean,luffy/tasks_with_full_teacher,diag/group_teacher_minus_on_reward_mean,timing_s/dump_rollout_generations,prompt_length/min,actor/kl_loss,val-aux/alfworld/reward/mean@2,diag/adv_onpolicy_sample_mean,actor/kl_coef,timing_s/old_log_prob,actor/off_pg_loss,actor/pg_loss,val-aux/alfworld/reward/best@32/mean,val-aux/alfworld/reward/best@4/std,critic/rewards/mean,val-aux/alfworld/reward/worst@32/std,actor/entropy_loss,critic/rewards_sum/mean,luffy/onpolicy_replaced_by_teacher,luffy/tasks_without_teacher,critic/advantages/max,global_seqlen/minmax_diff,critic/advantages/min,training/num_not_none_traj,perf/max_memory_reserved_gb,critic/rewards_onpolicy/count,timing_per_token_ms/update_actor,val-aux/alfworld/reward/worst@8/mean,val-aux/alfworld/reward/std@3,critic/rewards_teacher/count,perf/max_memory_allocated_gb,_timestamp,critic/rewards_last/min,val-aux/alfworld/reward/worst@16/std,val-aux/alfworld/reward/worst@94/std,actor/on_pg_loss,val-aux/alfworld/reward/best@3/std,diag/adv_teacher_token_mean,critic/rewards_teacher/max,critic/rewards_teacher/min,timing_s/ref,_runtime,diag/adv_teacher_sample_mean,val-aux/alfworld/reward/worst@3/std,critic/score/min,val-core/alfworld/reward/best@94/mean,diag/reward_teacher_mean,critic/rewards_onpolicy/max,diag/entropy_offpolicy_token_mean,training/num_term_traj,critic/returns/max,val-aux/alfworld/reward/std@94,luffy/total_onpolicy_kept,actor/on_pg_clipfrac,critic/rewards/min,critic/rewards_onpolicy/mean,perf/total_num_tokens,critic/returns/min,timing_per_token_ms/gen,response_length/max,diag/group_teacher_minus_on_reward_std,val-aux/alfworld/reward/mean@1,exp_mask_ratio,critic/rewards_last/mean,timing_s/reward,critic/advantages/mean,global_seqlen/max,training/global_step
11,0,0.015625,,,0,1,,,0.01116214506328106,,0.36325934529304504,85660,,,201.22691230475903,470,1,,,0,8,184.7686392068863,425.6662243580738,-0.04859829321503639,,1,,,,-0.03425581008195877,287.8748474121094,,,0.01116214506328106,85653,0.44636157155036926,,201.22691230475903,1019,10.86210212111473,,1e-06,0.3214285671710968,60367,,5021.15625,,,0.3214285671710968,0.08672625198960304,0.40625,,1,0.109375,0,2.149935722351074,0.007514978119028943,,,332.3125,1.0,0,0.00025312516998208823,0.13740520179271698,0.214075052454427,1,85655.5,,8,,,0,,8,0.6785714285714286,0.15113018825650215,275,0.021489493548870087,,-0.029788976535201073,0.001,2.762882687151432,-0.06861434131860733,0.1795137319713831,,,0.40625,,0.1399262249469757,0.40625,8,0,2.4748666286468506,43060,-1.6201815605163574,64,95.48046875,56,0.031702874074387315,,,8,65.72398376464844,1768001744.4831297,0,,,0.24812807328999043,,1.236323356628418,1,1,2.5747968330979347,3380.118981752,0.17512738704681396,,0,,1,1,0.36325934529304504,21,2.4748666286468506,,56,0,0,0.3214285671710968,342622,-1.6201815605163574,0.5749691592663738,9448,0.2230356427999428,,0.0056510260328650475,0.40625,0.0018904395401477814,-0.03425581008195877,103427,11
12,0,0.015625,,,0,1,,,0.00962095521390438,,0.31454160809516907,91334,,,320.77363488823175,470,1,,,0,8,303.122241076082,284.7163546711757,-0.045737940818071365,,1,,,,-0.029841752722859383,288.2633590698242,,,0.00962095521390438,91323,0.4055051803588867,,320.77363488823175,787,11.544812761247158,,1e-06,0.3571428656578064,84827,,5339.90625,,,0.2321428507566452,0.08442450314760208,0.4375,,1,0.21875,0,1.3242112398147583,0.007849539570149278,,,368.1875,0.875,0,0.00023109866786635776,0.11508463323116302,0.21492646050830666,1,91329.5,,8,,,0,,8,0.6428571428571428,0.152610395103693,275,0.04047214984893799,,-0.031118139624595642,0.001,2.9845759011805058,-0.14061741530895233,-0.0154334157705307,,,0.4375,,0.11700358986854553,0.4375,8,0,2.4748666286468506,20808,-1.6201815605163574,64,95.48046875,56,0.031602091222570905,,,8,65.72398376464844,1768002065.2739756,0,,,0.12518399953842163,,1.606508731842041,1,1,2.8675780966877937,3698.84375996,0.16732388734817505,,0,,1,1,0.31454160809516907,24,2.4748666286468506,,56,0,0,0.3571428656578064,365318,-1.6201815605163574,0.8869603313379858,8949,0.3571428571428572,,0.0054544005542993546,0.4375,0.001698959618806839,-0.029841752722859383,105635,12
13,0,0.015625,,,0,1,,,0.007336019072681665,,0.29633933305740356,97647,,,318.7124999910593,708,1,,,0,8,297.297505967319,306.37173001604634,-0.04709739238023758,,1,,,,-0.03589778393507004,288.673583984375,,,0.007336019072681665,97639,0.4191376268863678,,318.7124999910593,525,14.120329104363918,,1e-06,0.375,55792,,5716.65625,,,0.375,0.1024649515748024,0.453125,,1,0.109375,0,3.0659196376800537,0.008668329512484701,,,386.125,1.0,0,0.0002623418410018035,0.11895305663347244,0.2010189994988659,1,97644.5,,8,,,0,,8,0.625,0.1904747188091278,275,0.1714654117822647,,-0.02703036181628704,0.001,3.5876076482236385,-0.2623801976442337,-0.33703006617724895,,,0.453125,,0.12025436013936996,0.453125,8,0,2.4748666286468506,110837,-2.4748666286468506,64,95.48046875,56,0.03615239236302075,,,8,66.30961513519287,1768002383.9986556,0,,,-0.07464986853301525,,1.4795629978179932,1,1,3.3856588043272495,4018.841847657,0.12451139092445374,,0,,1,1,0.29633933305740356,26,2.4748666286468506,,56,0,0,0.375,390578,-2.4748666286468506,0.8125857717506383,14001,0.28515570397627343,,0.002851145574823022,0.453125,0.0019209757447242737,-0.03589778393507004,166629,13
14,0,0.015625,,,0,1,,,0.006525963544845581,,0.283107191324234,96859,,,319.9702097810805,737,1,,,0,8,298.65937878564,302.6680204580918,-0.04572932794690132,,1,,,,-0.03667900711297989,289.0351219177246,,,0.006525963544845581,96826,0.42184579372406006,,319.9702097810805,566,13.981870114803314,,1e-06,0.3214285671710968,37870,,5676.84375,,,0.3214285671710968,0.10093443468213081,0.40625,,1,0.109375,0,1.7306406497955322,0.008711621640992276,,,375.953125,1.0,0,0.00026055732159495175,0.12114689499139786,0.19780966263245778,1,96844.75,,8,,,0,,8,0.6785714285714286,0.1905166693031788,275,0.10403334349393845,,-0.026704754680395126,0.001,3.6414762772619724,-0.32137572579085827,-0.09319254197180271,,,0.40625,,0.12220384925603867,0.40625,8,0,2.4748666286468506,118550,-2.4748666286468506,64,95.48046875,56,0.036093515948988755,,,8,66.30961513519287,1768002703.9948442,0,,,0.22818318381905556,,1.3410887718200684,1,1,3.374699279665947,4315.333883019,0.13421590626239777,,0,,1,1,0.283107191324234,20,2.4748666286468506,,56,0,0,0.3214285671710968,387379,-2.4748666286468506,0.8220329815358446,13005,0.2834733547569204,,0.0026958866510540247,0.40625,0.002300463616847992,-0.03667900711297989,156420,14
15,0,0.015625,,,0,1,,,0.00757616525515914,,0.25828462839126587,89239,,,296.48070650547743,550,1,,,0,8,279.66078143939376,300.96562117559404,-0.05005475506186485,,1,,,,-0.03699305281043053,289.2149429321289,,,0.00757616525515914,89207,0.42846593260765076,,296.48070650547743,527,11.074388686567545,,1e-06,0.3392857015132904,58156,,5224.03125,,,0.2142857164144516,0.09100467711687088,0.421875,,1,0.109375,0,1.7797540426254272,0.007402037242724043,,,352.875,0.875,0,0.0002549707698513145,0.12448976933956146,0.2238267933546524,1,89230.5,,8,,,0,,8,0.6607142857142857,0.16098546609282494,275,0.25289228558540344,,-0.03220951184630394,0.001,2.829614292830229,-0.17130267061293125,0.16367708146572113,,,0.421875,,0.12550343573093414,0.421875,8,0,2.4748666286468506,85399,-1.6201815605163574,64,95.48046875,56,0.031027475713370275,,,8,66.30961513519287,1768003000.4887717,0,,,0.3349797520786524,,1.673997402191162,1,1,2.641949936747551,4554.085231196,0.13131864368915558,,0,,1,1,0.25828462839126587,22,2.4748666286468506,,56,0,0,0.3392857015132904,356922,-1.6201815605163574,0.8364612501103487,11025,0.3842399069883931,,0.003419276559725404,0.421875,0.002886362373828888,-0.03699305281043053,143555,15
16,0,0.015625,,,0,1,,,0.006870155222713947,,0.29863443970680237,83445,,,238.7397071197629,709,1,,,0,8,217.49523164704442,349.50826155676685,-0.04395680874586105,,1,,,,-0.037575751543045044,289.76640701293945,,,0.006870155222713947,83439,0.43496468663215637,,238.7397071197629,330,14.063047889620066,,1e-06,0.5357142686843872,22927,,4837.5,,,0.2857142984867096,0.10016386210918427,0.59375,,1,0.109375,0,2.009042263031006,0.009932999018136771,,,377.59375,0.75,0,0.00030010205386164036,0.12261584401130676,0.16875256580784506,1,83441.5,,8,,,0,,8,0.4642857142857143,0.1760237030684948,275,0.0310793649405241,,-0.020838197320699692,0.001,3.5679627247154713,-0.04116860032081604,0.036779237911105156,,,0.59375,,0.12382512539625168,0.59375,8,0,2.4748666286468506,84747,-1.6201815605163574,64,95.48046875,56,0.04213445314867322,,,8,66.30961513519287,1768003239.2401204,0,,,0.0779478382319212,,0.8848522305488586,1,1,3.3152973502874374,4845.665891407,0.09936816245317459,,0,,1,1,0.29863443970680237,33,2.4748666286468506,,56,0,0,0.5357142686843872,333766,-1.6201815605163574,0.7025039781881279,13130,0.34809979802889157,,0.0024015011731535196,0.59375,0.002152353525161743,-0.037575751543045044,107674,16
17,0,0.015625,,,0,1,,,0.011056550778448582,,0.3704697787761688,83828,,,291.5617143586278,545,1,,,0,8,274.14363734051585,287.49745207251533,-0.06326063722372055,,1,,,,-0.045078523457050323,289.9498634338379,,,0.011056550778448582,83820,0.47811615467071533,,291.5617143586278,978,11.466095391660929,,1e-06,0.4464285671710968,70129,,4881.15625,,,0.4464285671710968,0.09386393055319786,0.515625,,1,0.109375,0,1.6537222862243652,0.008152758725706826,,,357.796875,1.0,0,0.00027994598918915054,0.14828625321388245,0.20199445915862665,1,83823.25,,8,,,0,,8,0.5535714285714286,0.16551704704761505,275,0.16561277210712433,,-0.034348852932453156,0.001,2.9232241064310074,-0.18178601935505867,0.09281312115490437,,,0.515625,,0.15074282884597778,0.515625,8,0,2.4748666286468506,27311,-2.4748666286468506,64,95.48046875,56,0.034197240597510024,,,8,66.30961513519287,1768003530.8200293,0,,,0.27459914050996304,,1.581205129623413,1,1,2.733562931418419,5198.963494358,0.15980985760688782,,0,,1,1,0.3704697787761688,29,2.4748666286468506,,56,0,0,0.4464285671710968,335293,-2.4748666286468506,0.8775573069281608,12053,0.338344559312436,,0.004283914342522621,0.515625,0.004349943250417709,-0.045078523457050323,97440,17
18,0,0.015625,,,0,1,,,0.005347714759409428,,0.3271128237247467,106084,,,353.28375271335244,698,1,,,0,7,332.02159633114934,300.23104426786506,-0.04692172631621361,,1,,,,-0.03877531737089157,290.0974998474121,,,0.005347714759409428,106057,0.41458091139793396,,353.28375271335244,661,14.032002221792936,,1e-06,0.3684210479259491,95564,,6203.0,,,0.3684210479259491,0.10673601180315018,0.4375,,1,0.109375,0,1.8613449335098267,0.007900368085861269,,,426.171875,1.0,0,0.00025157745429917993,0.1137804388999939,0.21643935787672747,1,106066.75,,7,,,0,,7,0.6122448979591836,0.19097910076379776,275,0.0805230513215065,,-0.02170558087527752,0.001,3.5577452406287193,-0.09205576777458191,-0.07122397795319557,,,0.4375,,0.11492127180099487,0.4375,7,1,2.4748666286468506,21848,-1.6201815605163574,64,95.48046875,57,0.03307351790686746,,,7,66.30961513519287,1768003884.1184301,0,,,0.020831789821386337,,1.4764214754104614,1,1,3.351865466684103,5439.829821598,0.13586977124214172,,0,,1,1,0.3271128237247467,25,2.4748666286468506,,57,0,0,0.3684210479259491,424267,-1.6201815605163574,0.8363432923866208,13080,0.22541553096300534,,0.0024075971450656652,0.4375,0.002503175288438797,-0.03877531737089157,117412,18
19,0,0.015625,,,0,1,,,0.010340933687984943,,0.25983932614326477,67200,,,240.85539942234755,467,1,,,0,8,228.07595198601484,278.99519861776923,-0.06280895322561264,,1,,,,-0.04504244774580002,290.3142280578613,,,0.010340933687984943,67194,0.5433918833732605,,240.85539942234755,549,8.374373316764832,,1e-06,0.4464285671710968,39465,,3887.765625,,,0.1964285671710968,0.08286254480481148,0.515625,,1,0.109375,0,1.2790464162826538,0.007366066886367593,,,312.078125,0.75,0,0.0003082798645961958,0.1904253512620926,0.21436354074622285,1,67197.5,,8,,,0,,8,0.5535714285714286,0.14158546179533005,275,0.060675520449876785,,-0.039263688027858734,0.001,2.179635927081108,-0.20923175662755966,-0.15447236970067024,,,0.515625,,0.19114315509796143,0.515625,8,0,2.4748666286468506,85657,-1.20761239528656,64,95.48046875,56,0.031155821707521975,,,8,66.30961513519287,1768004124.9847388,0,,,0.05475938692688942,,1.6552667617797852,1,1,1.9799251183867455,5653.641946161,0.14371663331985474,,0,,1,1,0.25983932614326477,28,2.4748666286468506,,56,0,0,0.4464285671710968,268790,-1.20761239528656,0.9166413548351392,9738,0.38090587513752755,,0.003939551766961813,0.515625,0.0018877387046813965,-0.04504244774580002,125122,19
20,0,0.015625,,,0,1,,,0.006126692518591881,,0.2688344717025757,84229,,,213.79608022794127,546,1,,,0,8,195.5070641450584,393.9337891985963,-0.04698812589049339,,1,,,,-0.04089204594492912,290.8976936340332,,,0.006126692518591881,84208,0.4655480980873108,,213.79608022794127,559,12.117753949016333,,1e-06,0.5,61506,,4899.15625,,,0.25,0.09007155522704124,0.5625,,1,0.109375,0,1.275285243988037,0.008388499885424713,,,364.6875,0.75,0,0.0002673650885671748,0.1433112770318985,0.19126223260064415,1,84221.5,,8,,,0,,8,0.5,0.15811444073915482,275,0.25444602966308594,,-0.020328441634774208,0.001,3.077552568167448,-0.04116860032081604,0.026338957250118256,,,0.5625,,0.14408032596111298,0.5625,8,0,1.6201815605163574,51885,-1.20761239528656,64,95.48046875,56,0.03596989470923794,,,8,66.30961513519287,1768004338.7969162,0,,,0.0675075575709343,,0.9480161666870117,1,1,2.82596817240119,5990.146408194,0.08154888451099396,,0,,1,1,0.2688344717025757,31,1.6201815605163574,,56,0,0,0.5,336886,-1.20761239528656,0.6235355072144387,10750,0.3273268353539886,,0.002657190663740039,0.5625,0.0015523061156272888,-0.04089204594492912,113391,20
21,0,0.015625,,,0,1,,,0.0066314986906945705,,0.35675862431526184,91411,,,336.48912524059415,710,1,,,0,8,316.62251921743155,271.64845204029393,-0.04701549932360649,,1,,,,-0.03867354989051819,290.75757598876953,,,0.0066314986906945705,91404,0.4733929932117462,,336.48912524059415,1519,13.099944584071636,,1e-06,0.4107142984867096,75292,,5310.828125,,,0.4107142984867096,0.09861035645008087,0.484375,,1,0.109375,0,1.4490915536880493,0.00868401764604298,,,402.09375,1.0,0,0.0002697020637154282,0.1436619907617569,0.19225297349603035,1,91406.75,,8,,,0,,8,0.5892857142857143,0.18346517533063889,275,0.10552696883678436,,-0.02294224686920643,0.001,3.2875387333333492,-0.263358436524868,-0.109093576669693,,,0.484375,,0.14507512748241425,0.484375,8,0,2.4748666286468506,29496,-1.6201815605163574,64,95.48046875,56,0.03582871227800911,,,8,66.30961513519287,1768004675.3013384,0,,,0.15426485985517502,,1.2109119892120361,1,1,3.1751113198697567,6289.476012463,0.15919142961502075,,0,,1,1,0.35675862431526184,24,2.4748666286468506,,56,0,0,0.4107142984867096,365627,-1.6201815605163574,0.9315358633965146,13082,0.2519059996368908,,0.002553563565015793,0.484375,0.002528160810470581,-0.03867354989051819,104788,21
22,0,0.015625,,,0,1,,,0.007660072296857834,,0.35714229941368103,86743,,,299.31771048903465,545,1,,,0,7,282.7100565060973,289.7815497061192,-0.042236048728227615,,1,,,,-0.03125450015068054,291.42309188842773,,,0.007660072296857834,86733,0.4599580764770508,,299.31771048903465,479,10.796366713941097,,1e-06,0.3684210479259491,45579,,5048.5,,,0.24561403691768646,0.0917092114686966,0.4375,,1,0.109375,0,1.150744080543518,0.007647961175720019,,,372.546875,0.8571428656578064,0,0.00026433204918531244,0.14015747606754303,0.2249957150499448,1,86736.75,,7,,,0,,7,0.6122448979591837,0.15779300406575203,275,0.03974655270576477,,-0.023192742839455605,0.001,2.8825668543577194,-0.08870254270732403,-0.07838735356926918,,,0.4375,,0.14181958138942719,0.4375,7,1,2.4748666286468506,94006,-2.4748666286468506,64,95.48046875,57,0.031118201667520103,,,7,66.30961513519287,1768004974.6309156,0,,,0.010315189138054848,,1.3913729190826416,1,1,2.6534371860325336,6618.514157648,0.1531890630722046,,0,,1,1,0.35714229941368103,26,2.4748666286468506,,57,0,0,0.3684210479259491,346947,-2.4748666286468506,0.8749816050129287,10281,0.3718544318018081,,0.0035721296444535255,0.4375,0.003441575914621353,-0.03125450015068054,139585,22
23,0,0.015625,,,0,1,,,0.006153032183647156,,0.26942992210388184,93359,,,329.0267984755337,559,1,,,0,8,310.6407374627888,283.72384994938847,-0.04509139060974121,,1,,,,-0.03846682608127594,291.89079666137695,,,0.006153032183647156,93345,0.45053765177726746,,329.0267984755337,511,12.18299724906683,,1e-06,0.4642857015132904,66811,,5434.3125,,,0.3392857015132904,0.0952642522752285,0.53125,,1,0.109375,0,1.3616923093795776,0.007681481334669699,,,400.234375,0.875,0,0.00025511903043892254,0.12998120486736298,0.2178156540855823,1,93352.75,,8,,,0,,8,0.5357142857142857,0.1571909561753273,275,0.030292097479104996,,-0.020244350656867027,0.001,3.061647519469261,-0.19376586005091667,0.05284116044640541,,,0.53125,,0.13083922863006592,0.53125,8,0,2.4748666286468506,66229,-1.6201815605163574,64,95.48046875,56,0.03262624092237998,,,8,66.30961513519287,1768005303.6691234,0,,,0.24660702049732208,,1.0315431356430054,1,1,2.868349626660347,6866.176718413,0.08949347585439682,,0,,1,1,0.26942992210388184,30,2.4748666286468506,,56,0,0,0.4642857015132904,373411,-1.6201815605163574,0.8931693793568323,10409,0.2834733547569204,,0.0030486416071653366,0.53125,0.0016666390001773834,-0.03846682608127594,133040,23
24,0,0.015625,,,0,1,,,0.009229740127921104,,0.35010677576065063,75196,,,247.65233569592237,348,1,,,0,8,233.21625711396337,303.62019315789576,-0.058666031807661057,,1,,,,-0.04863983765244484,291.97819900512695,,,0.009229740127921104,75186,0.5205609798431396,,247.65233569592237,745,9.441280204802752,,1e-06,0.4642857015132904,58890,,4391.375,,,0.3392857015132904,0.09440644085407257,0.53125,,1,0.109375,0,1.46005380153656,0.0073752092652985,,,308.140625,0.875,0,0.0003138835480188203,0.17392651736736298,0.21590579598880083,1,75192.25,,8,,,0,,8,0.5357142857142857,0.1489255465567112,275,0.2821376919746399,,-0.029487458989024162,0.001,2.510378934442997,-0.1713026724755764,0.2039974145591259,,,0.53125,,0.1755526065826416,0.53125,8,0,2.4748666286468506,45313,-1.6201815605163574,64,95.48046875,56,0.03139046977847701,,,8,66.30961513519287,1768005551.331692,0,,,0.3753000870347023,,1.0276248455047607,1,1,2.2182343155145645,7181.319472928,0.11184702068567276,,0,,1,1,0.35010677576065063,31,2.4748666286468506,,56,0,0,0.4642857015132904,300769,-1.6201815605163574,0.8298093461400308,8318,0.30929478706587094,,0.004677042365074158,0.53125,0.0023635514080524445,-0.04863983765244484,104203,24
25,0,0.015625,,,0,1,,,0.007765782065689564,,0.2945983409881592,80091,,,315.1295563727617,469,1,,,0,7,299.4072409644723,254.13991921870496,-0.03488481789827347,,1,,,,-0.02967892773449421,292.42636489868164,,,0.007765782065689564,80082,0.4535957872867584,,315.1295563727617,937,10.333209093660116,,1e-06,0.5263158082962036,65602,,4645.78125,,,0.5263158082962036,0.08314540237188339,0.578125,,1,0.109375,0,2.175556182861328,0.007833985937567985,,,359.65625,1.0,0,0.0002595471249137919,0.13310419023036957,0.20770014422324806,1,80087.0,,7,,,0,,7,0.38775510204081637,0.15523697435855865,275,0.09201252460479736,,-0.003745466470718384,0.001,2.6232554614543915,0.0,0.21983973495662212,,,0.578125,,0.13435831665992737,0.578125,7,1,1.6201815605163574,29076,-2.4748666286468506,64,95.48046875,57,0.03225619980040492,,,7,66.30961513519287,1768005866.4743876,0,,,0.21983973495662212,,0.6354779601097107,1,1,2.509601727128029,7394.264671113,0.061109475791454315,,0,,1,1,0.2945983409881592,33,1.6201815605163574,,57,0,0,0.5263158082962036,320348,-2.4748666286468506,1.0069863147495117,8929,0.2120878539880258,,0.0038389151450246572,0.578125,0.0016387589275836945,-0.02967892773449421,94678,25
26,0,0.015625,,,0,1,,,0.00799595471471548,,0.300550639629364,85262,,,212.90546547621489,697,1,,,0,7,193.74124328792095,400.41480292352526,-0.036522604525089264,,1,,,,-0.024289492517709732,292.399356842041,,,0.00799595471471548,85244,0.4687390923500061,,212.90546547621489,522,12.619767181575298,,1e-06,0.3684210479259491,60271,,4975.171875,,,0.24561403691768646,0.09587343409657478,0.4375,,1,0.109375,0,1.1531533002853394,0.008847149610330634,,,352.984375,0.8571428656578064,0,0.00028115211669308326,0.1397377848625183,0.19003851242722197,1,85250.5,,7,,,0,,7,0.5714285714285714,0.1761476807296276,275,0.14095866680145264,,-0.021986206993460655,0.001,3.2266622856259346,-0.06861434131860733,-0.043920187279582024,,,0.4375,,0.1410236358642578,0.4375,7,1,2.4748666286468506,62503,-2.4748666286468506,64,95.48046875,57,0.03700789784686101,,,7,66.30961513519287,1768006079.4196205,0,,,0.024694154039025307,,1.4933903217315674,1,1,3.0168957114219666,7691.584784555,0.13005225360393524,,0,,1,1,0.300550639629364,24,2.4748666286468506,,57,0,0,0.3684210479259491,341002,-2.4748666286468506,0.6084627832829926,12301,0.3581618117302907,,0.003060566959902644,0.4375,0.005329713225364685,-0.024289492517709732,122774,26
27,0,0.015625,,,0,1,,,0.010100414976477623,,0.38784274458885193,78100,,,297.3054528608918,575,1,,,0,8,279.58420038595796,262.6793395428938,-0.058427389711141586,,1,,,,-0.046273261308670044,292.8405075073242,,,0.010100414976477623,78090,0.46262669563293457,,297.3054528608918,422,11.616688292473555,,1e-06,0.4821428656578064,47422,,4510.953125,,,0.3571428656578064,0.10817007347941399,0.546875,,1,0.109375,0,1.8666621446609497,0.008858057006863852,,,370.046875,0.875,0,0.00034627277158693785,0.13529516756534576,0.18628304903799867,1,78096.0,,8,,,0,,8,0.5178571428571428,0.1563383750617504,275,0.33791619539260864,,-0.028088832274079323,0.001,3.0508386567234993,-0.1524480376392603,-0.003694692626595497,,,0.546875,,0.1378459930419922,0.546875,8,0,1.6201815605163574,61461,-2.4748666286468506,64,95.48046875,56,0.03718720642694105,,,8,66.30961513519287,1768006376.7397144,0,,,0.1487533450126648,,1.1449027061462402,1,1,2.767115280032158,8175.550173413,0.12568672001361847,,0,,1,1,0.38784274458885193,30,1.6201815605163574,,56,0,0,0.4821428656578064,312384,-2.4748666286468506,0.968421309195181,11432,0.3108374140273073,,0.0037946614902466536,0.546875,0.0022079795598983765,-0.046273261308670044,108883,27
28,0,0.015625,,,0,1,,,0.004999054130166769,,0.30393341183662415,114887,,,483.94733783975244,733,1,,,0,8,461.3922896757722,237.38688286377283,-0.03089771419763565,,1,,,,-0.026181349530816078,293.4689178466797,,,0.004999054130166769,114881,0.3775988519191742,,483.94733783975244,1013,14.699028093367815,,1e-06,0.5357142686843872,54359,,6691.890625,,,0.4107142984867096,0.10432039201259613,0.59375,,1,0.109375,0,1.682450532913208,0.007656918467384989,,,488.28125,0.875,0,0.0002270149174105689,0.09043530374765396,0.23116311679201973,1,114882.75,,8,,,0,,8,0.4642857142857143,0.2020893394947052,275,0.3234177231788635,,-0.011013041250407696,0.001,4.008919473737478,-0.06125679984688759,0.14758795872330666,,,0.59375,,0.0915025994181633,0.59375,8,0,1.6201815605163574,124258,-2.4748666286468506,64,98.634765625,56,0.031987021753413405,,,8,66.30961513519287,1768006860.7051308,0,,,0.20884475857019424,,0.9125536680221558,1,1,3.5185914002358913,8361.400262531,0.04959286004304886,,0,,1,1,0.30393341183662415,33,1.6201815605163574,,56,0,0,0.5357142686843872,459531,-2.4748666286468506,1.077312067721361,13464,0.2834733547569204,,0.002356351586058736,0.59375,0.001629844307899475,-0.026181349530816078,178617,28
29,0,0.015625,,,0,1,,,0.009351489134132862,,0.26556676626205444,60014,,,185.83855937048793,493,1,,,0,8,171.2270179539919,322.90526897793853,-0.04421733319759369,,1,,,,-0.03574454411864281,293.7870101928711,,,0.009351489134132862,60005,0.4510364532470703,,185.83855937048793,490,9.620287783443928,,1e-06,0.6607142686843872,38021,,3410.21875,,,0.4107142984867096,0.0978243462741375,0.703125,,1,0.109375,0,1.3520864248275757,0.009423039857080345,,,340.296875,0.75,0,0.0004075454053156753,0.13239659368991852,0.17084280897756263,1,60008.25,,8,,,0,,8,0.3392857142857143,0.13283586129546165,275,0.2524232566356659,,-0.010946816764771938,0.001,2.472664747387171,-0.1121439691632986,-0.19970614835619926,,,0.703125,,0.13364194333553314,0.703125,8,0,1.6201815605163574,46270,-2.4748666286468506,64,98.634765625,56,0.040079021565551105,,,8,66.30961513519287,1768007046.5552385,0,,,-0.08756217919290066,,0.8618190288543701,1,1,2.2618405260145664,8685.910278881,0.06286461651325226,,0,,1,1,0.26556676626205444,41,1.6201815605163574,,56,0,0,0.6607142686843872,240033,-2.4748666286468506,0.7845309499665156,9402,0.31083741402730736,,0.0032229030039161444,0.703125,0.003706667572259903,-0.03574454411864281,84291,29
