_step,val-core/alfworld/reward/best@94/std,timing_s/step,critic/rewards/min,val-aux/alfworld/reward/worst@4/std,actor/kl_coef,training/num_not_none_traj,training/global_step,val-aux/alfworld/reward/best@16/std,actor/entropy_loss,timing_s/gen,critic/returns/mean,val-aux/alfworld/reward/worst@16/std,actor/kl_loss,exp_mask_ratio,_timestamp,perf/throughput,critic/rewards_sum/max,val-aux/alfworld/reward/worst@32/mean,critic/score/max,perf/max_memory_allocated_gb,val-aux/alfworld/reward/best@3/mean,val-aux/alfworld/reward/worst@32/std,val-aux/alfworld/reward/worst@64/mean,critic/advantages/min,global_seqlen/min,val-aux/alfworld/reward/best@2/std,critic/rewards_sum/mean,val-aux/alfworld/reward/worst@64/std,val-aux/alfworld/reward/worst@3/mean,val-aux/alfworld/reward/worst@3/std,val-aux/alfworld/reward/mean@3,perf/max_memory_reserved_gb,val-aux/alfworld/reward/best@4/std,prompt_length/mean,actor/on_pg_clipfrac_lower,response_length/clip_ratio,val-aux/alfworld/reward/std@2,_runtime,timing_per_token_ms/ref,timing_s/dump_rollout_generations,timing_s/old_log_prob,critic/score/min,actor/grad_norm,global_seqlen/max,perf/cpu_memory_used_gb,val-aux/alfworld/reward/mean@2,val-aux/alfworld/reward/best@32/mean,val-aux/alfworld/reward/best@4/mean,perf/total_num_tokens,val-aux/alfworld/reward/worst@94/std,val-aux/alfworld/reward/best@32/std,actor/ppo_kl,response_length/mean,perf/mfu/actor,perf/time_per_step,val-aux/alfworld/reward/worst@16/mean,val-aux/alfworld/reward/best@3/std,val-aux/alfworld/reward/best@64/mean,prompt_length/clip_ratio,actor/lr,critic/rewards_last/min,critic/rewards_last/mean,global_seqlen/minmax_diff,training/epoch,val-aux/alfworld/reward/worst@94/mean,prompt_length/max,val-aux/alfworld/reward/best@8/mean,val-core/alfworld/reward/mean@94,val-aux/alfworld/reward/best@8/std,val-aux/alfworld/reward/best@16/mean,val-aux/alfworld/reward/std@94,global_seqlen/balanced_min,timing_s/adv,timing_s/testing,val-aux/alfworld/reward/mean@1,timing_s/reward,timing_per_token_ms/gen,critic/advantages/mean,prompt_length/min,val-aux/alfworld/reward/std@3,val-aux/alfworld/reward/worst@2/mean,critic/rewards/mean,training/num_term_traj,actor/on_pg_clipfrac,global_seqlen/mean,val-aux/alfworld/reward/worst@4/mean,timing_s/ref,val-aux/alfworld/reward/best@64/std,timing_per_token_ms/adv,response_length/max,critic/rewards/max,critic/rewards_sum/min,critic/advantages/max,critic/rewards_last/max,critic/score/mean,val-aux/alfworld/reward/worst@8/std,val-aux/alfworld/reward/best@2/mean,val-aux/alfworld/reward/worst@8/mean,response_length/min,global_seqlen/balanced_max,timing_per_token_ms/update_actor,actor/pg_loss,critic/returns/max,val-aux/alfworld/reward/worst@2/std,val-core/alfworld/reward/best@94/mean,timing_s/update_actor,critic/returns/min
21,,197.91899282857776,0,,0.001,64,21,,0.16745184361934662,180.00413106381893,-0.03407102823257446,,0.21883045136928558,0,1767247611.3786168,445.2162409512662,1,,1,66.83260822296143,,,,-2.4748666286468506,64651,,0.34375,,,,,101.16796875,,346.5,0,0.015625,,6205.522412819,0.007938065346254337,0.14446063339710236,2.9898809902369976,0,1.5462039709091187,114591,255.52267456054688,,,,352467,,,0,5160.796875,0.2032662858433207,197.91899282857776,,,,0.125,1e-06,0,0.34375,49940,0,,549,,,,,,88112,0.0069257356226444244,,,0.0022685639560222626,0.5449864848385785,-0.03407102823257446,296,,,0.34375,22,0,88116.75,,2.7979060783982277,,1.9649316454148684e-05,10527,1,0,2.4748666286468506,1,0.34375,,,,824,88126,0.03391301753523895,-0.1701495423913002,2.4748666286468506,,,11.953219551593065,-2.4748666286468506
22,,246.73739184066653,0,,0.001,64,22,,0.16649281978607178,231.01096450537443,-0.04350966587662697,,0.07594988495111465,0,1767247858.126149,305.14426467075447,1,,1,66.83260822296143,,,,-0.935412585735321,46684,,0.484375,,,,,101.16796875,,342.125,0,0.015625,,6458.726687121,0.008264713585501427,0.14270227029919624,2.740083336830139,0,1.3536781072616577,92247,255.82211685180664,,,,301162,,,0,4363.53125,0.19684840351432217,246.73739184066653,,,,0.125,1e-06,0,0.484375,45563,0,,548,,,,,,75287,0.006617695093154907,,,0.0019306652247905731,0.8272076246495257,-0.04350966587662697,296,,,0.484375,31,0,75290.5,,2.4890176728367805,,2.1973871514848842e-05,9790,1,0,2.4748666286468506,1,0.484375,,,,562,75295,0.0342981065686455,0.11170162074267864,2.4748666286468506,,,10.329286370426416,-0.935412585735321
23,,253.19595404714346,0,,0.001,64,23,,0.16705873608589172,237.0101645104587,-0.04697049409151077,,0.2957551181316376,0,1767248111.330447,310.9429623245128,1,,1,66.83260822296143,,,,-2.4748666286468506,61109,,0.53125,,,,,101.16796875,,340.75,0,0.015625,,6806.660132105,0.00801800566290247,0.13378828763961792,2.7797975949943066,0,1.4693151712417603,115885,256.0074577331543,,,,314918,,,0,4579.84375,0.19697434193109467,253.19595404714346,,,,0.125,1e-06,0,0.53125,54776,0,,466,,,,,,78725,0.006311137229204178,,,0.0018041059374809265,0.8086048395157406,-0.04697049409151077,296,,,0.53125,34,0,78729.5,,2.5250143073499203,,2.0040573194305115e-05,8950,1,0,1.6201815605163574,1,0.53125,,,,630,78737,0.03404875648713367,-0.24111085757613182,1.6201815605163574,,,10.722566295415163,-2.4748666286468506
24,,347.9236993007362,0,,0.001,64,24,,0.12584254145622253,327.61040380224586,-0.02468295209109783,,0.12821851670742035,0,1767248459.2638369,302.5634649538726,1,,1,66.83260822296143,,,,-2.4748666286468506,77960,,0.421875,,,,,101.16796875,,436.0,0,0.015625,,7104.456580222,0.007591426581248233,0.15778838843107224,3.4733028411865234,0,1.3068766593933105,123146,256.38371658325195,,,,421076,,,0,6143.3125,0.2202565954378988,347.9236993007362,,,,0.125,1e-06,0,0.421875,45186,0,,545,,,,,,105268,0.006373371928930283,,,0.0014903508126735687,0.8332495798333702,-0.02468295209109783,296,,,0.421875,27,0,105269.0,,3.196567539125681,,1.513591828774445e-05,10938,1,0,2.4748666286468506,1,0.421875,,,,1493,105271,0.031967717362874334,-0.057246796786785126,2.4748666286468506,,,13.460838556289673,-2.4748666286468506
25,,297.7868016473949,0,,0.001,64,25,,0.15101483464241028,279.4470781125128,-0.02647637389600277,,0.14667247235774994,0,1767248757.0602956,329.77620047875985,1,,1,66.83260822296143,,,,-1.20761239528656,75163,,0.25,,,,,101.16796875,,385.875,0,0.015625,,7335.46765289,0.0073419459340234965,0.1684144213795662,3.114698212593794,0,1.436638593673706,129616,256.5786666870117,,,,392812,,,0,5751.8125,0.22457414565536274,297.7868016473949,,,,0.125,1e-06,0,0.25,54453,0,,575,,,,,,98199,0.007895253598690033,,,0.0015919134020805359,0.7591277698130829,-0.02647637389600277,296,,,0.25,16,0,98203.0,,2.8840044662356377,,2.0099318754747903e-05,11884,1,0,2.4748666286468506,1,0.25,,,,611,98206,0.030917101426294422,0.12210279703140259,2.4748666286468506,,,12.144608445465565,-1.20761239528656
26,,230.99894951283932,0,,0.001,64,26,,0.17270316183567047,215.93307742476463,-0.029017852619290352,,0.0800846517086029,0,1767248988.071356,335.6974140511833,1,,1,66.83260822296143,,,,-1.6201815605163574,58752,,0.4375,,,,,101.16796875,,316.25,0,0.015625,,7675.616434347,0.007539586659087437,0.14889050275087357,2.6858713515102863,0,1.4518033266067505,97920,256.9569435119629,,,,310183,,,0,4530.359375,0.21369799808576956,230.99894951283932,,,,0.125,1e-06,0,0.4375,39168,0,,421,,,,,,77538,0.008448373526334763,,,0.001964859664440155,0.7447431992659407,-0.029017852619290352,296,,,0.4375,28,0,77545.75,,2.3386516086757183,,2.7236739364616252e-05,11716,1,0,1.6201815605163574,1,0.4375,,,,520,77556,0.031794072133711396,0.010690409690141678,1.6201815605163574,,,9.861980676651001,-1.6201815605163574
27,,340.1395858414471,0,,0.001,64,27,,0.12725485861301422,320.27223566174507,-0.022051768377423286,,0.107480987906456,0,1767249328.2201326,332.48408802589745,1,,1,66.83260822296143,,,,-1.6201815605163574,80983,,0.28125,,,,,101.16796875,,428.125,0,0.015625,,7973.562452366,0.00692892111353307,0.16563935205340385,3.3884351439774036,0,1.3301693201065063,148635,257.2648468017578,,,,452364,,,0,6640.0625,0.2454477532887332,340.1395858414471,,,,0.125,1e-06,0,0.28125,67652,0,,558,,,,,,113079,0.007497601211071014,,,0.002115696668624878,0.7536455691817309,-0.022051768377423286,296,,,0.28125,18,0,113091.0,,3.134394470602274,,1.6574265881173158e-05,10642,1,0,2.4748666286468506,1,0.28125,,,,1102,113101,0.029073459941188654,-0.02088051475584507,2.4748666286468506,,,13.151786632835865,-1.6201815605163574
28,,297.93606085702777,0,,0.001,64,28,,0.13887682557106018,278.8507535457611,-0.01882055588066578,,0.18110181391239166,0,1767249626.166167,320.6384273364022,1,,1,66.83260822296143,,,,-1.6201815605163574,60247,,0.34375,,,,,101.16796875,,382.625,0,0.015625,,8254.259930567,0.007813100373770015,0.16605815291404724,3.28303924202919,0,1.4243828058242798,119437,257.88646697998047,,,,382119,,,0,5587.984375,0.21359780368527903,297.93606085702777,,,,0.125,1e-06,0,0.34375,59190,0,,560,,,,,,95524,0.007842682301998138,,,0.0014934949576854706,0.7797163935614113,-0.01882055588066578,296,,,0.34375,22,0,95529.75,,2.9855341017246246,,2.0524188281656076e-05,11700,1,0,2.4748666286468506,1,0.34375,,,,536,95538,0.03302703109796856,-0.10805211961269379,2.4748666286468506,,,12.620256096124649,-1.6201815605163574
29,,280.686237372458,0,,0.001,64,29,,0.13399411737918854,262.3313398733735,-0.041260380297899246,,0.2704821228981018,0,1767249906.8636553,309.5155316956936,1,,1,66.83260822296143,,,,-1.6201815605163574,59242,,0.484375,,,,,101.16796875,,388.625,0,0.015625,,8496.818857786,0.008320921419203405,0.17117976769804955,3.1235663257539272,0,1.51774263381958,140213,258.32292556762695,,,,347507,,,0,5041.171875,0.2044249908420993,280.686237372458,,,,0.125,1e-06,0,0.484375,80971,0,,737,,,,,,86874,0.00895950198173523,,,0.0028037279844284058,0.8130901479175338,-0.041260380297899246,296,,,0.484375,31,0,86876.75,,2.8915784396231174,,2.578222016170963e-05,12911,1,0,2.4748666286468506,1,0.484375,,,,597,86882,0.034920603053003436,-0.039375003427267075,2.4748666286468506,,,12.135154005140066,-1.6201815605163574
30,,242.55021265149117,0,,0.001,64,30,,0.16515573859214783,226.52461164817214,-0.031635038554668427,,0.7496118545532227,0,1767250149.4225874,330.249143566387,1,,1,66.83260822296143,,,,-1.6201815605163574,46146,,0.375,,,,,101.16796875,,344.375,0,0.015625,,8855.879482903,0.00782266156831882,0.13959576934576035,2.7880037017166615,0,1.40553879737854,101402,258.1142044067383,,,,320408,,,0,4662.0,0.20529073006843263,242.55021265149117,,,,0.125,1e-06,0,0.375,55256,0,,510,,,,,,80094,0.006826922297477722,,,0.0038942843675613403,0.7592121529392298,-0.031635038554668427,296,,,0.375,24,0,80102.0,,2.5064433477818966,,2.1306965798225146e-05,10298,1,0,2.4748666286468506,1,0.375,,,,567,80109,0.032942796824587166,0.1347649861127138,2.4748666286468506,,,10.555135644972324,-1.6201815605163574
31,,359.051028419286,0,,0.001,64,31,,0.11478760838508606,338.49814070388675,-0.02414686232805252,,0.24219700694084167,0,1767250508.4831822,319.8368502259152,1,,1,66.83260822296143,,,,-2.4748666286468506,92202,,0.359375,,,,,101.16796875,,473.625,0,0.015625,,9162.180119477,0.006984380982618386,0.18011058494448662,3.549069073051214,0,1.2998933792114258,125149,258.9363784790039,,,,459351,,,0,6703.734375,0.2508477879377115,359.051028419286,,,,0.125,1e-06,0,0.359375,32947,0,,709,,,,,,114818,0.007312115281820297,,,0.003351602703332901,0.7889682306361118,-0.02414686232805252,296,,,0.359375,23,0,114837.75,,3.2082823887467384,,1.5918361518360247e-05,13270,1,0,2.4748666286468506,1,0.359375,,,,863,114862,0.029567291694646707,0.04693159833550453,2.4748666286468506,,,13.58176500722766,-2.4748666286468506
32,,306.2877367660403,0,,0.001,64,32,,0.13663366436958313,287.9585626684129,-0.022396059706807137,,0.36797165870666504,0,1767250814.7838044,348.38074526472815,1,,1,66.83260822296143,,,,-0.935412585735321,81850,,0.234375,,,,,101.16796875,,386.125,0,0.015625,,9424.734120596,0.00658776905739371,0.16090047359466553,3.096799537539482,0,1.3400802612304688,136497,258.89599609375,,,,426819,,,0,6282.921875,0.24434627347840396,306.2877367660403,,,,0.125,1e-06,0,0.234375,54647,0,,464,,,,,,106703,0.006249342113733292,,,0.0015692487359046936,0.7161242223299095,-0.022396059706807137,296,,,0.234375,15,0,106704.75,,2.811785001307726,,1.4641668046017848e-05,8760,1,0,2.4748666286468506,1,0.234375,,,,1207,106706,0.028666967693835383,0.028278665617108345,2.4748666286468506,,,12.235606484115124,-0.935412585735321
33,,262.5435327589512,0,,0.001,64,33,,0.18429559469223022,247.83505050092936,-0.06082817539572716,,0.1991761177778244,0,1767251077.3378046,283.8910150128573,1,,1,66.83260822296143,,,,-2.4748666286468506,41133,,0.46875,,,,,101.16796875,,335.0,0,0.015625,,9735.391216284,0.007979817402197486,0.13651026785373688,2.5668274872004986,0,1.1032017469406128,104239,259.1216697692871,,,,298135,,,0,4323.359375,0.20639028900611497,262.5435327589512,,,,0.125,1e-06,0,0.46875,63106,0,,423,,,,,,74505,0.006352607160806656,,,0.0020294897258281708,0.8956976110913799,-0.06082817539572716,296,,,0.46875,30,0,74533.75,,2.3790628612041473,,2.1307820822133114e-05,8603,1,0,1.20761239528656,1,0.46875,,,,518,74554,0.032168458323461345,-0.1379321813583374,1.20761239528656,,,9.590543322265148,-2.4748666286468506
34,,310.6444127857685,0,,0.001,64,34,,0.1296370029449463,291.41332737728953,-0.03147533908486366,,0.18709826469421387,0,1767251387.9949255,335.2643592267799,1,,1,66.83260822296143,,,,-1.6201815605163574,97046,,0.40625,,,,,101.16796875,,408.25,0,0.015625,,10031.809950431,0.007409439868410918,0.15365362539887428,3.285467926412821,0,1.6745169162750244,119464,259.6074333190918,,,,416592,,,0,6101.0,0.2307959255178266,310.6444127857685,,,,0.125,1e-06,0,0.40625,22418,0,,512,,,,,,104141,0.008880913257598877,,,0.002054758369922638,0.7463257236961398,-0.03147533908486366,296,,,0.40625,26,0,104148.0,,3.0867133736610413,,2.1318012005988778e-05,9615,1,0,2.4748666286468506,1,0.40625,,,,1212,104154,0.030430630379533394,0.0629777405411005,2.4748666286468506,,,12.677157171070576,-1.6201815605163574
35,,296.4096472747624,0,,0.001,64,35,,0.13899296522140503,278.09425170719624,-0.024874988943338394,,0.18998582661151886,0,1767251684.4136517,326.2975779946383,1,,1,66.83260822296143,,,,-2.4748666286468506,65511,,0.34375,,,,,101.16796875,,380.5,0,0.015625,,10339.792396338,0.007370294014673228,0.1557673066854477,3.211589727550745,0,1.2128169536590576,127559,260.08251571655273,,,,386871,,,0,5664.359375,0.22337829259598815,296.4096472747624,,,,0.125,1e-06,0,0.34375,62048,0,,546,,,,,,96711,0.006374582648277283,,,0.0021155737340450287,0.7671163489560443,-0.024874988943338394,296,,,0.34375,22,0,96717.75,,2.8513530157506466,,1.64772822162356e-05,10456,1,0,2.4748666286468506,1,0.34375,,,,742,96726,0.031198576879586513,0.00809328630566597,2.4748666286468506,,,12.069824635982513,-2.4748666286468506
36,,307.9722748808563,0,,0.001,64,36,,0.1402921825647354,287.65664218366146,-0.05453282222151756,,0.6255325078964233,0,1767251992.396104,314.181690664956,1,,1,66.83260822296143,,,,-2.4748666286468506,52558,,0.390625,,,,,101.16796875,,417.5,0,0.015625,,10756.818043545,0.008503636705560832,0.1684100739657879,3.4730521589517593,0,1.2530100345611572,177968,260.01935958862305,,,,387037,,,0,5629.953125,0.21198782196221605,307.9722748808563,,,,0.125,1e-06,0,0.390625,125410,0,,737,,,,,,96753,0.008561559021472931,,,0.0017458423972129822,0.7983432427103396,-0.05453282222151756,296,,,0.390625,25,0,96759.25,,3.2912220396101475,,2.2120776622061794e-05,12862,1,0,2.4748666286468506,1,0.390625,,,,530,96763,0.03450073519185848,-0.12731811217963696,2.4748666286468506,,,13.35306104645133,-2.4748666286468506
37,,417.01298823207617,0,,0.001,64,37,,0.1371038258075714,395.68764060363173,-0.05075763911008835,,0.11315357685089111,0,1767252409.4217558,245.09428455288173,1,,1,71.25931453704834,,,,-1.20761239528656,62495,,0.359375,,,,,101.16796875,,400.75,0,0.015625,,11032.690052633,0.008091414414036954,0.19835840165615082,3.755474127829075,0,1.6249662637710571,146412,260.6393852233887,,,,408830,,,0,5987.21875,0.21110155804150063,417.01298823207617,,,,0.125,1e-06,0,0.359375,83917,0,,733,,,,,,102194,0.010467290878295898,,,0.0034524500370025635,1.0326362945118293,-0.05075763911008835,296,,,0.359375,23,0,102207.5,,3.308012954890728,,2.5603040085844724e-05,18202,1,0,2.4748666286468506,1,0.359375,,,,681,102213,0.034302046103661527,0.011125758290290833,2.4748666286468506,,,14.023705508559942,-1.20761239528656
38,,275.8631574995816,0,,0.001,64,38,,0.16246455907821655,257.3801751844585,-0.024035142734646797,,0.23951663076877594,0,1767252685.2937515,330.8814443630025,1,,1,71.25931453704834,,,,-1.6201815605163574,68616,,0.359375,,,,,103.236328125,,359.625,0,0.015625,,11418.454748901,0.008026350173430615,0.17777639999985695,3.099524311721325,0,1.2173771858215332,111040,260.9710807800293,,,,365112,,,0,5345.25,0.20865470492388474,275.8631574995816,,,,0.125,1e-06,0,0.359375,42424,0,,544,,,,,,91271,0.008778918534517288,,,0.00346982479095459,0.7523624221986182,-0.024035142734646797,296,,,0.359375,23,0,91278.0,,2.930516764521599,,2.4044453577305837e-05,10319,1,0,2.4748666286468506,1,0.359375,,,,830,91282,0.03352422928280666,-0.06342845223844051,2.4748666286468506,,,12.240098401904106,-1.6201815605163574
39,,385.7485873028636,0,,0.001,64,39,,0.17891551554203033,368.3806074485183,-0.09050057083368301,,0.15593750774860382,0,1767253071.0584257,212.26843777320593,1,,1,75.59642171859741,,,,-1.6201815605163574,64524,,0.40625,,,,,103.236328125,,340.375,0,0.015625,,11572.813060921,0.008384045336583662,0.20884337276220322,2.950866010040045,0,1.5194813013076782,103254,261.3805809020996,,,,327529,,,0,4777.265625,0.19851937692981328,385.7485873028636,,,,0.125,1e-06,0,0.40625,38730,0,,467,,,,,,79677,0.015420522540807724,,,0.002705514430999756,1.2048622461479934,-0.09050057083368301,296,,,0.40625,26,0,81882.25,,2.74601798504591,,4.708139597045673e-05,21580,1,0,1.6201815605163574,1,0.40625,,,,951,88474,0.03486388403750926,-0.1375025473535061,1.6201815605163574,,,11.41893307492137,-1.6201815605163574
40,,154.3473667241633,0,,0.001,64,40,,0.2000582069158554,138.91642540320754,-0.0476071760058403,,0.13826142251491547,0,1767253225.4167793,456.64044353900897,1,,1,75.59642171859741,,,,-1.6201815605163574,55976,,0.484375,,,,,103.236328125,,337.0,0,0.015625,,12020.411124934,0.008795308212634783,0.13803274929523468,2.6983884759247303,0,1.289099931716919,85950,260.9557685852051,,,,281925,,,0,4068.078125,0.18276518077154472,154.3473667241633,,,,0.125,1e-06,0,0.484375,29974,0,,492,,,,,,70471,0.0065699294209480286,,,0.0020706504583358765,0.5335613231186699,-0.0476071760058403,296,,,0.484375,31,0,70481.25,,2.479617267847061,,2.3303819884536768e-05,9833,1,0,2.4748666286468506,1,0.484375,,,,494,70495,0.035772785759779796,-0.03585060127079487,2.4748666286468506,,,10.085242625325918,-1.6201815605163574
41,,447.5752948783338,0,,0.001,64,41,,0.14030082523822784,426.5708566494286,-0.03876523673534393,,0.4432065486907959,0,1767253673.0148308,226.24908291134983,1,,1,75.59642171859741,,,,-0.935412585735321,84958,,0.34375,,,,,103.236328125,,369.125,0,0.015625,,12540.803620092,0.00814187186714752,0.21824908256530762,3.622004944831133,0,1.2116862535476685,124008,262.11585998535156,,,,405054,,,0,5959.84375,0.20843307290513927,447.5752948783338,,,,0.125,1e-06,0,0.34375,39050,0,,546,,,,,,99574,0.012321274727582932,,,0.002705242484807968,1.1183463719409292,-0.03876523673534393,296,,,0.34375,22,0,101263.5,,3.297897767275572,,3.0418844715971036e-05,21580,1,0,2.4748666286468506,1,0.34375,,,,1262,106297,0.034144914158493286,-0.08699210360646248,2.4748666286468506,,,13.830534059554338,-0.935412585735321
42,,520.3756289668381,0,,0.001,64,42,,0.1345064789056778,496.9601513929665,-0.07068157941102982,,0.017915941774845123,0,1767254193.4073112,213.87723368400208,1,,1,76.04878377914429,,,,-2.4748666286468506,87130,,0.40625,,,,,103.236328125,,446.0,0,0.015625,,12781.867597027,0.008288349462716121,0.2271096669137478,3.897474307566881,0,1.3313111066818237,134666,262.3724060058594,,,,445186,,,0,6510.03125,0.21185807514935742,520.3756289668381,,,,0.125,1e-06,0,0.40625,47536,0,,708,,,,,,110541,0.010557375848293304,,,0.0036404989659786224,1.1927749756216763,-0.07068157941102982,296,,,0.40625,26,0,111296.5,,3.689857143908739,,2.3714527968744086e-05,21580,1,0,2.4748666286468506,1,0.40625,,,,744,113498,0.03495800418122479,0.2976625021547079,2.4748666286468506,,,15.562814049422741,-2.4748666286468506
43,,241.05270624160767,0,,0.001,64,43,,0.18515987694263458,226.3004833124578,-0.06510045379400253,,0.7872356176376343,0,1767254434.4713054,281.7568450441929,1,,1,76.04878377914429,,,,-2.4748666286468506,54696,,0.484375,,,,,103.236328125,,338.875,0,0.015625,,13065.51874685,0.008666736021338602,0.12651176005601883,2.501241285353899,0,1.3023250102996826,76038,262.64966201782227,,,,271673,,,0,3906.015625,0.186235563076867,241.05270624160767,,,,0.125,1e-06,0,0.484375,21342,0,,470,,,,,,67904,0.00651845708489418,,,0.0011849328875541687,0.9052562486247487,-0.06510045379400253,296,,,0.484375,31,0,67918.25,,2.354518175125122,,2.399376119413479e-05,8605,1,0,1.6201815605163574,1,0.484375,,,,536,67933,0.035853528954456704,-0.16451030410826206,1.6201815605163574,,,9.740435771644115,-2.4748666286468506
44,,283.64185029640794,0,,0.001,64,44,,0.14438234269618988,266.53272934630513,-0.03477773442864418,,0.1960340142250061,0,1767254718.1224897,324.82336405477463,1,,1,76.04878377914429,,,,-2.4748666286468506,67651,,0.421875,,,,,103.236328125,,369.0,0,0.015625,,13335.866840617,0.007352932946037381,0.14802466705441475,2.904565069824457,0,1.32880437374115,133513,262.81960678100586,,,,368534,,,0,5389.34375,0.22614978171390435,283.64185029640794,,,,0.125,1e-06,0,0.421875,65862,0,,542,,,,,,92129,0.007104314863681793,,,0.0013750307261943817,0.7727423020726815,-0.03477773442864418,296,,,0.421875,27,0,92133.5,,2.70980579033494,,1.9277230496187036e-05,10330,1,0,1.6201815605163574,1,0.421875,,,,511,92136,0.03071424065907683,-0.017528142780065536,1.6201815605163574,,,11.319241967052221,-2.4748666286468506
45,,270.33941914886236,0,,0.001,64,45,,0.13893939554691315,253.80209429562092,-0.039957087486982346,,0.20782774686813354,0,1767254988.4705985,306.96781202412825,1,,1,76.04878377914429,,,,-1.6201815605163574,64632,,0.515625,,,,,103.236328125,,363.25,0,0.015625,,13828.398286703,0.0077964900325480065,0.13240432366728783,2.777256339788437,0,1.4720124006271362,102287,262.69759368896484,,,,331942,,,0,4823.34375,0.20281947842047018,270.33941914886236,,,,0.125,1e-06,0,0.515625,37655,0,,469,,,,,,82982,0.006732068955898285,,,0.0011590532958507538,0.8221801988234981,-0.039957087486982346,296,,,0.515625,33,0,82985.5,,2.5879824943840504,,2.0280859173886657e-05,9041,1,0,1.6201815605163574,1,0.515625,,,,584,82990,0.033184907122292856,-0.06643149629235268,1.6201815605163574,,,11.015464439988136,-1.6201815605163574
46,,492.5180529244244,0,,0.001,64,46,,0.1271972507238388,471.2240795567632,-0.055385421961545944,,0.2537381052970886,0,1767255481.0019658,198.91555125398247,1,,1,76.04878377914429,,,,-2.4748666286468506,76494,,0.5,,,,,103.236328125,,402.125,0,0.015625,,14130.9048665,0.00854685907500745,0.2184070236980915,3.606597613543272,0,1.3297796249389648,114915,263.41362380981445,,,,391878,,,0,5720.96875,0.19864349627909933,492.5180529244244,,,,0.125,1e-06,0,0.5,38421,0,,576,,,,,,96766,0.01034025102853775,,,0.0052413977682590485,1.2869981579735819,-0.055385421961545944,296,,,0.5,32,0,97969.5,,3.34932604059577,,2.6386403494296058e-05,21580,1,0,2.4748666286468506,1,0.5,,,,1341,101570,0.035925910505528784,-0.06807763502001762,2.4748666286468506,,,14.07857395708561,-2.4748666286468506
47,,302.4954604282975,0,,0.001,64,47,,0.1272038370370865,284.9157392382622,-0.026673248037695885,,0.39849260449409485,0,1767255783.5085967,281.7331535466165,1,,1,76.04878377914429,,,,-2.4748666286468506,58634,,0.53125,,,,,103.236328125,,385.875,0,0.015625,,14403.425241761,0.008017593380601214,0.158904779702425,2.999926295131445,0,1.5862113237380981,119068,263.3839416503906,,,,340892,,,0,4940.5625,0.2006294392543709,302.4954604282975,,,,0.125,1e-06,0,0.53125,60434,0,,560,,,,,,85217,0.006031543016433716,,,0.0022759847342967987,0.901073192697764,-0.026673248037695885,296,,,0.53125,34,0,85223.0,,2.733133442699909,,1.7693413211321227e-05,9790,1,0,2.4748666286468506,1,0.53125,,,,589,85231,0.034201319708633555,-0.0867419671267271,2.4748666286468506,,,11.658956278115511,-2.4748666286468506
48,,272.51143668964505,0,,0.001,64,48,,0.1392192393541336,255.74644973874092,-0.029205648228526115,,0.27350497245788574,0,1767256056.0289176,289.7144463331802,1,,1,76.04878377914429,,,,-1.6201815605163574,52473,,0.5,,,,,103.236328125,,386.75,0,0.015625,,14710.156593879,0.008685525478352987,0.14734799414873123,2.897165399044752,0,1.2135475873947144,110303,264.1180992126465,,,,315802,,,0,4547.65625,0.19760689436196696,272.51143668964505,,,,0.125,1e-06,0,0.5,57830,0,,575,,,,,,78941,0.007407058030366898,,,0.0015090331435203552,0.8787027993085068,-0.029205648228526115,296,,,0.5,32,0,78950.5,,2.74290631711483,,2.3454753390944e-05,11626,1,0,1.6201815605163574,1,0.5,,,,506,78957,0.03467149233770265,-0.07655184715986252,1.6201815605163574,,,10.949326623231173,-1.6201815605163574
49,,306.7229622602463,0,,0.001,64,49,,0.1368279606103897,290.41383200883865,-0.03939421474933624,,0.552504301071167,0,1767256362.7603745,294.25821051969496,1,,1,76.04878377914429,,,,-1.6201815605163574,78090,,0.40625,,,,,103.236328125,,392.125,0,0.015625,,15880.358896157,0.007110848006555276,0.15146498382091522,2.881302796304226,0,1.753288984298706,105499,264.2318878173828,,,,361023,,,0,5248.859375,0.23201887329146137,306.7229622602463,,,,0.125,1e-06,0,0.40625,27409,0,,494,,,,,,90252,0.006497431546449661,,,0.0033123046159744263,0.8645147070906437,-0.03939421474933624,296,,,0.40625,26,0,90255.75,,2.5671796798706055,,1.799727869540074e-05,9684,1,0,2.4748666286468506,1,0.40625,,,,769,90262,0.02958934819048206,-0.05955470912158489,2.4748666286468506,,,10.682435251772404,-1.6201815605163574
