_step,_timestamp,val-aux/alfworld/reward/std@2,val-aux/alfworld/reward/best@16/mean,training/epoch,response_length/mean,actor/kl_loss,prompt_length/min,timing_s/dump_rollout_generations,critic/rewards_teacher/min,diag/group_teacher_minus_on_reward_mean,val-aux/alfworld/reward/mean@1,timing_per_token_ms/gen,val-aux/alfworld/reward/worst@8/mean,global_seqlen/min,val-aux/alfworld/reward/best@16/std,actor/off_pg_loss,perf/throughput,response_length/max,val-core/alfworld/reward/best@94/std,val-aux/alfworld/reward/best@3/std,diag/exp_token_ratio,critic/rewards_sum/max,val-aux/alfworld/reward/worst@3/std,critic/rewards/max,exp_mask_ratio,val-aux/alfworld/reward/best@64/std,diag/entropy_onpolicy_token_std,val-aux/alfworld/reward/worst@94/mean,diag/teacher_adv_pos_ratio,diag/reward_teacher_mean,actor/on_pg_clipfrac_lower,val-core/alfworld/reward/mean@94,actor/on_pg_loss,response_length/clip_ratio,global_seqlen/balanced_max,prompt_length/mean,critic/rewards_teacher/mean,critic/advantages/min,val-aux/alfworld/reward/best@8/mean,critic/rewards_sum/mean,actor/grad_norm,val-aux/alfworld/reward/worst@2/mean,critic/returns/max,global_seqlen/max,actor/entropy_loss,val-aux/alfworld/reward/best@3/mean,diag/reward_onpolicy_mean,val-aux/alfworld/reward/worst@8/std,val-aux/alfworld/reward/best@32/std,diag/group_gap_count,diag/adv_onpolicy_sample_mean,luffy/tasks_with_partial_teacher,diag/adv_teacher_token_mean,actor/on_pg_clipfrac,luffy/total_onpolicy_kept,timing_s/adv,critic/returns/min,perf/mfu/actor,diag/group_teacher_minus_on_reward_std,diag/entropy_offpolicy_token_mean,actor/pg_loss,val-aux/alfworld/reward/worst@2/std,global_seqlen/mean,val-core/alfworld/reward/best@94/mean,val-aux/alfworld/reward/best@2/std,prompt_length/max,training/global_step,critic/advantages/mean,critic/score/max,diag/entropy_teacher_token_mean,timing_per_token_ms/update_actor,critic/rewards_last/mean,val-aux/alfworld/reward/best@32/mean,prompt_length/clip_ratio,perf/cpu_memory_used_gb,val-aux/alfworld/reward/worst@4/std,global_seqlen/minmax_diff,diag/entropy_onpolicy_token_mean,timing_s/reward,critic/rewards_onpolicy/max,perf/total_num_tokens,perf/time_per_step,response_length/min,diag/adv_onpolicy_token_mean,luffy/tasks_with_full_teacher,critic/rewards_last/min,timing_s/testing,critic/rewards_onpolicy/count,critic/rewards_onpolicy/mean,diag/teacher_token_ratio,critic/returns/mean,timing_per_token_ms/adv,timing_s/old_log_prob,actor/ppo_kl,val-aux/alfworld/reward/worst@94/std,val-aux/alfworld/reward/worst@32/std,timing_s/update_actor,diag/onpolicy_adv_pos_ratio,val-aux/alfworld/reward/worst@64/mean,_runtime,timing_s/ref,critic/advantages/max,perf/max_memory_reserved_gb,critic/rewards/mean,critic/rewards_last/max,critic/rewards_onpolicy/min,val-aux/alfworld/reward/std@94,val-aux/alfworld/reward/best@2/mean,luffy/onpolicy_replaced_by_teacher,val-aux/alfworld/reward/best@8/std,val-aux/alfworld/reward/mean@3,training/num_term_traj,critic/rewards_teacher/count,actor/kl_coef,timing_s/step,perf/max_memory_allocated_gb,timing_s/gen,val-aux/alfworld/reward/std@3,timing_per_token_ms/ref,val-aux/alfworld/reward/best@4/mean,critic/score/min,val-aux/alfworld/reward/worst@16/std,critic/rewards_sum/min,luffy/tasks_without_teacher,actor/lr,critic/rewards/min,val-aux/alfworld/reward/best@4/std,training/num_not_none_traj,val-aux/alfworld/reward/best@64/mean,critic/rewards_teacher/max,val-aux/alfworld/reward/mean@2,val-aux/alfworld/reward/worst@16/mean,val-aux/alfworld/reward/worst@3/mean,luffy/total_teacher_rollouts,diag/adv_teacher_sample_mean,val-aux/alfworld/reward/worst@4/mean,global_seqlen/balanced_min,val-aux/alfworld/reward/worst@64/std,critic/score/mean,val-aux/alfworld/reward/worst@32/mean
30,1767937800.7085083,,,0,4918.53125,0.5003871321678162,275,0.20060082525014877,1,0.4821428571428572,,0.8997858717941889,,77652,,0.0,278.6968411172636,12851,,,0.007227132096886635,1,,1,0.002617012010887265,,0.43709027767181396,,0.875,1,0,,0.09769788384437561,0.015625,85074,398.046875,1,-1.6201815605163574,,0.578125,1.5708587169647217,,1.6201815605163574,94138,0.12288425117731094,,0.5178571343421936,,,8,-0.012889034114778042,0,0.8777036666870117,0,56,0.09988768398761749,-1.6201815605163574,0.1669495376552285,0.24679062430509383,0.3215540647506714,0.09769788384437561,,85065.25,,,732,30,-0.045174434781074524,1,0.3215540647506714,0.04256531860651678,0.578125,,0.109375,228.82046508789062,,16486,0.12143798917531967,0.003083590418100357,1,340261,305.225023932755,651,-0.05189274996519089,8,0,,56,0.5178571343421936,0.007227132096886635,-0.045174434781074524,0.00029356195387545883,3.740877151489258,0,,,14.483317874372005,0.3928571343421936,,8944.365846677,3.436731442809105,1.6201815605163574,98.791015625,0.578125,1,0,,,8,,,33,8,0.001,305.225023932755,66.96482181549072,283.23999543860555,,0.01010028020492829,,0,,0,0,1e-06,0,,64,,1,,,,8,0.0777069553732872,,85051,,0.578125,
31,1767938165.755335,,,0,6004.765625,0.25302568078041077,275,0.20695841312408447,1,0.6122448979591837,,0.8913316676440819,,82737,,-0.14061743021011353,280.5597497554417,12899,,,0.0061357514932751656,1,,1,0.002710294909775257,,0.4582645297050476,,0.8571428656578064,1,0,,0.22902445308864117,0.015625,102435,396.0,1,-0.935412585735321,,0.4375,1.584892988204956,,2.4748666286468506,125492,0.12965451180934906,,0.3684210479259491,,,7,-0.017320260405540466,0,1.1525877714157104,0,57,0.11581452190876007,-0.935412585735321,0.2009702611559177,0.28278380531736774,0.36488521099090576,0.08840702287852764,,102412.25,,,695,31,-0.02655719593167305,1,0.36488521099090576,0.03596173096612918,0.4375,,0.109375,229.4085807800293,,42755,0.12820227444171906,0.0017442405223846436,1,409649,365.0283053405583,508,-0.03383680433034897,7,0,,57,0.3684210479259491,0.0061357514932751656,-0.02655719593167305,0.0002827164765659383,3.8418472185730934,0,,,14.731687128543854,0.24561403691768646,,9281.969287209,3.5673838518559933,2.4748666286468506,98.791015625,0.4375,1,0,,,7,,,23,7,0.001,365.0283053405583,66.96482181549072,342.5432165339589,,0.008708391456725131,,0,,0,1,1e-06,0,,64,,1,,,,7,0.10948126763105392,,102401,,0.4375,
32,1767938503.3588064,,,0,6110.34375,0.1661929041147232,275,0.2070797234773636,1,0.5535714285714286,,0.8067447300938533,,78533,,-0.14061740040779114,309.61822115841477,12802,,,0.007423375267535448,1,,1,0.0033502751030027866,,0.43324869871139526,,1.0,1,0,,0.16316303238272667,0.015625,104534,422.328125,1,-2.4748666286468506,,0.515625,1.273734450340271,,2.4748666286468506,120208,0.11947494745254517,,0.4464285671710968,,,8,-0.018800821155309677,0,1.055113434791565,0,56,0.10412304848432541,-2.4748666286468506,0.20837306201695832,0.28064702938395913,0.3681628108024597,0.02254563197493553,,104522.75,,,737,32,-0.030685976147651672,1,0.3681628108024597,0.03492186673629746,0.515625,,0.109375,229.98756408691406,,41675,0.11761503666639328,0.0028553158044815063,1,418091,337.5859134159982,991,-0.038806553930044174,8,0,,56,0.4464285671710968,0.007423375267535448,-0.030685976147651672,0.0002490439844060872,3.738897994160652,0,,,14.600518185645342,0.4464285671710968,,9597.011226055,3.4257723689079285,2.4748666286468506,98.791015625,0.515625,1,0,,,8,,,26,8,0.001,337.5859134159982,66.96482181549072,315.48720763996243,,0.008193843849563679,,0,,0,0,1e-06,0,,64,,1,,,,8,0.09841907024383545,,104512,,0.515625,
33,1767938818.4009125,,,0,4729.703125,0.16302472352981567,275,0.17268406599760056,1,0.5178571428571429,,0.9789266231937842,,43976,,-0.2704885583370924,258.8672402216685,11273,,,0.009243444539606571,1,,1,0.0036980840377509594,,0.4852934181690216,,1.0,1,0,,0.11186576262116432,0.015625,81557,367.09375,1,-2.4748666286468506,,0.546875,1.665018916130066,,2.4748666286468506,112313,0.14834976196289062,,0.4821428656578064,,,8,-0.020704181864857674,0,1.2375041246414185,0,56,0.10483230650424957,-2.4748666286468506,0.1847840237375981,0.28515570397627343,0.3568374514579773,-0.15862279571592808,,81548.75,,,549,33,-0.04374610260128975,1,0.3568374514579773,0.037626753028135417,0.546875,,0.109375,230.08440017700195,,68337,0.14640463888645172,0.003220193088054657,1,326195,315.02151423320174,582,-0.05569976568222046,8,0,,56,0.4821428656578064,0.009243444539606571,-0.04374610260128975,0.00032137925628611587,3.1286043114960194,0,,,12.273658704012632,0.4821428656578064,,9902.083753223,2.995994206517935,2.4748666286468506,98.791015625,0.546875,1,0,,,8,,,31,8,0.001,315.02151423320174,66.96482181549072,296.32206776738167,,0.009184672378540244,,0,,0,0,1e-06,0,,64,,1,,,,8,0.12321975082159042,,81541,,0.546875,
34,1767939123.4734383,,,0,5062.125,0.35802221298217773,275,0.16411660239100456,1,0.41071428571428575,,0.8781729709895805,,53758,,-0.11214396730065346,286.50016252053325,10548,,,0.006108477246016264,1,,1,0.0027867588214576244,,0.4458540380001068,,1.0,1,0,,0.17842230387032032,0.015625,87404,400.34375,1,-2.4748666286468506,,0.640625,1.6672441959381104,,1.6201815605163574,131191,0.12484674900770187,,0.5892857313156128,,,8,-0.012352091260254383,0,0.7252363562583923,0,56,0.09699486196041107,-2.4748666286468506,0.18369501147675754,0.2415669510440836,0.3221409022808075,0.06627833656966686,,87399.5,,,548,34,-0.04120420292019844,1,0.3221409022808075,0.03859497551897598,0.640625,,0.109375,230.48855209350586,,77433,0.12363418191671371,0.0015222206711769104,1,349598,305.059163775295,580,-0.04591476172208786,8,0,,56,0.5892857313156128,0.006108477246016264,-0.04120420292019844,0.00027744684454834146,3.618774451315403,0,,,13.492726251482964,0.5892857313156128,,10134.203166507,3.157841984182596,1.6201815605163574,99.3046875,0.640625,1,0,,,8,,,37,8,0.001,305.059163775295,66.96482181549072,284.5069664493203,,0.009032780462653094,,0,,0,0,1e-06,0,,64,,1,,,,8,0.06357850879430771,,87398,,0.640625,
35,1767939355.5927248,,,0,3987.171875,0.19318194687366486,275,0.15593237802386284,1,0.375,,0.847970300406316,,45507,,-0.08383369259536266,299.2963011033503,10951,,,0.012391301803290844,1,,1,0.004286132752895355,,0.4751085042953491,,0.625,1,0,,0.21036582998931408,0.015625,69468,354.515625,1,-1.6201815605163574,,0.671875,1.0007437467575073,,2.4748666286468506,93921,0.14263750612735748,,0.625,,,8,-0.0150382649153471,0,0.9488549828529358,0,56,0.09089340642094612,-1.6201815605163574,0.18835469085869666,0.3494711748353737,0.37109726667404175,0.12653213739395142,,69467.0,,,576,35,-0.023531444370746613,1,0.37109726667404175,0.03676265255314958,0.671875,,0.109375,230.71697998046875,,48414,0.13977108895778656,0.002281889319419861,1,277868,232.10109762102365,485,-0.035731758922338486,8,0,,56,0.625,0.012391301803290844,-0.023531444370746613,0.0003271100177816306,2.7582556642591953,0,,,10.215164739638567,0.25,,10328.415527571,2.474918119609356,2.4748666286468506,99.3046875,0.671875,1,0,,,8,,,39,8,0.001,232.10109762102365,66.96482181549072,216.38421328738332,,0.008906812297959305,,0,,0,0,1e-06,0,,64,,1,,,,8,0.09649631381034851,,69466,,0.671875,
36,1767939549.8050654,,,0,3006.34375,0.11740166693925858,275,0.12768246978521347,1,0.26530612244897955,,0.9369876430849821,,15823,,0.0,273.9429537871051,9129,,,0.007541344966739416,1,,1,0.0023562537971884012,,0.532367467880249,,0.5714285969734192,1,0,,0.09769787639379501,0.015625,53197,318.328125,1,-1.6201815605163574,,0.671875,1.2661824226379395,,1.6201815605163574,105743,0.1745089590549469,,0.6315789222717285,,,7,-0.009807044640183449,0,0.5081048011779785,0,57,0.08270377665758133,-1.6201815605163574,0.15888395079516257,0.2900544980316714,0.364320307970047,0.09769787639379501,,53194.75,,,493,36,-0.03043881058692932,1,0.364320307970047,0.04223631409929839,0.671875,,0.125,230.9400634765625,,89920,0.173066645860672,0.001875855028629303,1,212779,194.18185160309076,407,-0.034531015902757645,7,0,,57,0.6315789222717285,0.007541344966739416,-0.03043881058692932,0.0003886839239660931,2.525682907551527,0,,,8.987000677734613,0.2631579041481018,,10484.732714426,2.1573387421667576,1.6201815605163574,99.3046875,0.671875,1,0,,,7,,,40,7,0.001,194.18185160309076,66.96482181549072,180.28204445540905,,0.010138870575417487,,0,,0,1,1e-06,0,,64,,1,,,,7,0.08398642390966415,,53192,,0.671875,
37,1767939706.122251,,,0,3361.890625,0.2592749297618866,275,0.14202845469117165,1,0.2857142857142857,,0.6658636375589722,,28401,,0.0,377.49729499302447,10823,,,0.010987121611833572,1,,1,0.0032478237990289927,,0.4964500069618225,,0.875,1,0,,-0.010440265759825706,0.015625,59005,325.75,1,-2.4748666286468506,,0.75,1.5224754810333252,,0.935412585735321,81401,0.1515129655599594,,0.7142857313156128,,,8,-0.012982259504497051,0,0.5112560987472534,0,56,0.0915171466767788,-2.4748666286468506,0.1837230747440538,0.1889822365046136,0.3366284966468811,-0.010440265759825706,,59002.25,,,550,37,-0.040443357080221176,1,0.3366284966468811,0.03566931917080164,0.75,,0.109375,231.16777801513672,,53000,0.14945648610591888,0.002142738550901413,1,236009,156.29847096279263,599,-0.046572279185056686,8,0,,56,0.7142857313156128,0.010987121611833572,-0.040443357080221176,0.00038776973198809703,2.302310708910227,0,,,8.418280348181725,0.5892857313156128,,10809.498081315,2.0542497150599957,0.935412585735321,99.3046875,0.75,1,0,,,8,,,48,8,0.001,156.29847096279263,66.96482181549072,143.267886120826,,0.00870411600854203,,0,,0,0,1e-06,0,,64,,1,,,,8,0.06610055267810822,,59001,,0.75,
38,1767940030.8876631,,,0,4251.96875,0.23423443734645844,275,0.1567741557955742,1,0.4081632653061224,,1.1271101074625653,,45857,,-0.10978294163942337,228.21170499950833,10736,,,0.005387210287153721,1,,1,0.002030335832387209,,0.441962331533432,,0.8571428656578064,1,0,,0.07137560658156872,0.015625,74113,379.984375,1,-2.4748666286468506,,0.59375,1.6385270357131958,,1.6201815605163574,131395,0.11957494914531708,,0.5438596606254578,,,7,-0.009712441824376583,0,0.8236130475997925,0,57,0.08732575178146362,-2.4748666286468506,0.1712369312181974,0.2999375195244708,0.3480667173862457,-0.03840733505785465,,74111.25,,,546,38,-0.03337990492582321,1,0.3480667173862457,0.040319315138745274,0.59375,,0.109375,231.29581832885742,,85538,0.11833734810352325,0.0016381628811359406,1,296445,324.747803799808,476,-0.03802171349525452,7,0,,57,0.5438596606254578,0.005387210287153721,-0.03337990492582321,0.00029457657164554514,3.0060738138854504,0,,,11.952459376305342,0.42105263471603394,,11096.033077411,2.808434583246708,1.6201815605163574,99.3046875,0.59375,1,0,,,7,,,36,7,0.001,324.747803799808,66.96482181549072,306.71596510335803,,0.009473712099197854,,0,,0,1,1e-06,0,,64,,1,,,,7,0.08179368823766708,,74108,,0.59375,
39,1767940317.4227464,,,0,5225.515625,0.5050478577613831,275,0.24885458499193192,1,0.4489795918367347,,0.8016114220463062,,68293,,-0.17130267061293125,312.65836891432633,10767,,,0.008943495340645313,1,,1,0.004149740096181631,,0.42592334747314453,,1.0,1,0,,0.30639653094112873,0.015625,89592,373.4375,1,-2.4748666286468506,,0.5625,1.652653694152832,,2.4748666286468506,97637,0.11513890326023102,,0.5087719559669495,,,7,-0.011271871626377106,0,1.0079731941223145,0,57,0.09436969086527824,-2.4748666286468506,0.20386871827093167,0.269202162413733,0.3284836709499359,0.13509386032819748,,89583.25,,,495,39,-0.025726621970534325,1,0.3284836709499359,0.033805719148466876,0.5625,,0.109375,231.65359497070312,,29344,0.11321365088224411,0.002257831394672394,1,358333,286.52119663730264,761,-0.03505494445562363,7,0,,57,0.5087719559669495,0.008943495340645313,-0.025726621970534325,0.00026335752181707586,3.186905298382044,0,,,12.11370475962758,0.5087719559669495,,11321.416261186,2.7698721550405025,2.4748666286468506,99.3046875,0.5625,1,0,,,7,,,31,7,0.001,286.52119663730264,66.96482181549072,268.0853127092123,,0.0077298829720971905,,0,,0,1,1e-06,0,,64,,1,,,,7,0.07726936042308807,,89576,,0.5625,
40,1767940542.8057072,,,0,3245.75,0.19121383130550385,275,0.1349712535738945,1,0.3571428571428571,,1.0105569691337064,,39521,,-0.05314844101667404,254.53129208257718,8589,,,0.007894939742982388,1,,1,0.0028280543629080057,,0.49696189165115356,,0.75,1,0,,0.21818793192505836,0.015625,57370,339.421875,1,-1.6201815605163574,,0.6875,2.0583300590515137,,1.6201815605163574,82426,0.14861105382442474,,0.6428571343421936,,,8,-0.0033346700947731733,0,0.7182326912879944,0,56,0.08610131591558456,-1.6201815605163574,0.15232043525645886,0.2766416675862441,0.32258889079093933,0.16503949090838432,,57362.75,,,472,40,-0.02287141978740692,1,0.32258889079093933,0.042995459272776995,0.6875,,0.109375,232.04148483276367,,42905,0.14722657203674316,0.0011953748762607574,1,229451,225.36619969457388,482,-0.028768954798579216,8,0,,56,0.6428571343421936,0.007894939742982388,-0.02287141978740692,0.00037524925110626916,2.8442191146314144,0,,,9.865351125597954,0.3928571343421936,,11579.398317573,2.4946292340755463,1.6201815605163574,99.3046875,0.6875,1,0,,,8,,,41,8,0.001,225.36619969457388,66.96482181549072,209.92097808420658,,0.010872165447418168,,0,,0,0,1e-06,0,,64,,1,,,,8,0.07585962861776352,,57359,,0.6875,
41,1767940800.7879808,,,0,4199.171875,0.19556361436843872,275,0.14915504306554794,1,0.4464285714285714,,0.8982382015425616,,46625,,-0.020088201388716698,282.6077379286864,9306,,,0.012569442391395569,1,,1,0.005399064160883427,,0.44252142310142517,,0.75,1,0,,0.12185265123844147,0.015625,72907,357.25,1,-2.4748666286468506,,0.609375,1.6144764423370361,,1.6201815605163574,89687,0.1268344223499298,,0.5535714030265808,,,8,-0.011017032898962498,0,0.8838626146316528,0,56,0.08221978694200516,-2.4748666286468506,0.18115114513678257,0.338344559312436,0.40295854210853577,0.10176444984972477,,72902.75,,,470,41,-0.021754922345280647,1,0.40295854210853577,0.037395856923044764,0.609375,,0.109375,232.1602783203125,,43062,0.12331952154636383,0.0012923628091812134,1,291611,257.9644511304796,509,-0.03328292816877365,8,0,,56,0.5535714030265808,0.012569442391395569,-0.021754922345280647,0.0002819502245868817,2.8042247742414474,0,,,10.905043233186007,0.3035714328289032,,11852.387492467,2.6055579483509064,1.6201815605163574,99.3046875,0.609375,1,0,,,8,,,36,8,0.001,257.9644511304796,66.96482181549072,241.3988219499588,,0.008935046854717094,,0,,0,0,1e-06,0,,64,,1,,,,8,0.09562905132770538,,72896,,0.609375,
42,1767941073.7770858,,,0,4840.53125,0.21770760416984558,275,0.16002362966537476,1,0.5510204081632653,,0.8242293240939792,,29531,,-0.17588946223258972,304.5658197207983,9645,,,0.0061460197903215885,1,,1,0.002934214426204562,,0.4501691460609436,,1.0,1,0,,0.3479780852794647,0.015625,83149,355.609375,1,-1.6201815605163574,,0.484375,2.7050588130950928,,2.4748666286468506,115515,0.1239926740527153,,0.42105263471603394,,,7,-0.013319206424057484,0,1.3406015634536743,0,57,0.08722607418894768,-1.6201815605163574,0.19817169989774067,0.26920216241373307,0.3635444939136505,0.172088623046875,,83138.25,,,494,42,-0.02800491638481617,1,0.3635444939136505,0.034664244558223783,0.484375,,0.109375,232.34716796875,,85984,0.12251129001379013,0.0013147704303264618,1,332553,272.9730147533119,326,-0.03646841645240784,7,0,,57,0.42105263471603394,0.0061460197903215885,-0.02800491638481617,0.0002622922487210991,3.0889130644500256,0,,,11.527698520570993,0.42105263471603394,,12151.53017405,2.7458682991564274,2.4748666286468506,99.3046875,0.484375,1,0,,,7,,,27,7,0.001,272.9730147533119,66.96482181549072,255.3412992283702,,0.008256934380854864,,0,,0,1,1e-06,0,,64,,1,,,,7,0.10843949764966965,,83123,,0.484375,
43,1767941372.9197793,,,0,3622.8125,0.5886540412902832,275,0.1348625086247921,1,0.3928571428571429,,1.2189016506245527,,45869,,0.0,211.960219109723,9125,,,0.007357888389378786,1,,1,0.002779008587822318,,0.4707740545272827,,0.875,1,0,,0.14189192838966846,0.015625,63410,339.859375,1,-2.4748666286468506,,0.65625,2.2459330558776855,,1.6201815605163574,100411,0.13601155579090118,,0.6071428656578064,,,8,-0.017614882439374924,0,0.9204276204109192,0,56,0.08173380419611931,-2.4748666286468506,0.15615960770808543,0.30093392047058426,0.3244367241859436,0.14189192838966846,,63402.75,,,467,43,-0.036429647356271744,1,0.3244367241859436,0.04263525063473996,0.65625,,0.109375,232.8775405883789,,54542,0.13461486995220184,0.003019280731678009,1,253611,299.125705126673,639,-0.04352228716015816,8,0,,56,0.6071428656578064,0.007357888389378786,-0.036429647356271744,0.0003222802015532422,2.854213207960129,0,,,10.812768548727036,0.4821428656578064,,12423.369715325,2.608601897954941,1.6201815605163574,99.3046875,0.65625,1,0,,,8,,,41,8,0.001,299.125705126673,66.96482181549072,282.6145367138088,,0.010285838934253408,,0,,0,0,1e-06,0,,64,,1,,,,8,0.09278631210327148,,63384,,0.65625,
44,1767941644.7592723,,,0,4918.203125,0.2257220298051834,275,0.1635567471385002,1,0.6071428571428571,,0.805753484201922,,67547,,-0.1629313826560974,311.55208078128254,10790,,,0.009384779259562492,1,,1,0.004071652423590422,,0.4205670952796936,,1.0,1,0,,0.02361808530986309,0.015625,84690,374.640625,1,-1.6201815605163574,,0.46875,1.9144001007080078,,2.4748666286468506,98692,0.11167449504137039,,0.3928571343421936,,,8,-0.015729043632745743,0,1.072075366973877,0,56,0.09440609067678452,-1.6201815605163574,0.191671789970537,0.22303564279994278,0.3335641026496887,-0.13931329734623432,,84685.5,,,546,44,-0.028585655614733696,1,0.3335641026496887,0.03557949117162015,0.46875,,0.109375,233.27685546875,,31145,0.1095723882317543,0.001401316374540329,1,338742,271.81811717525125,942,-0.03901297226548195,8,0,,56,0.3928571343421936,0.009384779259562492,-0.028585655614733696,0.00027869614832759005,3.1059843860566616,0,,,12.052267998456955,0.3928571343421936,,12649.210870006,2.758828639984131,2.4748666286468506,99.3046875,0.46875,1,0,,,8,,,28,8,0.001,271.81811717525125,66.96482181549072,253.622995454818,,0.008144335925229616,,0,,0,0,1e-06,0,,64,,1,,,,8,0.12025566399097443,,84675,,0.46875,
45,1767941870.6003864,,,0,3536.03125,0.7134526968002319,275,0.13733498379588127,1,0.39285714285714285,,0.9297580656475452,,43065,,-0.03068525716662407,274.54267466725736,9434,,,0.012363790534436703,1,,1,0.004403580911457539,,0.4486737549304962,,1.0,1,0,,-0.12584576196968555,0.015625,62001,338.875,1,-2.4748666286468506,,0.65625,2.6969616413116455,,0.935412585735321,83143,0.128900945186615,,0.6071428656578064,,,8,-0.009227202273905277,0,0.666220486164093,0,56,0.08567318320274353,-2.4748666286468506,0.16560283895049072,0.15567496226930974,0.4312736392021179,-0.15653101913630962,,61998.5,,,494,45,-0.04116389900445938,1,0.4312736392021179,0.04032159858774125,0.65625,,0.109375,233.45469284057617,,40078,0.12511566281318665,0.0017807409167289734,1,247994,225.82463755458593,497,-0.050019338726997375,8,0,,56,0.6071428656578064,0.012363790534436703,-0.04116389900445938,0.00034546474189997957,2.7152922302484512,0,,,9.999514520168304,0.6071428656578064,,12924.748759835,2.4568073712289333,0.935412585735321,99.3046875,0.65625,1,0,,,8,,,38,8,0.001,225.82463755458593,66.96482181549072,210.40982880443335,,0.009906721014334756,,0,,0,0,1e-06,0,,64,,1,,,,8,0.09249906241893768,,61995,,0.65625,
46,1767942146.1383622,,,0,4731.90625,0.4255124032497406,275,0.20201390981674194,1,0.6785714285714286,,0.8448361358995055,,59724,,-0.20923176407814026,297.4085069260612,12827,,,0.00797115359455347,1,,1,0.0027812086045742035,,0.4197363257408142,,1.0,1,0,,0.23303289338946342,0.015625,82310,389.515625,1,-1.6201815605163574,,0.40625,2.2332677841186523,,2.4748666286468506,115686,0.10936221480369568,,0.3214285671710968,,,8,-0.01898009516298771,0,1.4296478033065796,0,56,0.10704192519187927,-1.6201815605163574,0.17341010869849727,0.19884872724392938,0.29549071192741394,0.023801129311323166,,81942.75,,,735,46,-0.028505410999059677,1,0.29549071192741394,0.0399105816111292,0.40625,,0.109375,233.79066848754883,,55962,0.10786662995815277,0.0017417706549167633,1,327771,275.5225492604077,695,-0.04022197052836418,8,0,,56,0.3214285671710968,0.00797115359455347,-0.028505410999059677,0.000326575338244931,3.2894763499498367,0,,,13.08153124526143,0.3214285671710968,,13205.111570056,2.9694146811962128,2.4748666286468506,99.3046875,0.40625,1,0,,,8,,,21,8,0.001,275.5225492604077,66.96482181549072,255.85186506807804,,0.009059418561118015,,0,,0,0,1e-06,0,,64,,1,,,,8,0.16069550812244415,,80848,,0.40625,
47,1767942426.5011728,,,0,4536.125,0.5176074504852295,275,0.19005554541945457,1,0.44642857142857145,,0.9063935606174806,,47686,,-0.04116860032081604,280.6176319557846,12652,,,0.007981068454682827,1,,1,0.0027090036310255527,,0.415151447057724,,0.875,1,0,,0.3027233276516199,0.015625,79014,380.765625,1,-2.4748666286468506,,0.609375,2.409759521484375,,1.6201815605163574,120470,0.1038946658372879,,0.5535714030265808,,,8,-0.006212895270437002,0,0.9114805459976196,0,56,0.09787017479538918,-2.4748666286468506,0.19301653159482618,0.2714050741709047,0.290421724319458,0.26155472733080387,,78670.25,,,712,47,-0.024032700806856155,1,0.290421724319458,0.03587543350640796,0.609375,,0.109375,234.13623809814453,,72784,0.1023939922451973,0.0016273893415927887,1,314681,280.3467816747725,511,-0.03155916556715965,8,0,,56,0.5535714030265808,0.007981068454682827,-0.024032700806856155,0.0003110139309185784,2.909939266741276,0,,,11.289317291229963,0.4285714328289032,,13523.353835635,2.679005578160286,1.6201815605163574,99.3046875,0.609375,1,0,,,8,,,34,8,0.001,280.3467816747725,66.96482181549072,263.136927369982,,0.008513401121009168,,0,,0,0,1e-06,0,,64,,1,,,,8,0.0809251144528389,,77685,,0.609375,
48,1767942744.7433882,,,0,4034.140625,0.257813960313797,275,0.15897826477885246,1,0.3571428571428571,,1.1711845573495328,,53252,,-0.020088201388716698,221.0649022806299,11027,,,0.0088967215269804,1,,1,0.0030974906403571367,,0.41095662117004395,,0.875,1,0,,0.1494638416916132,0.015625,70355,362.609375,1,-2.4748666286468506,,0.6875,1.8778529167175293,,0.935412585735321,111558,0.10598673671483994,,0.6428571343421936,,,8,-0.00536904064938426,0,0.7226136922836304,0,56,0.09200938418507576,-2.4748666286468506,0.18391280053678707,0.2258769757263128,0.3334772288799286,0.1293756403028965,,70348.0,,,560,48,-0.021126843988895416,1,0.3334772288799286,0.0365628241474242,0.6875,,0.109375,234.42395401000977,,58306,0.10394464433193207,0.0021965391933918,1,281392,318.22328770533204,524,-0.027803093194961548,8,0,,56,0.6428571343421936,0.0088967215269804,-0.021126843988895416,0.0003269793888421695,2.7831375785171986,0,,,10.28848621249199,0.5178571343421936,,13794.759460366,2.4966038689017296,0.935412585735321,99.3046875,0.6875,1,0,,,8,,,39,8,0.001,318.22328770533204,66.96482181549072,302.3822849392891,,0.00887233421313232,,0,,0,0,1e-06,0,,64,,1,,,,8,0.058597858995199203,,70345,,0.6875,
