_step,is_offpolicy,offpolicy_ratio,exp_tokens,response_valid_tokens,reward_outcome,success,entropy_scalar
7,0.0,0.0,0.0,5928.0,0.0,0.0,0.1538883000612259
7,0.0,0.0,0.0,5812.0,1.0,1.0,0.18202939629554749
7,0.0,0.0,0.0,2915.0,1.0,1.0,0.1557580679655075
7,0.0,0.0,0.0,9766.0,0.0,0.0,0.09367063641548157
7,0.0,0.0,0.0,8953.0,0.0,0.0,0.08811868727207184
7,0.0,0.0,0.0,9475.0,0.0,0.0,0.1082998514175415
7,0.0,0.0,0.0,722.0,1.0,1.0,0.23800209164619446
7,0.0,0.0,0.0,870.0,1.0,1.0,0.22855950891971588
7,0.0,0.0,0.0,8658.0,0.0,0.0,0.09444334357976913
7,0.0,0.0,0.0,4209.0,1.0,1.0,0.08509711921215057
7,0.0,0.0,0.0,8795.0,0.0,0.0,0.0811789482831955
7,0.0,0.0,0.0,1547.0,1.0,1.0,0.14845411479473114
7,0.0,0.0,0.0,10381.0,0.0,0.0,0.11115726828575134
7,0.0,0.0,0.0,9956.0,0.0,0.0,0.10377315431833267
7,0.0,0.0,0.0,10102.0,0.0,0.0,0.09807644784450531
7,0.0,0.0,0.0,9131.0,0.0,0.0,0.09538039565086365
7,0.0,0.0,0.0,5696.0,0.0,0.0,0.12169008702039719
7,0.0,0.0,0.0,2518.0,1.0,1.0,0.14997175335884094
7,0.0,0.0,0.0,6046.0,0.0,0.0,0.13557766377925873
7,0.0,0.0,0.0,6005.0,0.0,0.0,0.14863912761211395
7,0.0,0.0,0.0,4254.0,1.0,1.0,0.15082786977291107
7,0.0,0.0,0.0,9525.0,0.0,0.0,0.09512289613485336
7,0.0,0.0,0.0,9261.0,0.0,0.0,0.08779530227184296
7,0.0,0.0,0.0,4801.0,1.0,1.0,0.1688850224018097
7,0.0,0.0,0.0,866.0,1.0,1.0,0.22628211975097656
7,0.0,0.0,0.0,907.0,1.0,1.0,0.23689231276512146
7,0.0,0.0,0.0,8692.0,0.0,0.0,0.09017197787761688
7,0.0,0.0,0.0,10326.0,0.0,0.0,0.11602573841810226
7,0.0,0.0,0.0,10457.0,0.0,0.0,0.07559937238693237
7,0.0,0.0,0.0,9809.0,0.0,0.0,0.0790531262755394
7,0.0,0.0,0.0,9709.0,0.0,0.0,0.06712649762630463
7,0.0,0.0,0.0,9699.0,0.0,0.0,0.07340468466281891
7,0.0,0.0,0.0,9221.0,0.0,0.0,0.12981243431568146
7,0.0,0.0,0.0,1686.0,1.0,1.0,0.17053891718387604
7,0.0,0.0,0.0,5973.0,0.0,0.0,0.15029387176036835
7,0.0,0.0,0.0,6172.0,0.0,0.0,0.1699022352695465
7,0.0,0.0,0.0,5596.0,1.0,1.0,0.17564179003238678
7,0.0,0.0,0.0,9279.0,0.0,0.0,0.09301358461380005
7,0.0,0.0,0.0,9560.0,0.0,0.0,0.08755014091730118
7,0.0,0.0,0.0,4189.0,1.0,1.0,0.11946777254343033
7,0.0,0.0,0.0,864.0,1.0,1.0,0.21186122298240662
7,0.0,0.0,0.0,8793.0,0.0,0.0,0.12401305139064789
7,0.0,0.0,0.0,1660.0,1.0,1.0,0.13939300179481506
7,0.0,0.0,0.0,3904.0,1.0,1.0,0.10259974002838135
7,0.0,0.0,0.0,10919.0,0.0,0.0,0.14273038506507874
7,0.0,0.0,0.0,10093.0,0.0,0.0,0.1225881278514862
7,0.0,0.0,0.0,9826.0,0.0,0.0,0.07433251291513443
7,0.0,0.0,0.0,9496.0,0.0,0.0,0.17089484632015228
7,0.0,0.0,0.0,9008.0,0.0,0.0,0.11833501607179642
7,0.0,0.0,0.0,9279.0,0.0,0.0,0.08813165873289108
7,0.0,0.0,0.0,5666.0,1.0,1.0,0.11833279579877853
7,0.0,0.0,0.0,6312.0,0.0,0.0,0.1426352709531784
7,0.0,0.0,0.0,5429.0,0.0,0.0,0.1654944270849228
7,0.0,0.0,0.0,1257.0,1.0,1.0,0.18098671734333038
7,0.0,0.0,0.0,5689.0,0.0,0.0,0.10702189058065414
7,0.0,0.0,0.0,866.0,1.0,1.0,0.2147139310836792
7,0.0,0.0,0.0,1970.0,1.0,1.0,0.21632348001003265
7,0.0,0.0,0.0,8807.0,0.0,0.0,0.13148483633995056
7,0.0,0.0,0.0,3084.0,1.0,1.0,0.11483724415302277
7,0.0,0.0,0.0,11080.0,0.0,0.0,0.11612901091575623
7,0.0,0.0,0.0,9701.0,0.0,0.0,0.08876924216747284
7,0.0,0.0,0.0,9991.0,0.0,0.0,0.0932951495051384
7,0.0,0.0,0.0,10043.0,0.0,0.0,0.09347811341285706
8,0.0,0.0,0.0,4704.0,1.0,1.0,0.10055603086948395
8,0.0,0.0,0.0,4833.0,1.0,1.0,0.12553229928016663
8,0.0,0.0,0.0,7737.0,0.0,0.0,0.18452434241771698
8,0.0,0.0,0.0,6564.0,0.0,0.0,0.16927912831306458
8,0.0,0.0,0.0,7836.0,0.0,0.0,0.12982872128486633
8,0.0,0.0,0.0,6699.0,0.0,0.0,0.1282886117696762
8,0.0,0.0,0.0,6361.0,0.0,0.0,0.17074449360370636
8,0.0,0.0,0.0,4238.0,1.0,1.0,0.21120932698249817
8,0.0,0.0,0.0,11661.0,0.0,0.0,0.0703013613820076
8,0.0,0.0,0.0,2434.0,1.0,1.0,0.17619164288043976
8,0.0,0.0,0.0,634.0,1.0,1.0,0.3130042254924774
8,0.0,0.0,0.0,4441.0,0.0,0.0,0.2501858174800873
8,0.0,0.0,0.0,9824.0,0.0,0.0,0.10040700435638428
8,0.0,0.0,0.0,9947.0,0.0,0.0,0.08355586230754852
8,0.0,0.0,0.0,10221.0,0.0,0.0,0.09911930561065674
8,0.0,0.0,0.0,10299.0,0.0,0.0,0.1270350217819214
8,0.0,0.0,0.0,7785.0,1.0,1.0,0.13364733755588531
8,0.0,0.0,0.0,4779.0,1.0,1.0,0.11091659963130951
8,0.0,0.0,0.0,4612.0,0.0,0.0,0.20650413632392883
8,0.0,0.0,0.0,6242.0,0.0,0.0,0.15882007777690887
8,0.0,0.0,0.0,6552.0,0.0,0.0,0.16256864368915558
8,0.0,0.0,0.0,10316.0,0.0,0.0,0.08478391915559769
8,0.0,0.0,0.0,9726.0,0.0,0.0,0.09109194576740265
8,0.0,0.0,0.0,8467.0,0.0,0.0,0.07670226693153381
8,0.0,0.0,0.0,3444.0,1.0,1.0,0.11703410744667053
8,0.0,0.0,0.0,9916.0,0.0,0.0,0.08839067816734314
8,0.0,0.0,0.0,10360.0,0.0,0.0,0.13119249045848846
8,0.0,0.0,0.0,10078.0,0.0,0.0,0.08164531737565994
8,0.0,0.0,0.0,5489.0,1.0,1.0,0.1593729704618454
8,0.0,0.0,0.0,6948.0,0.0,0.0,0.10756422579288483
8,0.0,0.0,0.0,2908.0,1.0,1.0,0.21842683851718903
8,0.0,0.0,0.0,651.0,1.0,1.0,0.2905367910861969
8,0.0,0.0,0.0,4613.0,1.0,1.0,0.12461240589618683
8,0.0,0.0,0.0,6060.0,1.0,1.0,0.11929412186145782
8,0.0,0.0,0.0,1596.0,1.0,1.0,0.23693446815013885
8,0.0,0.0,0.0,4714.0,0.0,0.0,0.1738167703151703
8,0.0,0.0,0.0,5208.0,0.0,0.0,0.3642308712005615
8,0.0,0.0,0.0,4293.0,0.0,0.0,0.1759364902973175
8,0.0,0.0,0.0,6601.0,0.0,0.0,0.1361384242773056
8,0.0,0.0,0.0,8613.0,0.0,0.0,0.0918150544166565
8,0.0,0.0,0.0,10146.0,0.0,0.0,0.06622586399316788
8,0.0,0.0,0.0,9276.0,0.0,0.0,0.11275297403335571
8,0.0,0.0,0.0,10474.0,0.0,0.0,0.08565729111433029
8,0.0,0.0,0.0,9970.0,0.0,0.0,0.1019105538725853
8,0.0,0.0,0.0,6504.0,0.0,0.0,0.13118968904018402
8,0.0,0.0,0.0,7709.0,0.0,0.0,0.11199197918176651
8,0.0,0.0,0.0,2370.0,1.0,1.0,0.19108575582504272
8,0.0,0.0,0.0,10307.0,0.0,0.0,0.0979495495557785
8,0.0,0.0,0.0,6210.0,1.0,1.0,0.08300305902957916
8,0.0,0.0,0.0,1748.0,1.0,1.0,0.2630822956562042
8,0.0,0.0,0.0,4840.0,0.0,0.0,0.18328292667865753
8,0.0,0.0,0.0,4343.0,0.0,0.0,0.33363404870033264
8,0.0,0.0,0.0,8946.0,0.0,0.0,0.07377901673316956
8,0.0,0.0,0.0,10070.0,0.0,0.0,0.08939582854509354
8,0.0,0.0,0.0,10339.0,0.0,0.0,0.10437912493944168
8,0.0,0.0,0.0,6537.0,0.0,0.0,0.13421101868152618
8,0.0,0.0,0.0,6607.0,0.0,0.0,0.13907907903194427
8,0.0,0.0,0.0,6003.0,1.0,1.0,0.16351526975631714
8,0.0,0.0,0.0,7000.0,0.0,0.0,0.1295212209224701
8,0.0,0.0,0.0,4296.0,1.0,1.0,0.20563599467277527
8,0.0,0.0,0.0,2863.0,1.0,1.0,0.15487739443778992
8,0.0,0.0,0.0,10247.0,0.0,0.0,0.08846039324998856
8,0.0,0.0,0.0,8337.0,1.0,1.0,0.06557822227478027
8,0.0,0.0,0.0,9911.0,0.0,0.0,0.0752376914024353
9,0.0,0.0,0.0,2124.0,1.0,1.0,0.2523287832736969
9,0.0,0.0,0.0,3154.0,1.0,1.0,0.2017633318901062
9,0.0,0.0,0.0,4437.0,1.0,1.0,0.17840442061424255
9,0.0,0.0,0.0,7116.0,0.0,0.0,0.16253504157066345
9,0.0,0.0,0.0,525.0,1.0,1.0,0.3039671778678894
9,0.0,0.0,0.0,552.0,1.0,1.0,0.32040300965309143
9,0.0,0.0,0.0,4088.0,0.0,0.0,0.2759172320365906
9,0.0,0.0,0.0,3764.0,0.0,0.0,0.22763711214065552
9,0.0,0.0,0.0,6327.0,0.0,0.0,0.15201732516288757
9,0.0,0.0,0.0,10635.0,0.0,0.0,0.09247592091560364
9,0.0,0.0,0.0,9000.0,0.0,0.0,0.06652823835611343
9,0.0,0.0,0.0,9352.0,0.0,0.0,0.1008080393075943
9,0.0,0.0,0.0,8268.0,0.0,0.0,0.1277095079421997
9,0.0,0.0,0.0,7162.0,0.0,0.0,0.1362762749195099
9,0.0,0.0,0.0,7900.0,0.0,0.0,0.1435868889093399
9,0.0,0.0,0.0,7659.0,0.0,0.0,0.15118028223514557
9,0.0,0.0,0.0,3793.0,1.0,1.0,0.19137711822986603
9,0.0,0.0,0.0,1050.0,1.0,1.0,0.26005837321281433
9,0.0,0.0,0.0,541.0,1.0,1.0,0.28068554401397705
9,0.0,0.0,0.0,522.0,1.0,1.0,0.26499682664871216
9,0.0,0.0,0.0,3583.0,0.0,0.0,0.18651753664016724
9,0.0,0.0,0.0,4129.0,0.0,0.0,0.2241414338350296
9,0.0,0.0,0.0,6933.0,0.0,0.0,0.125996932387352
9,0.0,0.0,0.0,7155.0,0.0,0.0,0.11909230053424835
9,0.0,0.0,0.0,7749.0,0.0,0.0,0.11898600310087204
9,0.0,0.0,0.0,5875.0,0.0,0.0,0.14996550977230072
9,0.0,0.0,0.0,5888.0,0.0,0.0,0.1833581030368805
9,0.0,0.0,0.0,7705.0,0.0,0.0,0.13314038515090942
9,0.0,0.0,0.0,9997.0,0.0,0.0,0.13107267022132874
9,0.0,0.0,0.0,8529.0,0.0,0.0,0.0740196481347084
9,0.0,0.0,0.0,9311.0,0.0,0.0,0.08955570310354233
9,0.0,0.0,0.0,8978.0,0.0,0.0,0.0938342958688736
9,0.0,0.0,0.0,1743.0,1.0,1.0,0.22338654100894928
9,0.0,0.0,0.0,535.0,1.0,1.0,0.29759880900382996
9,0.0,0.0,0.0,573.0,1.0,1.0,0.34740445017814636
9,0.0,0.0,0.0,4112.0,0.0,0.0,0.26603421568870544
9,0.0,0.0,0.0,3709.0,0.0,0.0,0.18282653391361237
9,0.0,0.0,0.0,8960.0,0.0,0.0,0.14450162649154663
9,0.0,0.0,0.0,7125.0,0.0,0.0,0.13238796591758728
9,0.0,0.0,0.0,7977.0,0.0,0.0,0.13592028617858887
9,0.0,0.0,0.0,7469.0,0.0,0.0,0.14928770065307617
9,0.0,0.0,0.0,5864.0,0.0,0.0,0.14614874124526978
9,0.0,0.0,0.0,6249.0,0.0,0.0,0.25019630789756775
9,0.0,0.0,0.0,6332.0,0.0,0.0,0.2085762321949005
9,0.0,0.0,0.0,3272.0,1.0,1.0,0.11119910329580307
9,0.0,0.0,0.0,8919.0,0.0,0.0,0.08310019224882126
9,0.0,0.0,0.0,9179.0,0.0,0.0,0.10209254175424576
9,0.0,0.0,0.0,9669.0,0.0,0.0,0.09323272854089737
9,0.0,0.0,0.0,4344.0,1.0,1.0,0.1854318231344223
9,0.0,0.0,0.0,571.0,1.0,1.0,0.3628450036048889
9,0.0,0.0,0.0,515.0,1.0,1.0,0.26360252499580383
9,0.0,0.0,0.0,3933.0,0.0,0.0,0.24256543815135956
9,0.0,0.0,0.0,4001.0,0.0,0.0,0.2891923487186432
9,0.0,0.0,0.0,2441.0,1.0,1.0,0.16060689091682434
9,0.0,0.0,0.0,6404.0,0.0,0.0,0.1670072078704834
9,0.0,0.0,0.0,5992.0,0.0,0.0,0.16490107774734497
9,0.0,0.0,0.0,3304.0,1.0,1.0,0.11840813606977463
9,0.0,0.0,0.0,9002.0,0.0,0.0,0.09194895625114441
9,0.0,0.0,0.0,9202.0,0.0,0.0,0.12660764157772064
9,0.0,0.0,0.0,7470.0,0.0,0.0,0.1223626583814621
9,0.0,0.0,0.0,7209.0,0.0,0.0,0.13317854702472687
9,0.0,0.0,0.0,8116.0,0.0,0.0,0.1727575808763504
9,0.0,0.0,0.0,10537.0,0.0,0.0,0.10042458027601242
9,0.0,0.0,0.0,8617.0,0.0,0.0,0.1306414008140564
10,0.0,0.0,0.0,3580.0,1.0,1.0,0.20981888473033905
10,0.0,0.0,0.0,2882.0,1.0,1.0,0.2511293292045593
10,0.0,0.0,0.0,1235.0,1.0,1.0,0.2136555165052414
10,0.0,0.0,0.0,6082.0,0.0,0.0,0.17015686631202698
10,0.0,0.0,0.0,6231.0,0.0,0.0,0.15269914269447327
10,0.0,0.0,0.0,8480.0,0.0,0.0,0.07717382162809372
10,0.0,0.0,0.0,2549.0,1.0,1.0,0.19447951018810272
10,0.0,0.0,0.0,1510.0,1.0,1.0,0.24952146410942078
10,0.0,0.0,0.0,7582.0,0.0,0.0,0.13126324117183685
10,0.0,0.0,0.0,7264.0,0.0,0.0,0.0985378623008728
10,0.0,0.0,0.0,7847.0,0.0,0.0,0.14400231838226318
10,0.0,0.0,0.0,6580.0,0.0,0.0,0.13840222358703613
10,0.0,0.0,0.0,12745.0,0.0,0.0,0.0866309180855751
10,0.0,0.0,0.0,12493.0,0.0,0.0,0.08429811149835587
10,0.0,0.0,0.0,4858.0,1.0,1.0,0.18039561808109283
10,0.0,0.0,0.0,6797.0,0.0,0.0,0.23869039118289948
10,0.0,0.0,0.0,5044.0,0.0,0.0,0.3545205891132355
10,0.0,0.0,0.0,3688.0,1.0,1.0,0.1967029720544815
10,0.0,0.0,0.0,8469.0,0.0,0.0,0.11708258092403412
10,0.0,0.0,0.0,2840.0,1.0,1.0,0.21083642542362213
10,0.0,0.0,0.0,5478.0,0.0,0.0,0.2431507408618927
10,0.0,0.0,0.0,1681.0,1.0,1.0,0.2434917539358139
10,0.0,0.0,0.0,8078.0,0.0,0.0,0.15542097389698029
10,0.0,0.0,0.0,7779.0,0.0,0.0,0.15183717012405396
10,0.0,0.0,0.0,6870.0,0.0,0.0,0.19753500819206238
10,0.0,0.0,0.0,6612.0,0.0,0.0,0.1264154464006424
10,0.0,0.0,0.0,12377.0,0.0,0.0,0.09897281974554062
10,0.0,0.0,0.0,13100.0,0.0,0.0,0.10828210413455963
10,0.0,0.0,0.0,6602.0,0.0,0.0,0.24030964076519012
10,0.0,0.0,0.0,2829.0,1.0,1.0,0.17330390214920044
10,0.0,0.0,0.0,6466.0,0.0,0.0,0.14467190206050873
10,1.0,0.18549346016646848,156.0,841.0,1.0,1.0,0.23313839733600616
10,0.0,0.0,0.0,2961.0,1.0,1.0,0.2395724505186081
10,0.0,0.0,0.0,4572.0,0.0,0.0,0.2309282422065735
10,0.0,0.0,0.0,6611.0,0.0,0.0,0.20466731488704681
10,0.0,0.0,0.0,6228.0,0.0,0.0,0.28945279121398926
10,0.0,0.0,0.0,1616.0,1.0,1.0,0.2472091168165207
10,0.0,0.0,0.0,8930.0,0.0,0.0,0.09704331308603287
10,0.0,0.0,0.0,3372.0,1.0,1.0,0.1247849091887474
10,0.0,0.0,0.0,7823.0,0.0,0.0,0.1607731729745865
10,0.0,0.0,0.0,7589.0,0.0,0.0,0.12530383467674255
10,0.0,0.0,0.0,6339.0,0.0,0.0,0.16888970136642456
10,0.0,0.0,0.0,6800.0,0.0,0.0,0.10339836776256561
10,0.0,0.0,0.0,12441.0,0.0,0.0,0.06664436310529709
10,0.0,0.0,0.0,12540.0,0.0,0.0,0.07621864974498749
10,0.0,0.0,0.0,7541.0,0.0,0.0,0.13519950211048126
10,1.0,0.10815450643776824,126.0,1165.0,1.0,1.0,0.19754748046398163
10,1.0,0.09656146961846444,205.0,2123.0,1.0,1.0,0.14087960124015808
10,0.0,0.0,0.0,676.0,1.0,1.0,0.3270857334136963
10,0.0,0.0,0.0,4430.0,0.0,0.0,0.30119776725769043
10,0.0,0.0,0.0,1933.0,1.0,1.0,0.1509375125169754
10,0.0,0.0,0.0,6339.0,1.0,1.0,0.11471627652645111
10,0.0,0.0,0.0,8842.0,0.0,0.0,0.14835815131664276
10,0.0,0.0,0.0,5088.0,0.0,0.0,0.16955852508544922
10,0.0,0.0,0.0,2029.0,1.0,1.0,0.22493191063404083
10,0.0,0.0,0.0,8063.0,0.0,0.0,0.19742579758167267
10,0.0,0.0,0.0,6475.0,0.0,0.0,0.11873403191566467
10,0.0,0.0,0.0,4718.0,1.0,1.0,0.10089724510908127
10,0.0,0.0,0.0,6649.0,0.0,0.0,0.14052101969718933
10,0.0,0.0,0.0,12138.0,0.0,0.0,0.07467693835496902
10,0.0,0.0,0.0,12980.0,0.0,0.0,0.08652270585298538
10,0.0,0.0,0.0,7651.0,0.0,0.0,0.19681155681610107
10,0.0,0.0,0.0,6922.0,0.0,0.0,0.17360320687294006
10,1.0,0.17628749292586304,623.0,3534.0,1.0,1.0,0.13182078301906586
11,0.0,0.0,0.0,2112.0,1.0,1.0,0.19707079231739044
11,0.0,0.0,0.0,3600.0,1.0,1.0,0.2230594903230667
11,0.0,0.0,0.0,4709.0,1.0,1.0,0.11632528156042099
11,0.0,0.0,0.0,9640.0,0.0,0.0,0.11383114755153656
11,0.0,0.0,0.0,7128.0,1.0,1.0,0.10352741926908493
11,0.0,0.0,0.0,5793.0,0.0,0.0,0.23562069237232208
11,0.0,0.0,0.0,2972.0,1.0,1.0,0.17500518262386322
11,0.0,0.0,0.0,1382.0,1.0,1.0,0.24002128839492798
11,0.0,0.0,0.0,5326.0,0.0,0.0,0.18648870289325714
11,0.0,0.0,0.0,3440.0,1.0,1.0,0.27588385343551636
11,0.0,0.0,0.0,4839.0,1.0,1.0,0.1889660507440567
11,0.0,0.0,0.0,9352.0,0.0,0.0,0.13709627091884613
11,0.0,0.0,0.0,6243.0,0.0,0.0,0.14131729304790497
11,0.0,0.0,0.0,4153.0,0.0,0.0,0.3199668228626251
11,1.0,0.08913857677902622,238.0,2670.0,1.0,1.0,0.09138396382331848
11,1.0,0.14205607476635515,152.0,1070.0,1.0,1.0,0.18608058989048004
11,0.0,0.0,0.0,4598.0,1.0,1.0,0.10026773810386658
11,0.0,0.0,0.0,3236.0,1.0,1.0,0.16194577515125275
11,0.0,0.0,0.0,821.0,1.0,1.0,0.2456481009721756
11,0.0,0.0,0.0,2911.0,1.0,1.0,0.2113194763660431
11,0.0,0.0,0.0,1276.0,1.0,1.0,0.3020399212837219
11,0.0,0.0,0.0,5064.0,0.0,0.0,0.2085937261581421
11,0.0,0.0,0.0,2581.0,1.0,1.0,0.1516876220703125
11,0.0,0.0,0.0,8656.0,0.0,0.0,0.12178685516119003
11,0.0,0.0,0.0,9585.0,0.0,0.0,0.12287990003824234
11,0.0,0.0,0.0,8792.0,0.0,0.0,0.1159658432006836
11,0.0,0.0,0.0,5820.0,0.0,0.0,0.207661971449852
11,0.0,0.0,0.0,6022.0,0.0,0.0,0.1442645788192749
11,0.0,0.0,0.0,5412.0,1.0,1.0,0.15360964834690094
11,0.0,0.0,0.0,4155.0,0.0,0.0,0.24812008440494537
11,0.0,0.0,0.0,3897.0,0.0,0.0,0.21492645144462585
11,1.0,0.2067484662576687,337.0,1630.0,1.0,1.0,0.21177098155021667
11,0.0,0.0,0.0,1693.0,1.0,1.0,0.2528396248817444
11,0.0,0.0,0.0,2908.0,1.0,1.0,0.0965486466884613
11,0.0,0.0,0.0,5505.0,0.0,0.0,0.20159804821014404
11,0.0,0.0,0.0,2962.0,1.0,1.0,0.15963691473007202
11,0.0,0.0,0.0,877.0,1.0,1.0,0.3143291175365448
11,0.0,0.0,0.0,1362.0,1.0,1.0,0.202271968126297
11,0.0,0.0,0.0,4547.0,1.0,1.0,0.22378268837928772
11,0.0,0.0,0.0,8737.0,0.0,0.0,0.10324686020612717
11,0.0,0.0,0.0,9490.0,0.0,0.0,0.2081701159477234
11,0.0,0.0,0.0,8796.0,0.0,0.0,0.09492360800504684
11,0.0,0.0,0.0,5799.0,0.0,0.0,0.12018099427223206
11,0.0,0.0,0.0,6083.0,0.0,0.0,0.16114541888237
11,0.0,0.0,0.0,5109.0,0.0,0.0,0.37473350763320923
11,0.0,0.0,0.0,3934.0,0.0,0.0,0.2626396715641022
11,0.0,0.0,0.0,4163.0,0.0,0.0,0.3617299497127533
11,1.0,0.1892,473.0,2500.0,1.0,1.0,0.13093510270118713
11,0.0,0.0,0.0,681.0,1.0,1.0,0.28987932205200195
11,0.0,0.0,0.0,2976.0,1.0,1.0,0.14253699779510498
11,0.0,0.0,0.0,4156.0,1.0,1.0,0.17032849788665771
11,0.0,0.0,0.0,3868.0,1.0,1.0,0.1707896590232849
11,0.0,0.0,0.0,8727.0,1.0,1.0,0.14968793094158173
11,0.0,0.0,0.0,9404.0,0.0,0.0,0.1271139234304428
11,0.0,0.0,0.0,5665.0,0.0,0.0,0.1933552771806717
11,0.0,0.0,0.0,2729.0,1.0,1.0,0.1506003737449646
11,0.0,0.0,0.0,4204.0,1.0,1.0,0.17317140102386475
11,0.0,0.0,0.0,1868.0,1.0,1.0,0.17916883528232574
11,0.0,0.0,0.0,5164.0,0.0,0.0,0.15346670150756836
11,0.0,0.0,0.0,9029.0,0.0,0.0,0.14078748226165771
11,0.0,0.0,0.0,6181.0,0.0,0.0,0.17624914646148682
11,0.0,0.0,0.0,3301.0,1.0,1.0,0.1526590883731842
11,0.0,0.0,0.0,1421.0,1.0,1.0,0.2531839609146118
11,0.0,0.0,0.0,5204.0,0.0,0.0,0.43321293592453003
12,0.0,0.0,0.0,9911.0,0.0,0.0,0.13870413601398468
12,0.0,0.0,0.0,8161.0,0.0,0.0,0.12075893580913544
12,0.0,0.0,0.0,8899.0,0.0,0.0,0.15804283320903778
12,0.0,0.0,0.0,749.0,1.0,1.0,0.30537208914756775
12,0.0,0.0,0.0,3542.0,1.0,1.0,0.176103875041008
12,0.0,0.0,0.0,6110.0,1.0,1.0,0.13216263055801392
12,0.0,0.0,0.0,3614.0,1.0,1.0,0.16109322011470795
12,0.0,0.0,0.0,7566.0,0.0,0.0,0.19026915729045868
12,0.0,0.0,0.0,8645.0,0.0,0.0,0.11301173269748688
12,0.0,0.0,0.0,5183.0,1.0,1.0,0.10365302860736847
12,0.0,0.0,0.0,4312.0,1.0,1.0,0.11986404657363892
12,0.0,0.0,0.0,9287.0,0.0,0.0,0.12248561531305313
12,0.0,0.0,0.0,4862.0,1.0,1.0,0.10510650277137756
12,1.0,0.09656146961846444,205.0,2123.0,1.0,1.0,0.14536254107952118
12,1.0,0.08913857677902622,238.0,2670.0,1.0,1.0,0.09318765252828598
12,1.0,0.20545609548167093,723.0,3519.0,1.0,1.0,0.14442597329616547
12,0.0,0.0,0.0,2977.0,1.0,1.0,0.1336592435836792
12,0.0,0.0,0.0,9388.0,0.0,0.0,0.1093938797712326
12,0.0,0.0,0.0,4245.0,1.0,1.0,0.13675279915332794
12,0.0,0.0,0.0,5994.0,0.0,0.0,0.26026830077171326
12,0.0,0.0,0.0,2415.0,1.0,1.0,0.2732001841068268
12,0.0,0.0,0.0,2470.0,1.0,1.0,0.2164711356163025
12,0.0,0.0,0.0,944.0,1.0,1.0,0.22118300199508667
12,0.0,0.0,0.0,7318.0,0.0,0.0,0.10736684501171112
12,0.0,0.0,0.0,8199.0,0.0,0.0,0.08362621068954468
12,0.0,0.0,0.0,9174.0,0.0,0.0,0.12558969855308533
12,0.0,0.0,0.0,3423.0,1.0,1.0,0.10643801093101501
12,0.0,0.0,0.0,4978.0,0.0,0.0,0.2563592791557312
12,0.0,0.0,0.0,5166.0,0.0,0.0,0.20521101355552673
12,0.0,0.0,0.0,5035.0,0.0,0.0,0.2492561638355255
12,0.0,0.0,0.0,8578.0,0.0,0.0,0.09522917866706848
12,0.0,0.0,0.0,8970.0,0.0,0.0,0.1413687914609909
12,0.0,0.0,0.0,7430.0,1.0,1.0,0.09937529265880585
12,0.0,0.0,0.0,8836.0,0.0,0.0,0.11429963260889053
12,0.0,0.0,0.0,9364.0,0.0,0.0,0.10662371665239334
12,0.0,0.0,0.0,9376.0,0.0,0.0,0.10954427719116211
12,0.0,0.0,0.0,4268.0,1.0,1.0,0.12473080307245255
12,0.0,0.0,0.0,3300.0,1.0,1.0,0.1148909330368042
12,0.0,0.0,0.0,758.0,1.0,1.0,0.3352055847644806
12,0.0,0.0,0.0,2774.0,1.0,1.0,0.192683145403862
12,0.0,0.0,0.0,5338.0,0.0,0.0,0.20332512259483337
12,0.0,0.0,0.0,4825.0,0.0,0.0,0.322745144367218
12,0.0,0.0,0.0,5021.0,0.0,0.0,0.2614746689796448
12,0.0,0.0,0.0,5416.0,0.0,0.0,0.24056941270828247
12,0.0,0.0,0.0,1926.0,1.0,1.0,0.13584381341934204
12,0.0,0.0,0.0,8238.0,0.0,0.0,0.10172374546527863
12,0.0,0.0,0.0,8691.0,0.0,0.0,0.10290351510047913
12,1.0,0.17628749292586304,623.0,3534.0,1.0,1.0,0.13591982424259186
12,0.0,0.0,0.0,6205.0,1.0,1.0,0.09611224383115768
12,0.0,0.0,0.0,1696.0,1.0,1.0,0.1593048870563507
12,0.0,0.0,0.0,10130.0,0.0,0.0,0.11459172517061234
12,0.0,0.0,0.0,2881.0,1.0,1.0,0.16868269443511963
12,0.0,0.0,0.0,3514.0,1.0,1.0,0.2081497460603714
12,0.0,0.0,0.0,4359.0,1.0,1.0,0.18538548052310944
12,0.0,0.0,0.0,5842.0,0.0,0.0,0.26171794533729553
12,0.0,0.0,0.0,2000.0,1.0,1.0,0.19598954916000366
12,0.0,0.0,0.0,7616.0,0.0,0.0,0.14667505025863647
12,0.0,0.0,0.0,4676.0,1.0,1.0,0.11098472774028778
12,0.0,0.0,0.0,3218.0,1.0,1.0,0.14151863753795624
12,0.0,0.0,0.0,9093.0,0.0,0.0,0.16566011309623718
12,0.0,0.0,0.0,9399.0,0.0,0.0,0.13191424310207367
12,0.0,0.0,0.0,5048.0,0.0,0.0,0.21469993889331818
12,0.0,0.0,0.0,5251.0,0.0,0.0,0.3032742142677307
12,0.0,0.0,0.0,8453.0,0.0,0.0,0.0773039385676384
13,0.0,0.0,0.0,5688.0,1.0,1.0,0.11325821280479431
13,0.0,0.0,0.0,3563.0,1.0,1.0,0.11919472366571426
13,0.0,0.0,0.0,2318.0,1.0,1.0,0.20580483973026276
