_step,is_offpolicy,offpolicy_ratio,exp_tokens,response_valid_tokens,reward_outcome,success,entropy_scalar
2,0.0,0.0,0.0,4295.0,1.0,1.0,0.13660097122192383
2,0.0,0.0,0.0,4680.0,1.0,1.0,0.21759356558322906
2,0.0,0.0,0.0,4223.0,0.0,0.0,0.2892744243144989
2,0.0,0.0,0.0,4145.0,0.0,0.0,0.31070277094841003
2,0.0,0.0,0.0,4875.0,0.0,0.0,0.16518791019916534
2,0.0,0.0,0.0,5109.0,0.0,0.0,0.12480173259973526
2,0.0,0.0,0.0,1782.0,1.0,1.0,0.17086473107337952
2,0.0,0.0,0.0,1839.0,1.0,1.0,0.20137225091457367
2,0.0,0.0,0.0,5345.0,0.0,0.0,0.28830981254577637
2,0.0,0.0,0.0,4799.0,0.0,0.0,0.1681908816099167
2,0.0,0.0,0.0,4786.0,0.0,0.0,0.15645544230937958
2,0.0,0.0,0.0,5154.0,0.0,0.0,0.17754343152046204
2,0.0,0.0,0.0,4987.0,0.0,0.0,0.13326214253902435
2,0.0,0.0,0.0,692.0,1.0,1.0,0.24892300367355347
2,0.0,0.0,0.0,3037.0,1.0,1.0,0.16348515450954437
2,0.0,0.0,0.0,4057.0,0.0,0.0,0.18896138668060303
2,0.0,0.0,0.0,4378.0,0.0,0.0,0.2758317291736603
2,0.0,0.0,0.0,5164.0,0.0,0.0,0.21839044988155365
2,0.0,0.0,0.0,5319.0,0.0,0.0,0.1427946835756302
2,0.0,0.0,0.0,4624.0,0.0,0.0,0.1371319442987442
2,0.0,0.0,0.0,4157.0,0.0,0.0,0.17369674146175385
2,0.0,0.0,0.0,4887.0,0.0,0.0,0.16047456860542297
2,0.0,0.0,0.0,4670.0,0.0,0.0,0.15753008425235748
2,0.0,0.0,0.0,5137.0,0.0,0.0,0.17586827278137207
2,0.0,0.0,0.0,5004.0,0.0,0.0,0.19383129477500916
2,0.0,0.0,0.0,5115.0,0.0,0.0,0.2520444393157959
2,0.0,0.0,0.0,4840.0,0.0,0.0,0.18819458782672882
2,0.0,0.0,0.0,4693.0,0.0,0.0,0.18470431864261627
2,0.0,0.0,0.0,4958.0,0.0,0.0,0.10146212577819824
2,0.0,0.0,0.0,5562.0,0.0,0.0,0.21800626814365387
2,0.0,0.0,0.0,5297.0,0.0,0.0,0.13476607203483582
2,0.0,0.0,0.0,4618.0,1.0,1.0,0.14437967538833618
2,0.0,0.0,0.0,2230.0,1.0,1.0,0.12326371669769287
2,0.0,0.0,0.0,4215.0,0.0,0.0,0.2908310294151306
2,0.0,0.0,0.0,3355.0,1.0,1.0,0.2293919324874878
2,0.0,0.0,0.0,4754.0,0.0,0.0,0.14810696244239807
2,0.0,0.0,0.0,5138.0,0.0,0.0,0.1931556910276413
2,0.0,0.0,0.0,1716.0,1.0,1.0,0.17180995643138885
2,0.0,0.0,0.0,4459.0,0.0,0.0,0.1539863497018814
2,0.0,0.0,0.0,5035.0,0.0,0.0,0.15853653848171234
2,0.0,0.0,0.0,4865.0,0.0,0.0,0.2319910228252411
3,0.0,0.0,0.0,4381.0,1.0,1.0,0.1776396930217743
3,0.0,0.0,0.0,5160.0,0.0,0.0,0.19890981912612915
3,0.0,0.0,0.0,5180.0,0.0,0.0,0.14514923095703125
3,0.0,0.0,0.0,5500.0,0.0,0.0,0.2340022623538971
3,0.0,0.0,0.0,2983.0,1.0,1.0,0.20178747177124023
3,0.0,0.0,0.0,3733.0,1.0,1.0,0.2677072584629059
3,0.0,0.0,0.0,1408.0,1.0,1.0,0.22110915184020996
3,0.0,0.0,0.0,1940.0,1.0,1.0,0.10791368782520294
3,0.0,0.0,0.0,8771.0,0.0,0.0,0.08297036588191986
3,0.0,0.0,0.0,6707.0,0.0,0.0,0.194173201918602
3,0.0,0.0,0.0,4128.0,0.0,0.0,0.15094289183616638
3,0.0,0.0,0.0,4368.0,0.0,0.0,0.1627541333436966
3,0.0,0.0,0.0,9329.0,0.0,0.0,0.10001678019762039
3,0.0,0.0,0.0,7987.0,1.0,1.0,0.07303880900144577
3,0.0,0.0,0.0,7873.0,0.0,0.0,0.07053431868553162
3,0.0,0.0,0.0,4731.0,0.0,0.0,0.289478600025177
3,0.0,0.0,0.0,923.0,1.0,1.0,0.24239881336688995
3,0.0,0.0,0.0,2784.0,1.0,1.0,0.110053151845932
3,0.0,0.0,0.0,2359.0,1.0,1.0,0.15011264383792877
3,0.0,0.0,0.0,8397.0,0.0,0.0,0.09504377841949463
3,0.0,0.0,0.0,6445.0,0.0,0.0,0.1190558448433876
3,0.0,0.0,0.0,6588.0,0.0,0.0,0.20935766398906708
3,0.0,0.0,0.0,4730.0,0.0,0.0,0.14893752336502075
3,0.0,0.0,0.0,4380.0,0.0,0.0,0.22486065328121185
3,0.0,0.0,0.0,4237.0,1.0,1.0,0.181359201669693
3,0.0,0.0,0.0,4859.0,1.0,1.0,0.08987580984830856
3,0.0,0.0,0.0,9668.0,0.0,0.0,0.10245199501514435
3,0.0,0.0,0.0,5024.0,1.0,1.0,0.08350785076618195
3,0.0,0.0,0.0,2791.0,1.0,1.0,0.08341766148805618
3,0.0,0.0,0.0,8050.0,0.0,0.0,0.0708828717470169
3,0.0,0.0,0.0,7871.0,0.0,0.0,0.07815971970558167
3,0.0,0.0,0.0,4296.0,0.0,0.0,0.13547943532466888
3,0.0,0.0,0.0,5322.0,0.0,0.0,0.17657199501991272
3,0.0,0.0,0.0,5002.0,1.0,1.0,0.14537963271141052
3,0.0,0.0,0.0,5363.0,0.0,0.0,0.14175957441329956
3,0.0,0.0,0.0,1361.0,1.0,1.0,0.24912160634994507
3,0.0,0.0,0.0,3174.0,1.0,1.0,0.22695498168468475
3,0.0,0.0,0.0,2424.0,1.0,1.0,0.08896054327487946
3,0.0,0.0,0.0,7904.0,0.0,0.0,0.1200399175286293
3,0.0,0.0,0.0,6676.0,0.0,0.0,0.1914304792881012
3,0.0,0.0,0.0,4314.0,0.0,0.0,0.13957616686820984
3,0.0,0.0,0.0,2166.0,1.0,1.0,0.07274007052183151
3,0.0,0.0,0.0,9671.0,0.0,0.0,0.12181349843740463
3,0.0,0.0,0.0,9371.0,0.0,0.0,0.07590943574905396
3,0.0,0.0,0.0,8024.0,0.0,0.0,0.07325167208909988
3,0.0,0.0,0.0,4626.0,0.0,0.0,0.19794824719429016
3,0.0,0.0,0.0,4124.0,0.0,0.0,0.13535158336162567
3,0.0,0.0,0.0,4442.0,0.0,0.0,0.275014191865921
3,0.0,0.0,0.0,5130.0,0.0,0.0,0.18738669157028198
3,0.0,0.0,0.0,1999.0,1.0,1.0,0.21417510509490967
3,0.0,0.0,0.0,5186.0,0.0,0.0,0.21518272161483765
3,0.0,0.0,0.0,2832.0,1.0,1.0,0.12094984948635101
3,0.0,0.0,0.0,6944.0,0.0,0.0,0.17786337435245514
3,0.0,0.0,0.0,6512.0,0.0,0.0,0.18285156786441803
3,0.0,0.0,0.0,6600.0,0.0,0.0,0.16690725088119507
3,0.0,0.0,0.0,1402.0,1.0,1.0,0.17928485572338104
3,0.0,0.0,0.0,3440.0,1.0,1.0,0.18394814431667328
3,0.0,0.0,0.0,4041.0,1.0,1.0,0.23352286219596863
3,0.0,0.0,0.0,9096.0,0.0,0.0,0.06819994747638702
3,0.0,0.0,0.0,9454.0,0.0,0.0,0.09399756044149399
3,0.0,0.0,0.0,8026.0,0.0,0.0,0.09418206661939621
3,0.0,0.0,0.0,4306.0,0.0,0.0,0.20492331683635712
3,0.0,0.0,0.0,4709.0,0.0,0.0,0.3122681677341461
3,0.0,0.0,0.0,4550.0,0.0,0.0,0.19125773012638092
4,0.0,0.0,0.0,2672.0,1.0,1.0,0.16408824920654297
4,0.0,0.0,0.0,4120.0,0.0,0.0,0.14706528186798096
4,0.0,0.0,0.0,6064.0,0.0,0.0,0.13956019282341003
4,0.0,0.0,0.0,5919.0,0.0,0.0,0.12935985624790192
4,0.0,0.0,0.0,6318.0,0.0,0.0,0.1809534728527069
4,0.0,0.0,0.0,4980.0,0.0,0.0,0.14608383178710938
4,0.0,0.0,0.0,5025.0,0.0,0.0,0.1549104005098343
4,0.0,0.0,0.0,4403.0,1.0,1.0,0.08424580097198486
4,0.0,0.0,0.0,10640.0,0.0,0.0,0.09267985075712204
4,0.0,0.0,0.0,7877.0,1.0,1.0,0.07942594587802887
4,0.0,0.0,0.0,8329.0,0.0,0.0,0.09202238917350769
4,0.0,0.0,0.0,5103.0,0.0,0.0,0.18594174087047577
4,0.0,0.0,0.0,8748.0,0.0,0.0,0.07520940154790878
4,0.0,0.0,0.0,8562.0,0.0,0.0,0.06830970197916031
4,0.0,0.0,0.0,8496.0,0.0,0.0,0.08395468443632126
4,0.0,0.0,0.0,2237.0,1.0,1.0,0.13597247004508972
4,0.0,0.0,0.0,3924.0,0.0,0.0,0.23643313348293304
4,0.0,0.0,0.0,4462.0,0.0,0.0,0.06968305259943008
4,0.0,0.0,0.0,6218.0,0.0,0.0,0.13759054243564606
4,0.0,0.0,0.0,2314.0,1.0,1.0,0.15716470777988434
4,0.0,0.0,0.0,4912.0,0.0,0.0,0.14665073156356812
4,0.0,0.0,0.0,2890.0,1.0,1.0,0.1410726010799408
4,0.0,0.0,0.0,7594.0,0.0,0.0,0.08389482647180557
4,0.0,0.0,0.0,5173.0,1.0,1.0,0.10884895920753479
4,0.0,0.0,0.0,8328.0,0.0,0.0,0.06826682388782501
4,0.0,0.0,0.0,9091.0,0.0,0.0,0.0973910540342331
4,0.0,0.0,0.0,7835.0,1.0,1.0,0.0818592831492424
4,0.0,0.0,0.0,5728.0,0.0,0.0,0.29106083512306213
4,0.0,0.0,0.0,5010.0,0.0,0.0,0.20727121829986572
4,0.0,0.0,0.0,8964.0,0.0,0.0,0.097785584628582
4,0.0,0.0,0.0,8619.0,0.0,0.0,0.08885935693979263
4,0.0,0.0,0.0,8503.0,0.0,0.0,0.08277377486228943
4,0.0,0.0,0.0,1234.0,1.0,1.0,0.16765671968460083
4,0.0,0.0,0.0,3356.0,0.0,0.0,0.24687622487545013
4,0.0,0.0,0.0,6372.0,0.0,0.0,0.18741507828235626
4,0.0,0.0,0.0,5746.0,1.0,1.0,0.13621488213539124
4,0.0,0.0,0.0,5139.0,0.0,0.0,0.1841227263212204
4,0.0,0.0,0.0,4894.0,0.0,0.0,0.16557680070400238
4,0.0,0.0,0.0,8606.0,0.0,0.0,0.09004637598991394
4,0.0,0.0,0.0,10577.0,0.0,0.0,0.08873715251684189
4,0.0,0.0,0.0,4902.0,0.0,0.0,0.12985286116600037
4,0.0,0.0,0.0,3971.0,1.0,1.0,0.15035919845104218
4,0.0,0.0,0.0,8366.0,0.0,0.0,0.08647550642490387
4,0.0,0.0,0.0,8802.0,0.0,0.0,0.07959900796413422
4,0.0,0.0,0.0,4926.0,1.0,1.0,0.10452552884817123
4,0.0,0.0,0.0,5851.0,1.0,1.0,0.07680056989192963
4,0.0,0.0,0.0,8570.0,0.0,0.0,0.09155591577291489
4,0.0,0.0,0.0,8105.0,0.0,0.0,0.05693396180868149
4,0.0,0.0,0.0,5752.0,0.0,0.0,0.3525690734386444
4,0.0,0.0,0.0,4186.0,0.0,0.0,0.20616115629673004
4,0.0,0.0,0.0,6221.0,0.0,0.0,0.12276660650968552
4,0.0,0.0,0.0,4934.0,0.0,0.0,0.14921832084655762
4,0.0,0.0,0.0,4811.0,0.0,0.0,0.1781158596277237
4,0.0,0.0,0.0,7446.0,0.0,0.0,0.07748778909444809
4,0.0,0.0,0.0,7727.0,0.0,0.0,0.11083044856786728
4,0.0,0.0,0.0,8164.0,0.0,0.0,0.08387169241905212
4,0.0,0.0,0.0,8548.0,0.0,0.0,0.09085939824581146
4,0.0,0.0,0.0,8679.0,0.0,0.0,0.11776098608970642
4,0.0,0.0,0.0,5203.0,0.0,0.0,0.17865462601184845
4,0.0,0.0,0.0,2057.0,1.0,1.0,0.1516331136226654
4,0.0,0.0,0.0,5036.0,0.0,0.0,0.14823144674301147
4,0.0,0.0,0.0,2823.0,1.0,1.0,0.10631541907787323
4,0.0,0.0,0.0,8610.0,0.0,0.0,0.06453274190425873
4,0.0,0.0,0.0,9381.0,0.0,0.0,0.11811898648738861
5,0.0,0.0,0.0,1744.0,1.0,1.0,0.17870186269283295
5,0.0,0.0,0.0,2677.0,1.0,1.0,0.13092820346355438
5,0.0,0.0,0.0,5342.0,1.0,1.0,0.20459285378456116
5,0.0,0.0,0.0,6377.0,0.0,0.0,0.1467708796262741
5,0.0,0.0,0.0,741.0,1.0,1.0,0.3213094174861908
5,0.0,0.0,0.0,5766.0,0.0,0.0,0.14352057874202728
5,0.0,0.0,0.0,5690.0,0.0,0.0,0.11707589775323868
5,0.0,0.0,0.0,3958.0,1.0,1.0,0.15231174230575562
5,0.0,0.0,0.0,5441.0,0.0,0.0,0.14832629263401031
5,0.0,0.0,0.0,4702.0,0.0,0.0,0.2360011637210846
5,0.0,0.0,0.0,6519.0,0.0,0.0,0.20239974558353424
5,0.0,0.0,0.0,5135.0,0.0,0.0,0.17192520201206207
5,0.0,0.0,0.0,5303.0,0.0,0.0,0.16550643742084503
5,0.0,0.0,0.0,5123.0,0.0,0.0,0.17016378045082092
5,0.0,0.0,0.0,4989.0,0.0,0.0,0.10738347470760345
5,0.0,0.0,0.0,7522.0,0.0,0.0,0.202540323138237
5,0.0,0.0,0.0,1531.0,1.0,1.0,0.2843485474586487
5,0.0,0.0,0.0,883.0,1.0,1.0,0.18103449046611786
5,0.0,0.0,0.0,4015.0,1.0,1.0,0.15487420558929443
5,0.0,0.0,0.0,4657.0,0.0,0.0,0.2802101969718933
5,0.0,0.0,0.0,5016.0,0.0,0.0,0.22527679800987244
5,0.0,0.0,0.0,5476.0,0.0,0.0,0.22743594646453857
5,0.0,0.0,0.0,5270.0,0.0,0.0,0.19193145632743835
5,0.0,0.0,0.0,6591.0,0.0,0.0,0.16581431031227112
5,0.0,0.0,0.0,2893.0,1.0,1.0,0.19292497634887695
5,0.0,0.0,0.0,5254.0,0.0,0.0,0.12456700205802917
5,0.0,0.0,0.0,5341.0,0.0,0.0,0.18427830934524536
5,0.0,0.0,0.0,6990.0,0.0,0.0,0.2265595644712448
5,0.0,0.0,0.0,6243.0,0.0,0.0,0.1609739065170288
5,0.0,0.0,0.0,6209.0,0.0,0.0,0.12955579161643982
5,0.0,0.0,0.0,5459.0,0.0,0.0,0.1896391659975052
5,0.0,0.0,0.0,5126.0,0.0,0.0,0.2156064659357071
5,0.0,0.0,0.0,1039.0,1.0,1.0,0.18192611634731293
5,0.0,0.0,0.0,3325.0,1.0,1.0,0.1370982676744461
5,0.0,0.0,0.0,4973.0,0.0,0.0,0.20978941023349762
5,0.0,0.0,0.0,5086.0,0.0,0.0,0.22683361172676086
5,0.0,0.0,0.0,5350.0,0.0,0.0,0.17413784563541412
5,0.0,0.0,0.0,5434.0,0.0,0.0,0.18132224678993225
5,0.0,0.0,0.0,6777.0,0.0,0.0,0.23719854652881622
5,0.0,0.0,0.0,7024.0,0.0,0.0,0.24482038617134094
5,0.0,0.0,0.0,6012.0,0.0,0.0,0.18716087937355042
5,0.0,0.0,0.0,2965.0,1.0,1.0,0.12898468971252441
5,0.0,0.0,0.0,5513.0,0.0,0.0,0.21477937698364258
5,0.0,0.0,0.0,2119.0,1.0,1.0,0.14531804621219635
5,0.0,0.0,0.0,6477.0,0.0,0.0,0.12883621454238892
5,0.0,0.0,0.0,4358.0,0.0,0.0,0.2248869389295578
5,0.0,0.0,0.0,5261.0,0.0,0.0,0.1757381111383438
5,0.0,0.0,0.0,5251.0,0.0,0.0,0.19306927919387817
5,0.0,0.0,0.0,3099.0,1.0,1.0,0.14122940599918365
5,0.0,0.0,0.0,1347.0,1.0,1.0,0.24633240699768066
5,0.0,0.0,0.0,4236.0,0.0,0.0,0.1661047339439392
5,0.0,0.0,0.0,5642.0,0.0,0.0,0.15487539768218994
5,0.0,0.0,0.0,5097.0,0.0,0.0,0.1477217674255371
5,0.0,0.0,0.0,6417.0,0.0,0.0,0.15563367307186127
5,0.0,0.0,0.0,6044.0,0.0,0.0,0.20155225694179535
5,0.0,0.0,0.0,6642.0,0.0,0.0,0.23777168989181519
5,0.0,0.0,0.0,5355.0,0.0,0.0,0.1513676941394806
5,0.0,0.0,0.0,5342.0,0.0,0.0,0.12111590057611465
5,0.0,0.0,0.0,5242.0,0.0,0.0,0.12104242295026779
5,0.0,0.0,0.0,7006.0,0.0,0.0,0.14471176266670227
5,0.0,0.0,0.0,4994.0,1.0,1.0,0.17376403510570526
5,0.0,0.0,0.0,4056.0,0.0,0.0,0.24777564406394958
5,0.0,0.0,0.0,5319.0,0.0,0.0,0.21249106526374817
5,0.0,0.0,0.0,1120.0,1.0,1.0,0.209641695022583
6,0.0,0.0,0.0,5220.0,0.0,0.0,0.18660874664783478
6,0.0,0.0,0.0,4988.0,0.0,0.0,0.20811685919761658
6,0.0,0.0,0.0,5106.0,0.0,0.0,0.20989049971103668
6,0.0,0.0,0.0,10285.0,0.0,0.0,0.1159762442111969
6,0.0,0.0,0.0,12475.0,0.0,0.0,0.07371898740530014
6,0.0,0.0,0.0,12304.0,0.0,0.0,0.07987484335899353
6,0.0,0.0,0.0,1107.0,1.0,1.0,0.18496911227703094
6,0.0,0.0,0.0,1311.0,1.0,1.0,0.1957290917634964
6,0.0,0.0,0.0,1186.0,1.0,1.0,0.22937554121017456
6,0.0,0.0,0.0,5594.0,0.0,0.0,0.129048690199852
6,0.0,0.0,0.0,5742.0,0.0,0.0,0.14483807981014252
6,0.0,0.0,0.0,1940.0,1.0,1.0,0.14111122488975525
6,0.0,0.0,0.0,780.0,1.0,1.0,0.2126336246728897
6,0.0,0.0,0.0,10656.0,0.0,0.0,0.10394549369812012
6,0.0,0.0,0.0,9764.0,0.0,0.0,0.07318530231714249
6,0.0,0.0,0.0,10095.0,0.0,0.0,0.0992700606584549
6,0.0,0.0,0.0,5491.0,0.0,0.0,0.23692364990711212
6,0.0,0.0,0.0,5010.0,0.0,0.0,0.24270866811275482
6,0.0,0.0,0.0,1812.0,1.0,1.0,0.1801048368215561
6,0.0,0.0,0.0,10438.0,0.0,0.0,0.11872155219316483
6,0.0,0.0,0.0,9575.0,0.0,0.0,0.08998112380504608
6,0.0,0.0,0.0,11960.0,0.0,0.0,0.045991696417331696
6,0.0,0.0,0.0,12500.0,0.0,0.0,0.06022431701421738
6,0.0,0.0,0.0,1108.0,1.0,1.0,0.18121056258678436
6,0.0,0.0,0.0,1441.0,1.0,1.0,0.22112509608268738
6,0.0,0.0,0.0,1251.0,1.0,1.0,0.18384331464767456
6,0.0,0.0,0.0,895.0,1.0,1.0,0.20967672765254974
6,0.0,0.0,0.0,5471.0,0.0,0.0,0.17338964343070984
6,0.0,0.0,0.0,6026.0,0.0,0.0,0.206318199634552
6,0.0,0.0,0.0,3176.0,1.0,1.0,0.17752452194690704
6,0.0,0.0,0.0,10101.0,0.0,0.0,0.07450984418392181
6,0.0,0.0,0.0,12283.0,0.0,0.0,0.07637083530426025
6,0.0,0.0,0.0,5041.0,0.0,0.0,0.21138519048690796
6,0.0,0.0,0.0,10376.0,0.0,0.0,0.12645573914051056
6,0.0,0.0,0.0,11050.0,0.0,0.0,0.12430834025144577
6,0.0,0.0,0.0,9990.0,0.0,0.0,0.08366657793521881
6,0.0,0.0,0.0,12022.0,0.0,0.0,0.06283918023109436
6,0.0,0.0,0.0,12819.0,0.0,0.0,0.041776761412620544
6,0.0,0.0,0.0,1400.0,1.0,1.0,0.18554599583148956
6,0.0,0.0,0.0,948.0,1.0,1.0,0.24518507719039917
6,0.0,0.0,0.0,2097.0,1.0,1.0,0.26369509100914
6,0.0,0.0,0.0,6181.0,0.0,0.0,0.19599199295043945
6,0.0,0.0,0.0,5669.0,0.0,0.0,0.1817549616098404
6,0.0,0.0,0.0,1221.0,1.0,1.0,0.22209589183330536
6,0.0,0.0,0.0,818.0,1.0,1.0,0.22988350689411163
6,0.0,0.0,0.0,3970.0,1.0,1.0,0.13276788592338562
6,0.0,0.0,0.0,5184.0,1.0,1.0,0.18465694785118103
6,0.0,0.0,0.0,9740.0,0.0,0.0,0.06630773097276688
6,0.0,0.0,0.0,5136.0,0.0,0.0,0.1471976935863495
6,0.0,0.0,0.0,10562.0,0.0,0.0,0.10759595036506653
6,0.0,0.0,0.0,11091.0,0.0,0.0,0.13522778451442719
6,0.0,0.0,0.0,12965.0,0.0,0.0,0.062271010130643845
6,0.0,0.0,0.0,12426.0,0.0,0.0,0.05757305771112442
6,0.0,0.0,0.0,1127.0,1.0,1.0,0.1935841590166092
6,0.0,0.0,0.0,999.0,1.0,1.0,0.2098219096660614
6,0.0,0.0,0.0,678.0,1.0,1.0,0.2758258283138275
6,0.0,0.0,0.0,1667.0,1.0,1.0,0.22395764291286469
6,0.0,0.0,0.0,3729.0,1.0,1.0,0.25163576006889343
6,0.0,0.0,0.0,1883.0,1.0,1.0,0.2036142349243164
6,0.0,0.0,0.0,5660.0,0.0,0.0,0.13514307141304016
6,0.0,0.0,0.0,5374.0,0.0,0.0,0.10955933481454849
6,0.0,0.0,0.0,5695.0,0.0,0.0,0.17335669696331024
6,0.0,0.0,0.0,9500.0,0.0,0.0,0.07909543812274933
6,0.0,0.0,0.0,10041.0,0.0,0.0,0.09317772835493088
7,0.0,0.0,0.0,9402.0,0.0,0.0,0.14160707592964172
