_step,_timestamp,val-aux/alfworld/reward/std@2,val-aux/alfworld/reward/best@16/mean,training/epoch,response_length/mean,actor/kl_loss,prompt_length/min,timing_s/dump_rollout_generations,critic/rewards_teacher/min,diag/group_teacher_minus_on_reward_mean,val-aux/alfworld/reward/mean@1,timing_per_token_ms/gen,val-aux/alfworld/reward/worst@8/mean,global_seqlen/min,val-aux/alfworld/reward/best@16/std,actor/off_pg_loss,perf/throughput,response_length/max,val-core/alfworld/reward/best@94/std,val-aux/alfworld/reward/best@3/std,diag/exp_token_ratio,critic/rewards_sum/max,val-aux/alfworld/reward/worst@3/std,critic/rewards/max,exp_mask_ratio,val-aux/alfworld/reward/best@64/std,diag/entropy_onpolicy_token_std,val-aux/alfworld/reward/worst@94/mean,diag/teacher_adv_pos_ratio,diag/reward_teacher_mean,actor/on_pg_clipfrac_lower,val-core/alfworld/reward/mean@94,actor/on_pg_loss,response_length/clip_ratio,global_seqlen/balanced_max,prompt_length/mean,critic/rewards_teacher/mean,critic/advantages/min,val-aux/alfworld/reward/best@8/mean,critic/rewards_sum/mean,actor/grad_norm,val-aux/alfworld/reward/worst@2/mean,critic/returns/max,global_seqlen/max,actor/entropy_loss,val-aux/alfworld/reward/best@3/mean,diag/reward_onpolicy_mean,val-aux/alfworld/reward/worst@8/std,val-aux/alfworld/reward/best@32/std,diag/group_gap_count,diag/adv_onpolicy_sample_mean,luffy/tasks_with_partial_teacher,diag/adv_teacher_token_mean,actor/on_pg_clipfrac,luffy/total_onpolicy_kept,timing_s/adv,critic/returns/min,perf/mfu/actor,diag/group_teacher_minus_on_reward_std,diag/entropy_offpolicy_token_mean,actor/pg_loss,val-aux/alfworld/reward/worst@2/std,global_seqlen/mean,val-core/alfworld/reward/best@94/mean,val-aux/alfworld/reward/best@2/std,prompt_length/max,training/global_step,critic/advantages/mean,critic/score/max,diag/entropy_teacher_token_mean,timing_per_token_ms/update_actor,critic/rewards_last/mean,val-aux/alfworld/reward/best@32/mean,prompt_length/clip_ratio,perf/cpu_memory_used_gb,val-aux/alfworld/reward/worst@4/std,global_seqlen/minmax_diff,diag/entropy_onpolicy_token_mean,timing_s/reward,critic/rewards_onpolicy/max,perf/total_num_tokens,perf/time_per_step,response_length/min,diag/adv_onpolicy_token_mean,luffy/tasks_with_full_teacher,critic/rewards_last/min,timing_s/testing,critic/rewards_onpolicy/count,critic/rewards_onpolicy/mean,diag/teacher_token_ratio,critic/returns/mean,timing_per_token_ms/adv,timing_s/old_log_prob,actor/ppo_kl,val-aux/alfworld/reward/worst@94/std,val-aux/alfworld/reward/worst@32/std,timing_s/update_actor,diag/onpolicy_adv_pos_ratio,val-aux/alfworld/reward/worst@64/mean,_runtime,timing_s/ref,critic/advantages/max,perf/max_memory_reserved_gb,critic/rewards/mean,critic/rewards_last/max,critic/rewards_onpolicy/min,val-aux/alfworld/reward/std@94,val-aux/alfworld/reward/best@2/mean,luffy/onpolicy_replaced_by_teacher,val-aux/alfworld/reward/best@8/std,val-aux/alfworld/reward/mean@3,training/num_term_traj,critic/rewards_teacher/count,actor/kl_coef,timing_s/step,perf/max_memory_allocated_gb,timing_s/gen,val-aux/alfworld/reward/std@3,timing_per_token_ms/ref,val-aux/alfworld/reward/best@4/mean,critic/score/min,val-aux/alfworld/reward/worst@16/std,critic/rewards_sum/min,luffy/tasks_without_teacher,actor/lr,critic/rewards/min,val-aux/alfworld/reward/best@4/std,training/num_not_none_traj,val-aux/alfworld/reward/best@64/mean,critic/rewards_teacher/max,val-aux/alfworld/reward/mean@2,val-aux/alfworld/reward/worst@16/mean,val-aux/alfworld/reward/worst@3/mean,luffy/total_teacher_rollouts,diag/adv_teacher_sample_mean,val-aux/alfworld/reward/worst@4/mean,global_seqlen/balanced_min,val-aux/alfworld/reward/worst@64/std,critic/score/mean,val-aux/alfworld/reward/worst@32/mean,run_id,label,teacher_use_log_prob,teacher_sampling
68,1767984328.257762,,,0,5482.671875,1.6297965049743652,275,0.17784396559000015,1.0,0.38095238095238093,,0.900665100522943,,68654,,0.0,279.4045236180655,13171,,,0.005733974277973175,1,,1,0.0022610400337725878,,0.33442720770835876,,0.8333333134651184,1.0,0,,0.10391288623213768,0.015625,94420,418.171875,1.0,-2.4748666286468506,,0.546875,1.7149378061294556,,1.6201815605163574,121902,0.06969591975212097,,0.5,,,6.0,-0.013328101485967636,0.0,0.7842503190040588,0,58.0,0.1056145541369915,-2.4748666286468506,0.19174162168331849,0.28171808490950556,0.337377667427063,0.10391288623213768,,94413.5,,,733,68,-0.018406081944704056,1,0.337377667427063,0.03829074019218492,0.546875,,0.125,272.20914459228516,,53248,0.06815218180418015,0.003488779067993164,1.0,377654,337.9097044579685,454,-0.02303503453731537,6.0,0,,58.0,0.5,0.005733974277973175,-0.018406081944704056,0.00027965956705606587,3.639992382377386,0,,,14.460651196539402,0.37931033968925476,,24127.913866219,3.4640617854893208,1.6201815605163574,97.23046875,0.546875,1,0.0,,,6.0,,,32,6.0,0.001,337.9097044579685,76.05430126190186,316.035277787596,,0.009172580683613362,,0,,0,2.0,1e-06,0,,64,,1.0,,,,6.0,0.06294955313205719,,94403,,0.546875,,nj1g3tzx,LUFFY / logprob / sampling=confidence,True,confidence
69,1767984692.18311,,,0,4364.953125,0.4688892960548401,275,0.139831330627203,1.0,0.6607142857142858,,1.2460014987665131,,49105,,-0.06861434131860733,206.29043313164493,8586,,,0.011107650585472584,1,,1,0.0053514763712882996,,0.4272846579551697,,1.0,1.0,0,,0.010440254583954811,0.015625,75081,327.0625,1.0,-1.6201815605163574,,0.421875,1.9760042428970337,,2.4748666286468506,118422,0.11005838215351105,,0.3392857015132904,,,8.0,-0.027324048802256584,0.0,1.2837566137313843,0,56.0,0.0858776904642582,-1.6201815605163574,0.19171819737025741,0.236227795630767,0.4241812229156494,-0.05817408673465252,,75072.25,,,474,69,-0.02241770550608635,1,0.4241812229156494,0.03505208158226746,0.421875,,0.109375,272.3837432861328,,69317,0.10653001070022583,0.001903880387544632,1.0,300289,363.9153249152005,564,-0.03708919137716293,8.0,0,,56.0,0.3392857015132904,0.011107650585472584,-0.02241770550608635,0.00028598347080398615,2.6345620825886726,0,,,10.525754526257515,0.3392857015132904,,24490.295821812,2.4299925789237022,2.4748666286468506,97.23046875,0.421875,1,0.0,,,8.0,,,19,8.0,0.001,363.9153249152005,76.05430126190186,348.0792406909168,,0.008092179796541673,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.18052701652050018,,75068,,0.421875,,nj1g3tzx,LUFFY / logprob / sampling=confidence,True,confidence
70,1767985054.565021,,,0,5675.765625,0.4551675319671631,275,0.15842758119106293,1.0,0.625,,0.9419822643279728,,75421,,-0.20923177152872086,268.97410195863483,9986,,,0.0063289920799434185,1,,1,0.003406208474189043,,0.3371905982494354,,1.0,1.0,0,,0.048974016681313515,0.015625,97472,415.984375,1.0,-2.4748666286468506,,0.453125,2.0043890476226807,,2.4748666286468506,122958,0.06913109123706818,,0.375,,,8.0,-0.014752117916941643,0.0,1.260113000869751,0,56.0,0.09430617839097977,-2.4748666286468506,0.2061096177588281,0.25691954589175287,0.3675578534603119,-0.16025775484740734,,97468.0,,,560,70,-0.01708897389471531,1,0.3675578534603119,0.03422925225962596,0.453125,,0.109375,273.01261138916016,,47537,0.06723032891750336,0.0014866180717945099,1.0,389872,362.36945969983935,479,-0.025223860517144203,8.0,0,,56.0,0.375,0.0063289920799434185,-0.01708897389471531,0.0002418901033954215,3.4138087779283524,0,,,13.345027036964893,0.375,,24812.856856082,3.1627411283552647,2.4748666286468506,97.23046875,0.453125,1,0.0,,,8.0,,,23,8.0,0.001,362.36945969983935,76.05430126190186,342.1741155348718,,0.00811225512054024,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.1066964715719223,,97466,,0.453125,,nj1g3tzx,LUFFY / logprob / sampling=confidence,True,confidence
71,1767985377.1260312,,,0,4662.34375,0.6454318761825562,275,0.1677110306918621,1.0,0.5178571428571428,,1.0146370484759315,,54882,,-0.06861434131860733,251.54212160274713,13761,,,0.007654412183910608,1,,1,0.0024663095828145742,,0.3657968044281006,,1.0,1.0,0,,0.10253225080668926,0.015625,81142,408.546875,1.0,-2.4748666286468506,,0.546875,2.465294361114502,,1.6201815605163574,99720,0.07882434874773026,,0.4821428656578064,,,8.0,-0.011814197525382042,0.0,1.014973521232605,0,56.0,0.10256807506084442,-2.4748666286468506,0.17671908291508315,0.27606472917393404,0.3595053553581238,0.03391790948808193,,81134.25,,,709,71,-0.021404258906841278,1,0.3595053553581238,0.039989725496587074,0.546875,,0.109375,273.46538162231445,,44838,0.07665933668613434,0.002007771283388138,1.0,324537,322.5473709255457,506,-0.02939831279218197,8.0,0,,56.0,0.4821428656578064,0.007654412183910608,-0.021404258906841278,0.0003160443187089436,3.415470454841852,0,,,12.97814554348588,0.4821428656578064,,25182.945669734,3.0915041528642178,1.6201815605163574,97.23046875,0.546875,1,0.0,,,8.0,,,32,8.0,0.001,322.5473709255457,76.05430126190186,302.7575488947332,,0.009525891201509281,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.10901735723018646,,81128,,0.546875,,nj1g3tzx,LUFFY / logprob / sampling=confidence,True,confidence
72,1767985747.2149217,,,0,4260.078125,0.1909804493188858,275,0.17785551026463509,1.0,0.4642857142857143,,1.2922029526698144,,22655,,-0.03068525530397892,199.77891568257363,16571,,,0.008006748743355274,1,,1,0.001999025698751211,,0.36669933795928955,,1.0,1.0,0,,-0.054634321480989456,0.015625,75522,360.75,1.0,-2.4748666286468506,,0.59375,2.288411855697632,,2.4748666286468506,137168,0.08109141886234283,,0.5357142686843872,,,8.0,-0.02172347903251648,0.0,1.5003671646118164,0,56.0,0.11601703986525536,-2.4748666286468506,0.18046152254100706,0.34809979802889157,0.2848098874092102,-0.08531957678496838,,73933.25,,,492,72,-0.04152119159698486,1,0.2848098874092102,0.03922466533103585,0.59375,,0.109375,273.8316650390625,,114513,0.07944713532924652,0.0040748231112957,1.0,295733,370.075339268893,396,-0.05396634712815285,8.0,0,,56.0,0.5357142686843872,0.008006748743355274,-0.04152119159698486,0.00039230332720817547,2.923520904034376,0,,,11.600027952343225,0.5357142686843872,,25456.74140283,2.917408514767885,2.4748666286468506,97.23046875,0.59375,1,0.0,,,8.0,,,35,8.0,0.001,370.075339268893,76.05430126190186,352.3126740306616,,0.00986500835134356,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.09833040088415146,,73396,,0.59375,,nj1g3tzx,LUFFY / logprob / sampling=confidence,True,confidence
73,1767986021.0106,,,0,3936.8125,0.30290716886520386,275,0.12275944277644157,1.0,0.5714285714285714,,1.031512013022947,,59366,,-0.3119200859218836,247.8942038319132,6986,,,0.011541698127985,1,,1,0.006203071679919958,,0.4100773334503174,,0.875,1.0,0,,-0.09604604914784431,0.015625,67878,305.078125,1.0,-2.4748666286468506,,0.5,1.7838515043258667,,2.4748666286468506,90723,0.10356663912534714,,0.4285714328289032,,,8.0,-0.01730130985379219,0.0,1.6193848848342896,0,56.0,0.08767028898000717,-2.4748666286468506,0.20039609035724454,0.3779644730092272,0.40233272314071655,-0.4079661350697279,,67870.25,,,339,73,-0.009870722889900208,1,0.40233272314071655,0.03317104041773764,0.5,,0.109375,273.982177734375,,31357,0.10007810592651367,0.0026268474757671356,1.0,271481,273.78715980798006,394,-0.02889467030763626,8.0,0,,56.0,0.4285714328289032,0.011541698127985,-0.009870722889900208,0.0003229334243648991,2.4243359714746475,0,,,9.005307223647833,0.3035714328289032,,25798.306301334,2.2249091044068336,2.4748666286468506,97.23046875,0.5,1,0.0,,,8.0,,,27,8.0,0.001,273.78715980798006,76.05430126190186,259.8956407532096,,0.008195450526581358,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.18252772092819214,,67864,,0.5,,nj1g3tzx,LUFFY / logprob / sampling=confidence,True,confidence
74,1767986362.575542,,,0,5405.0,0.5000011324882507,275,0.17044350877404213,1.0,0.5535714285714286,,0.9348462590242148,,74200,,-0.19376587122678757,272.27054000268924,12684,,,0.008091466501355171,1,,1,0.0032586525194346905,,0.33926206827163696,,1.0,1.0,0,,0.47135182097554207,0.015625,93000,407.015625,1.0,-2.4748666286468506,,0.515625,2.265376091003418,,2.4748666286468506,120860,0.07053888589143753,,0.4464285671710968,,,8.0,-0.013417467474937439,0.0,1.3883875608444214,0,56.0,0.09634308144450188,-2.4748666286468506,0.22268136799298915,0.30670650066638694,0.3372120261192322,0.2775859497487545,,92992.25,,,737,74,-0.01369503978639841,1,0.3372120261192322,0.032293630427587795,0.515625,,0.109375,274.39078521728516,,46660,0.06836351007223129,0.002513255923986435,1.0,371969,341.5435617789626,467,-0.025132490321993828,8.0,0,,56.0,0.4464285671710968,0.008091466501355171,-0.01369503978639841,0.0002590083621067935,3.0076297894120216,0,,,12.012229416519403,0.4464285671710968,,26175.65254627,2.852707326412201,2.4748666286468506,97.23046875,0.515625,1,0.0,,,8.0,,,29,8.0,0.001,341.5435617789626,76.05430126190186,323.38201792165637,,0.007669207182351758,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.10151375085115433,,92984,,0.515625,,nj1g3tzx,LUFFY / logprob / sampling=confidence,True,confidence
75,1767986739.9217987,,,0,5928.484375,0.22013507783412933,275,0.17827171087265015,1.0,0.5357142857142857,,0.9398726989496955,,76933,,-0.22445110976696014,270.3079199310817,12657,,,0.006549418438225985,1,,1,0.002899352228268981,,0.30196884274482727,,1.0,1.0,0,,0.2886182125657797,0.015625,102004,446.28125,1.0,-2.4748666286468506,,0.53125,2.150444269180298,,2.4748666286468506,147384,0.05842876434326172,,0.4642857015132904,,,8.0,-0.010648275725543499,0.0,0.9300323128700256,0,56.0,0.11209797114133835,-2.4748666286468506,0.21891429235731158,0.25505101530510177,0.34860190749168396,0.06416710279881954,,101996.25,,,735,75,-0.01834394969046116,1,0.34860190749168396,0.03363834978799378,0.53125,,0.109375,274.52510833740234,,70451,0.05651576444506645,0.003899775445461273,1.0,407985,377.3335610218346,608,-0.024596212431788445,8.0,0,,56.0,0.4642857015132904,0.006549418438225985,-0.01834394969046116,0.00027476003073970454,3.474474400281906,0,,,13.723942138254642,0.4642857015132904,,26542.016194705,3.2098125256597996,2.4748666286468506,97.23046875,0.53125,1,0.0,,,8.0,,,30,8.0,0.001,377.3335610218346,76.05430126190186,356.6093190535903,,0.007867476808362561,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.0811137780547142,,101987,,0.53125,,nj1g3tzx,LUFFY / logprob / sampling=confidence,True,confidence
76,1767987106.285421,,,0,5911.4375,0.464312881231308,275,0.18829072639346123,1.0,0.6428571428571428,,0.9146718176857552,,56744,,-0.09431704506278038,275.69525335579493,11151,,,0.0061321803368628025,1,,1,0.00309168454259634,,0.3031216263771057,,0.875,1.0,0,,0.18868310377001762,0.015625,101008,401.109375,1.0,-1.6201815605163574,,0.4375,1.38889741897583,,2.4748666286468506,139053,0.05961086228489876,,0.3571428656578064,,,8.0,-0.012362771667540073,0.0,1.685636281967163,0,56.0,0.10602892190217972,-1.6201815605163574,0.21605014467928157,0.3571428571428572,0.3032781183719635,0.09436605870723724,,101000.75,,,574,76,-0.008067779242992401,1,0.3032781183719635,0.03310196636277569,0.4375,,0.109375,274.99214935302734,,82309,0.05810743197798729,0.002278260886669159,1.0,404003,366.34925255551934,441,-0.018517961725592613,8.0,0,,56.0,0.3571428656578064,0.0061321803368628025,-0.008067779242992401,0.00026244587763501684,3.437527470290661,0,,,13.373293716460466,0.2321428507566452,,26877.958006495,3.1720702797174454,2.4748666286468506,97.23046875,0.4375,1,0.0,,,8.0,,,22,8.0,0.001,366.34925255551934,76.05430126190186,346.04961812868714,,0.00785160080424513,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.10896845161914825,,100985,,0.4375,,nj1g3tzx,LUFFY / logprob / sampling=confidence,True,confidence
77,1767987442.2272358,,,0,5247.546875,1.196916103363037,275,0.16785374656319618,1.0,0.5535714285714286,,0.9404050934439246,,70658,,-0.06861434131860733,269.18992666597876,12586,,,0.006482195574790239,1,,1,0.0025583351962268353,,0.32380837202072144,,0.875,1.0,0,,0.07739310339093208,0.015625,90431,404.171875,1.0,-1.20761239528656,,0.515625,2.106300115585327,,1.20761239528656,109472,0.06544256955385208,,0.4464285671710968,,,8.0,-0.009467706084251404,0.0,0.994082510471344,0,56.0,0.1305299960076809,-1.20761239528656,0.1964550716656823,0.23076514255928723,0.4052693545818329,0.008778762072324753,,90427.5,,,710,77,-0.014192578382790089,1,0.4052693545818329,0.036520616333609424,0.515625,,0.109375,274.9196128845215,,38814,0.06322536617517471,0.0021349377930164337,1.0,361710,335.92453150078654,491,-0.020771058276295662,8.0,0,,56.0,0.4464285671710968,0.006482195574790239,-0.014192578382790089,0.0003608691935740811,3.404016263782978,0,,,13.209872134029865,0.3214285671710968,,27211.819538073,3.150976996868849,1.20761239528656,97.23046875,0.515625,1,0.0,,,8.0,,,29,8.0,0.001,335.92453150078654,76.05430126190186,315.828467797488,,0.008711335038757151,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.0970320999622345,,90424,,0.515625,,nj1g3tzx,LUFFY / logprob / sampling=confidence,True,confidence
78,1767987776.088752,,,0,5531.6875,0.25633665919303894,275,0.1806311160326004,1.0,0.7142857142857143,,0.8865640829496314,,63176,,-0.28123483061790466,283.390922392703,12675,,,0.00703051732853055,1,,1,0.0029001212678849697,,0.32065442204475403,,1.0,1.0,0,,0.2720020227134228,0.015625,94617,381.421875,1.0,-1.6201815605163574,,0.375,2.1342241764068604,,2.4748666286468506,116645,0.06407028436660767,,0.2857142984867096,,,8.0,-0.013935917988419533,0.0,1.3207027912139893,0,56.0,0.10389568284153938,-1.6201815605163574,0.19531451126295182,0.2766416675862441,0.3438391089439392,-0.009232807904481888,,94609.75,,,735,78,-0.01343513373285532,1,0.3438391089439392,0.035714220376131374,0.375,,0.109375,275.279727935791,,53469,0.062089432030916214,0.003293905407190323,1.0,378439,333.84890807792544,571,-0.022881224751472473,8.0,0,,56.0,0.2857142984867096,0.00703051732853055,-0.01343513373285532,0.00027453746268629655,3.2786374129354954,0,,,13.515653844922781,0.2857142984867096,,27479.143995777,2.8749668039381504,2.4748666286468506,97.23046875,0.375,1,0.0,,,8.0,,,20,8.0,0.001,333.84890807792544,76.05430126190186,313.8685091584921,,0.0075969094198487745,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.15076030790805817,,94605,,0.375,,nj1g3tzx,LUFFY / logprob / sampling=confidence,True,confidence
79,1767988043.4131453,,,0,3819.265625,0.41492339968681335,275,0.14372888579964638,1.0,0.4464285714285714,,1.0306232980079972,,48944,,-0.1901305727660656,248.59830118505883,9090,,,0.009679543785750866,1,,1,0.0038918571081012487,,0.36993399262428284,,1.0,1.0,0,,-0.013052744790911674,0.015625,66461,333.953125,1.0,-2.4748666286468506,,0.609375,2.1720707416534424,,1.6201815605163574,84942,0.08326906710863113,,0.5535714030265808,,,8.0,-0.007204999215900898,0.0,0.7218954563140869,0,56.0,0.09088047593832016,-2.4748666286468506,0.1734609550499522,0.21943224513293763,0.347443163394928,-0.20318331755697727,,66451.5,,,409,79,-0.022903859615325928,1,0.347443163394928,0.03799089782629693,0.609375,,0.109375,275.2229995727539,,35998,0.08068698644638062,0.0019044876098632812,1.0,265806,267.30472285300493,457,-0.030183644965291023,8.0,0,,56.0,0.5535714030265808,0.009679543785750866,-0.022903859615325928,0.0003419052840730464,2.652170956134796,0,,,10.098208587616682,0.5535714030265808,,27858.382019317,2.3712266497313976,1.6201815605163574,97.23046875,0.609375,1,0.0,,,8.0,,,36,8.0,0.001,267.30472285300493,76.05430126190186,251.9183446019888,,0.008920892115796475,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.09911732375621796,,66445,,0.609375,,nj1g3tzx,LUFFY / logprob / sampling=confidence,True,confidence
80,1767988422.6512842,,,0,5881.578125,0.3186812400817871,275,0.17237184941768646,1.0,0.7551020408163266,,0.9506636769546422,,74410,,-0.14061741530895233,265.3645034273175,10827,,,0.004006152506917715,1,,1,0.002066523302346468,,0.3244130611419678,,1.0,1.0,0,,0.1174869816750288,0.015625,100637,407.96875,1.0,-2.4748666286468506,,0.34375,1.7485789060592651,,2.4748666286468506,121375,0.06294870376586914,,0.2631579041481018,,,7.0,-0.013886654749512672,0.0,1.9495234489440918,0,57.0,0.10582659021019936,-2.4748666286468506,0.20028729722703173,0.3475384972638041,0.337274432182312,-0.02313043363392353,,100632.75,,,575,80,-0.00982673466205597,1,0.337274432182312,0.03483069463550567,0.34375,,0.109375,276.0438652038574,,46965,0.061845291405916214,0.0017468258738517761,1.0,402531,379.2246087938547,830,-0.017707763239741325,7.0,0,,57.0,0.2631579041481018,0.004006152506917715,-0.00982673466205597,0.0002629029570646717,3.5798234790563583,0,,,14.020434342324734,0.2631579041481018,,28211.702340449,3.456746708601713,2.4748666286468506,97.23046875,0.34375,1,0.0,,,7.0,,,16,7.0,0.001,379.2246087938547,76.05430126190186,357.84977194294333,,0.008587529180613947,,0,,0,1.0,1e-06,0,,64,,1.0,,,,7.0,0.19224165380001068,,100626,,0.34375,,nj1g3tzx,LUFFY / logprob / sampling=confidence,True,confidence
81,1767988775.9715095,,,0,5535.59375,0.3462579846382141,275,0.19562841579318047,1.0,0.5892857142857143,,0.9409126856403284,,86571,,-0.05314844101667404,268.46002007910045,13873,,,0.00797396432608366,1,,1,0.003027270082384348,,0.307740718126297,,0.875,1.0,0,,0.05941429361701012,0.015625,94868,392.46875,1.0,-1.6201815605163574,,0.484375,1.7916693687438965,,2.4748666286468506,101979,0.06047844886779785,,0.4107142984867096,,,8.0,-0.008182711899280548,0.0,1.3293410539627075,0,56.0,0.10658871382474899,-1.6201815605163574,0.20825826393232036,0.29827309086589404,0.321194052696228,0.006265852600336075,,94849.0,,,708,81,-0.0074242413975298405,1,0.321194052696228,0.034435288618380216,0.484375,,0.109375,275.8665962219238,,15408,0.058382805436849594,0.001947697252035141,1.0,379396,353.3077289201319,657,-0.018169239163398743,8.0,0,,56.0,0.4107142984867096,0.00797396432608366,-0.0074242413975298405,0.0002809431670991497,3.490515235811472,0,,,13.06461076065898,0.2857142984867096,,28475.418086542,3.0827757343649864,2.4748666286468506,97.23046875,0.484375,1,0.0,,,8.0,,,26,8.0,0.001,353.3077289201319,76.05430126190186,333.3446644432843,,0.008125482963354875,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.09650956839323044,,94834,,0.484375,,nj1g3tzx,LUFFY / logprob / sampling=confidence,True,confidence
82,1767989039.6873424,,,0,3684.59375,0.4196063280105591,275,0.1373288370668888,1.0,0.5178571428571428,,1.0595906535360438,,56087,,-0.03068525716662407,244.0632674593771,10559,,,0.013536091893911362,1,,1,0.004485565237700939,,0.41127899289131165,,1.0,1.0,0,,0.39426897279918194,0.015625,64365,337.890625,1.0,-2.4748666286468506,,0.546875,2.527175188064575,,2.4748666286468506,71458,0.09871302545070648,,0.4821428656578064,,,8.0,-0.014651687815785408,0.0,1.260918140411377,0,56.0,0.09461351484060287,-2.4748666286468506,0.18596683076414552,0.28515570397627343,0.42853495478630066,0.36358371563255787,,64359.75,,,560,82,-0.01264967955648899,1,0.42853495478630066,0.0349801002030246,0.546875,,0.109375,276.5466499328613,,15371,0.09418728202581406,0.0031639598309993744,1.0,257439,263.701091401279,438,-0.030125362798571587,8.0,0,,56.0,0.4821428656578064,0.013536091893911362,-0.01264967955648899,0.0003675181881556519,2.3829745054244995,0,,,9.005242016166449,0.4821428656578064,,28825.418287072,2.1906337924301624,2.4748666286468506,97.23046875,0.546875,1,0.0,,,8.0,,,30,8.0,0.001,263.701091401279,76.05430126190186,249.86631037294865,,0.008509331501560224,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.171748086810112,,64349,,0.546875,,nj1g3tzx,LUFFY / logprob / sampling=confidence,True,confidence
83,1767989389.6875455,,,0,5139.796875,0.6759450435638428,275,0.14121907949447632,1.0,0.5714285714285714,,1.007297279592235,,69596,,-0.16791394725441933,252.88294294663734,9563,,,0.008642729371786118,1,,1,0.004412184469401836,,0.3267049789428711,,1.0,1.0,0,,0.22642731294035912,0.015625,88510,391.8125,1.0,-1.6201815605163574,,0.5,1.8745843172073364,,1.20761239528656,98948,0.06601506471633911,,0.4285714328289032,,,8.0,-0.006992789451032877,0.0,1.05686616897583,0,56.0,0.09983925893902779,-1.6201815605163574,0.19806596006529548,0.18898223650461363,0.35646477341651917,0.05851336568593979,,88505.75,,,505,83,-0.013195347040891647,1,0.35646477341651917,0.03495435730566394,0.5,,0.109375,277.4223175048828,,29352,0.06348290294408798,0.002151675522327423,1.0,354023,349.9870294481516,485,-0.02252422831952572,8.0,0,,56.0,0.4285714328289032,0.008642729371786118,-0.013195347040891647,0.00028201348200266024,3.106358539313078,0,,,12.374646436423063,0.4285714328289032,,29085.904677457,2.895728573203087,1.20761239528656,97.23046875,0.5,1,0.0,,,8.0,,,28,8.0,0.001,349.9870294481516,76.05430126190186,331.34741823002696,,0.008179492782116096,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.10727473348379135,,88498,,0.5,,nj1g3tzx,LUFFY / logprob / sampling=confidence,True,confidence
84,1767989650.1738532,,,0,4057.53125,0.46450039744377136,275,0.15258032828569412,1.0,0.5535714285714286,,0.9453341660752579,,59641,,-0.05077345483005047,269.016542000543,7722,,,0.010713103227317333,1,,1,0.0053264000453054905,,0.3839620053768158,,1.0,1.0,0,,0.2116213720291853,0.015625,70073,321.921875,1.0,-2.4748666286468506,,0.515625,2.6651268005371094,,2.4748666286468506,76852,0.08517686277627945,,0.4464285671710968,,,8.0,-0.013918938115239143,0.0,1.1865901947021484,0,56.0,0.10553540661931038,-2.4748666286468506,0.18690377432484723,0.35310214166580695,0.3034631907939911,0.16084791719913483,,70071.25,,,439,84,-0.017015233635902405,1,0.3034631907939911,0.03516005406068029,0.515625,,0.109375,277.6177177429199,,17211,0.08281301707029343,0.001604471355676651,1.0,280285,260.4719006456435,549,-0.030049216002225876,8.0,0,,56.0,0.4464285671710968,0.010713103227317333,-0.017015233635902405,0.00037652891385307947,2.5124278627336025,0,,,9.854835752397776,0.4464285671710968,,29421.579706396,2.335282940417528,2.4748666286468506,97.23046875,0.515625,1,0.0,,,8.0,,,28,8.0,0.001,260.4719006456435,76.05430126190186,245.4862669147551,,0.008331815617737404,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.11912845820188522,,70068,,0.515625,,nj1g3tzx,LUFFY / logprob / sampling=confidence,True,confidence
