_step,_timestamp,val-aux/alfworld/reward/std@2,val-aux/alfworld/reward/best@16/mean,training/epoch,response_length/mean,actor/kl_loss,prompt_length/min,timing_s/dump_rollout_generations,critic/rewards_teacher/min,diag/group_teacher_minus_on_reward_mean,val-aux/alfworld/reward/mean@1,timing_per_token_ms/gen,val-aux/alfworld/reward/worst@8/mean,global_seqlen/min,val-aux/alfworld/reward/best@16/std,actor/off_pg_loss,perf/throughput,response_length/max,val-core/alfworld/reward/best@94/std,val-aux/alfworld/reward/best@3/std,diag/exp_token_ratio,critic/rewards_sum/max,val-aux/alfworld/reward/worst@3/std,critic/rewards/max,exp_mask_ratio,val-aux/alfworld/reward/best@64/std,diag/entropy_onpolicy_token_std,val-aux/alfworld/reward/worst@94/mean,diag/teacher_adv_pos_ratio,diag/reward_teacher_mean,actor/on_pg_clipfrac_lower,val-core/alfworld/reward/mean@94,actor/on_pg_loss,response_length/clip_ratio,global_seqlen/balanced_max,prompt_length/mean,critic/rewards_teacher/mean,critic/advantages/min,val-aux/alfworld/reward/best@8/mean,critic/rewards_sum/mean,actor/grad_norm,val-aux/alfworld/reward/worst@2/mean,critic/returns/max,global_seqlen/max,actor/entropy_loss,val-aux/alfworld/reward/best@3/mean,diag/reward_onpolicy_mean,val-aux/alfworld/reward/worst@8/std,val-aux/alfworld/reward/best@32/std,diag/group_gap_count,diag/adv_onpolicy_sample_mean,luffy/tasks_with_partial_teacher,diag/adv_teacher_token_mean,actor/on_pg_clipfrac,luffy/total_onpolicy_kept,timing_s/adv,critic/returns/min,perf/mfu/actor,diag/group_teacher_minus_on_reward_std,diag/entropy_offpolicy_token_mean,actor/pg_loss,val-aux/alfworld/reward/worst@2/std,global_seqlen/mean,val-core/alfworld/reward/best@94/mean,val-aux/alfworld/reward/best@2/std,prompt_length/max,training/global_step,critic/advantages/mean,critic/score/max,diag/entropy_teacher_token_mean,timing_per_token_ms/update_actor,critic/rewards_last/mean,val-aux/alfworld/reward/best@32/mean,prompt_length/clip_ratio,perf/cpu_memory_used_gb,val-aux/alfworld/reward/worst@4/std,global_seqlen/minmax_diff,diag/entropy_onpolicy_token_mean,timing_s/reward,critic/rewards_onpolicy/max,perf/total_num_tokens,perf/time_per_step,response_length/min,diag/adv_onpolicy_token_mean,luffy/tasks_with_full_teacher,critic/rewards_last/min,timing_s/testing,critic/rewards_onpolicy/count,critic/rewards_onpolicy/mean,diag/teacher_token_ratio,critic/returns/mean,timing_per_token_ms/adv,timing_s/old_log_prob,actor/ppo_kl,val-aux/alfworld/reward/worst@94/std,val-aux/alfworld/reward/worst@32/std,timing_s/update_actor,diag/onpolicy_adv_pos_ratio,val-aux/alfworld/reward/worst@64/mean,_runtime,timing_s/ref,critic/advantages/max,perf/max_memory_reserved_gb,critic/rewards/mean,critic/rewards_last/max,critic/rewards_onpolicy/min,val-aux/alfworld/reward/std@94,val-aux/alfworld/reward/best@2/mean,luffy/onpolicy_replaced_by_teacher,val-aux/alfworld/reward/best@8/std,val-aux/alfworld/reward/mean@3,training/num_term_traj,critic/rewards_teacher/count,actor/kl_coef,timing_s/step,perf/max_memory_allocated_gb,timing_s/gen,val-aux/alfworld/reward/std@3,timing_per_token_ms/ref,val-aux/alfworld/reward/best@4/mean,critic/score/min,val-aux/alfworld/reward/worst@16/std,critic/rewards_sum/min,luffy/tasks_without_teacher,actor/lr,critic/rewards/min,val-aux/alfworld/reward/best@4/std,training/num_not_none_traj,val-aux/alfworld/reward/best@64/mean,critic/rewards_teacher/max,val-aux/alfworld/reward/mean@2,val-aux/alfworld/reward/worst@16/mean,val-aux/alfworld/reward/worst@3/mean,luffy/total_teacher_rollouts,diag/adv_teacher_sample_mean,val-aux/alfworld/reward/worst@4/mean,global_seqlen/balanced_min,val-aux/alfworld/reward/worst@64/std,critic/score/mean,val-aux/alfworld/reward/worst@32/mean,run_id,label,teacher_use_log_prob,teacher_sampling
66,1767948511.273902,,,0,4150.515625,0.35262230038642883,275,0.1627335511147976,1.0,0.4285714285714286,,1.1558160756037872,,51715,,-0.20646101795136929,222.98515458772857,11736,,,0.0092081930488348,1,,1,0.0031110092531889677,,0.4176303446292877,,1.0,1.0,0,,0.05737186037003994,0.015625,72476,377.8125,1.0,-2.4748666286468506,,0.625,2.071826219558716,,1.6201815605163574,102834,0.10644270479679108,,0.5714285969734192,,,8.0,-0.028906557708978653,0.0,0.7339103817939758,0,56.0,0.15137894824147224,-2.4748666286468506,0.16836605297096965,0.28571428571428575,0.3626568913459778,-0.14908915758132935,,72453.25,,,549,66,-0.07317765802145004,1,0.3626568913459778,0.04072575192889167,0.625,,0.109375,240.29828643798828,,51119,0.10406149923801422,0.0022413693368434906,1.0,289813,324.9240970052779,542,-0.0806785449385643,8.0,0,,56.0,0.5714285969734192,0.0092081930488348,-0.07317765802145004,0.0005223331880953312,2.987553507089615,0,,,11.802852343767881,0.5714285969734192,,19521.221479494,2.7759331427514553,1.6201815605163574,99.3046875,0.625,1,0.0,,,8.0,,,37,8.0,0.001,324.9240970052779,75.64783239364624,307.0228916108608,,0.009578359641394469,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.08693239837884903,,72431,,0.625,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
67,1767948742.6109967,,,0,4206.15625,0.2672542929649353,275,0.14741263166069984,1.0,0.5892857142857144,,0.8000443746076904,,29972,,-0.04116859659552574,312.8509392735893,8610,,,0.0129460534080863,1,,1,0.006030246615409851,,0.4659469425678253,,0.875,1.0,0,,0.19074088335037231,0.015625,72371,316.890625,1.0,-1.6201815605163574,,0.484375,2.078430414199829,,2.4748666286468506,112613,0.1325133889913559,,0.4107142984867096,,,8.0,-0.03319110721349716,0.0,1.458425521850586,0,56.0,0.08044706657528877,-1.6201815605163574,0.18698573982967423,0.33071891388307384,0.3917243480682373,0.14957228675484657,,72368.75,,,420,67,-0.04224467650055885,1,0.3917243480682373,0.03587734499520429,0.484375,,0.109375,240.52267456054688,,82641,0.12911362946033478,0.0027823559939861298,1.0,289475,231.32022607326508,549,-0.06192725524306297,8.0,0,,56.0,0.4107142984867096,0.0129460534080863,-0.04224467650055885,0.0002779067849565205,2.816795762628317,0,,,10.385594442486763,0.2857142984867096,,20096.050717981,2.5021717958152294,2.4748666286468506,99.3046875,0.484375,1,0.0,,,8.0,,,29,8.0,0.001,231.32022607326508,75.64783239364624,215.3671453781426,,0.008643826913603003,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.15241028368473053,,72365,,0.484375,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
68,1767949317.4403846,,,0,5738.65625,2.014141798019409,275,0.24523677676916122,1.0,0.4047619047619048,,1.4955431107771382,,75387,,-0.04116860032081604,171.37765689145394,21580,,,0.005478198640048504,1,,1,0.0014089320320636034,,0.3857269883155823,,0.6666666865348816,1.0,0,,0.04501996003091335,0.015625,99462,418.171875,1.0,-1.20761239528656,,0.5,2.008732795715332,,2.4748666286468506,118531,0.09232911467552185,,0.4482758641242981,,,6.0,-0.015273114666342735,0.0,1.0141782760620117,0,58.0,0.13052251189947128,-1.20761239528656,0.17448229564883813,0.3442102927333562,0.3439919352531433,0.003851359710097313,,98509.25,,,733,68,-0.03084864281117916,1,0.3439919352531433,0.043055903222813156,0.5,,0.125,241.2570915222168,,43144,0.0909428521990776,0.003455657511949539,1.0,394037,574.8080104887486,454,-0.036605045199394226,6.0,0,,58.0,0.4482758641242981,0.005478198640048504,-0.03084864281117916,0.0003312443042137446,4.257374059408903,0,,,16.965618938207626,0.2068965584039688,,20325.757407696,3.903358656913042,2.4748666286468506,99.701171875,0.5,1,0.0,,,6.0,,,28,6.0,0.001,574.8080104887486,75.64783239364624,549.2741004675627,,0.0099060714017035,,0,,0,2.0,1e-06,0,,64,,1.0,,,,6.0,0.08177501708269119,,98163,,0.5,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
69,1767949547.1469543,,,0,4167.4375,0.19929338991641998,275,0.15963433682918549,1.0,0.6071428571428572,,0.8032353556265751,,42503,,-0.05314843729138374,313.08176066397726,12464,,,0.011634097434580326,1,,1,0.0037474397104233503,,0.47646668553352356,,1.0,1.0,0,,-0.03444891795516014,0.015625,71929,327.0625,1.0,-2.4748666286468506,,0.46875,2.4911110401153564,,2.4748666286468506,125459,0.13490475714206696,,0.3928571343421936,,,8.0,-0.03821929544210434,0.0,1.264134168624878,0,56.0,0.09535588324069977,-2.4748666286468506,0.1938721021501254,0.26486423168198797,0.4265231788158417,-0.08759735524654388,,71912.0,,,474,69,-0.04597119614481926,1,0.4265231788158417,0.034957926711885016,0.46875,,0.109375,241.2194061279297,,82956,0.13147211074829102,0.001781068742275238,1.0,287648,229.69079976901412,442,-0.06139249727129936,8.0,0,,56.0,0.3928571343421936,0.011634097434580326,-0.04597119614481926,0.00033150198590186535,2.7378810830414295,0,,,10.055577702820301,0.3928571343421936,,20703.72966878,2.383239410817623,2.4748666286468506,99.701171875,0.46875,1,0.0,,,8.0,,,27,8.0,0.001,229.69079976901412,75.64783239364624,214.2357211112976,,0.008285263276009648,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.16142962872982025,,71889,,0.46875,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
70,1767949925.1193655,,,0,5388.359375,0.2886814773082733,275,0.19313303753733635,1.0,0.5357142857142857,,1.034015594475771,,66380,,0.0,245.71288488666505,10831,,,0.006666569970548153,1,,1,0.0031535313464701176,,0.3989419639110565,,0.875,1.0,0,,0.033933281898498535,0.015625,92899,415.984375,1.0,-1.6201815605163574,,0.53125,2.211678981781006,,2.4748666286468506,127287,0.09402012079954147,,0.4642857015132904,,,8.0,-0.018908843398094177,0.0,1.0250403881072998,0,56.0,0.1006862260401249,-1.6201815605163574,0.18735967866701927,0.3253726278265821,0.3726866543292999,0.033933281898498535,,92869.5,,,560,70,-0.028893476352095604,1,0.3726866543292999,0.037943828277546714,0.53125,,0.109375,241.67193222045898,,60907,0.09214989095926285,0.0020195506513118744,1.0,371478,377.9594222046435,479,-0.03596675023436546,8.0,0,,56.0,0.4642857015132904,0.006666569970548153,-0.028893476352095604,0.00027104223141107925,3.605646211653948,0,,,14.095297440886497,0.3392857015132904,,21037.204846962,3.359810519963503,2.4748666286468506,99.701171875,0.53125,1,0.0,,,8.0,,,28,8.0,0.001,377.9594222046435,75.64783239364624,356.585447832942,,0.009044440101334407,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.09087565541267395,,92858,,0.53125,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
71,1767950258.5944426,,,0,4002.921875,0.5888433456420898,275,0.19371912255883217,1.0,0.3214285714285714,,1.2388193985770388,,48212,,-0.07323664240539074,211.67502483156818,12677,,,0.008915362879633904,1,,1,0.0026660317089408636,,0.4280364215373993,,0.875,1.0,0,,0.2238091677427292,0.015625,70594,408.546875,1.0,-2.4748666286468506,,0.71875,2.594608783721924,,0.935412585735321,88508,0.10934732109308243,,0.6785714030265808,,,8.0,-0.019840028136968613,0.0,0.512202262878418,0,56.0,0.1125071831047535,-2.4748666286468506,0.18651682919433302,0.19884872724392935,0.3684742748737335,0.15057252533733845,,70583.5,,,709,71,-0.043044302612543106,1,0.3684742748737335,0.03689750775150068,0.71875,,0.109375,242.04299926757812,,40296,0.10701633244752884,0.003787793219089508,1.0,282334,333.4521871730685,506,-0.04803905636072159,8.0,0,,56.0,0.6785714030265808,0.008915362879633904,-0.043044302612543106,0.00039848967217817724,2.684643730521202,0,,,10.417420953512192,0.5535714030265808,,21284.29023254,2.6441499516367912,0.935412585735321,99.701171875,0.71875,1,0.0,,,8.0,,,44,8.0,0.001,333.4521871730685,75.64783239364624,317.36942526325583,,0.009365326002666315,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.07243549078702927,,70568,,0.71875,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
72,1767950505.6797616,,,0,3364.421875,0.4354622960090637,275,0.1565188281238079,1.0,0.3035714285714286,,1.0648491440509966,,13013,,0.0,241.24191679750976,10215,,,0.010138257406651974,1,,1,0.0031857078429311514,,0.41726627945899963,,0.625,1.0,0,,0.14423888362944126,0.015625,59607,360.75,1.0,-2.4748666286468506,,0.734375,1.6728719472885132,,1.6201815605163574,126260,0.10198970884084702,,0.6964285969734192,,,8.0,-0.00835024006664753,0.0,0.9703452587127686,0,56.0,0.08162622153759003,-2.4748666286468506,0.13858986954278082,0.338344559312436,0.29159724712371826,0.14423888362944126,,59602.75,,,492,72,-0.025315098464488983,1,0.29159724712371826,0.04936622016491233,0.734375,,0.109375,242.33966445922852,,113247,0.10004774481058121,0.002078171819448471,1.0,238411,247.06630916893482,318,-0.03551274165511131,8.0,0,,56.0,0.6964285969734192,0.010138257406651974,-0.025315098464488983,0.000342376071312104,3.0031268298625946,0,,,11.769449915736914,0.3214285671710968,,21580.257241192,2.747273027896881,1.6201815605163574,99.701171875,0.734375,1,0.0,,,8.0,,,45,8.0,0.001,247.06630916893482,75.64783239364624,229.28651224449277,,0.011523264563702519,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.05064558982849121,,59597,,0.734375,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
73,1767950801.6469085,,,0,3885.1875,0.24297626316547394,275,0.17806005850434303,1.0,0.5178571428571429,,1.1257756948467474,,58920,,-0.14061741530895233,226.54395669899964,14725,,,0.011695059947669506,1,,1,0.0030162972398102283,,0.4545707106590271,,1.0,1.0,0,,0.1871774010360241,0.015625,70576,305.078125,1.0,-2.4748666286468506,,0.546875,2.161231517791748,,2.4748666286468506,84508,0.12758122384548187,,0.4821428656578064,,,8.0,-0.027441075071692467,0.0,1.2547186613082886,0,56.0,0.10824303328990936,-2.4748666286468506,0.16987511944619893,0.326839378887913,0.4194326400756836,0.04655998572707176,,67044.25,,,339,73,-0.04847189411520958,1,0.4194326400756836,0.039063801664163095,0.546875,,0.109375,242.45646286010742,,25588,0.12412761896848679,0.0034366734325885773,1.0,268177,295.943670168519,411,-0.06389313191175461,8.0,0,,56.0,0.4821428656578064,0.011695059947669506,-0.04847189411520958,0.0004036253418074979,2.7617076858878136,0,,,10.476013138890266,0.4821428656578064,,21892.790016111,2.468739368021488,2.4748666286468506,99.701171875,0.546875,1,0.0,,,8.0,,,31,8.0,0.001,295.943670168519,75.64783239364624,279.9263780750334,,0.009205634219271184,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.1394273340702057,,65848,,0.546875,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
74,1767951114.1796033,,,0,4987.828125,0.4034935235977173,275,0.19375397637486458,1.0,0.48214285714285715,,0.9124215304687966,,70850,,0.0,276.199598963023,12862,,,0.00876822043210268,1,,1,0.0032159993425011635,,0.3793395757675171,,0.875,1.0,0,,0.011406602337956429,0.015625,86326,407.015625,1.0,-2.4748666286468506,,0.578125,2.5098824501037598,,2.4748666286468506,106777,0.0862596184015274,,0.5178571343421936,,,8.0,-0.015863938257098198,0.0,1.2565547227859497,0,56.0,0.10253934189677238,-2.4748666286468506,0.17664312442169441,0.3108374140273073,0.35272616147994995,0.011406602337956429,,86317.5,,,737,74,-0.018046123906970024,1,0.35272616147994995,0.04065519473206197,0.578125,,0.109375,242.99876022338867,,35927,0.0839025229215622,0.0017331913113594055,1.0,345270,312.51855659484863,467,-0.029320966452360153,8.0,0,,56.0,0.5178571343421936,0.00876822043210268,-0.018046123906970024,0.0002969830622317965,3.6186644807457924,0,,,14.037019085139036,0.3928571343421936,,22266.156657405,3.279022417962551,2.4748666286468506,99.701171875,0.578125,1,0.0,,,8.0,,,32,8.0,0.001,312.51855659484863,75.64783239364624,291.2641133777797,,0.009496980386255831,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.08075106143951416,,86309,,0.578125,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
75,1767951487.5463524,,,0,4952.890625,0.3421972393989563,275,0.18443335220217705,1.0,0.44642857142857145,,1.115774164078527,,78228,,-0.09205576777458191,231.38416859556492,12534,,,0.007839487865567207,1,,1,0.0029262283351272345,,0.36760178208351135,,0.875,1.0,0,,0.12444977276027203,0.015625,86394,446.28125,1.0,-2.4748666286468506,,0.609375,1.8028620481491089,,1.6201815605163574,105043,0.08353909850120544,,0.5535714030265808,,,8.0,-0.013991676270961761,0.0,0.6961373686790466,0,56.0,0.09550458937883377,-2.4748666286468506,0.189348770269988,0.2714050741709047,0.3566872775554657,0.03239400498569012,,86386.75,,,735,75,-0.028242090716958046,1,0.3566872775554657,0.03737860653948723,0.609375,,0.109375,243.13206481933594,,26815,0.08138082921504974,0.001920890063047409,1.0,345547,373.3477122671902,608,-0.03396572545170784,8.0,0,,56.0,0.5535714030265808,0.007839487865567207,-0.028242090716958046,0.000276386683660497,3.428266752511263,0,,,12.916065353900194,0.4285714328289032,,22583.124977056,3.0166881754994392,1.6201815605163574,99.701171875,0.609375,1,0.0,,,8.0,,,37,8.0,0.001,373.3477122671902,75.64783239364624,353.68367340043187,,0.008730181930387007,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.06466160714626312,,86377,,0.609375,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
76,1767951804.5146437,,,0,5626.34375,0.3017485737800598,275,0.1752365455031395,1.0,0.6785714285714286,,0.8278714604928409,,64255,,0.0,304.2781980435524,10332,,,0.006442905403673649,1,,1,0.0033238583710044622,,0.36415717005729675,,0.875,1.0,0,,0.1557705793529749,0.015625,96464,401.109375,1.0,-2.4748666286468506,,0.40625,1.843266487121582,,2.4748666286468506,137134,0.08481889963150024,,0.3214285671710968,,,8.0,-0.017613034695386887,0.0,1.6999659538269043,0,56.0,0.10293899103999138,-2.4748666286468506,0.21844665152885698,0.36246041303900783,0.3202262222766876,0.1557705793529749,,96439.25,,,574,76,-0.014101492241024971,1,0.3202262222766876,0.03196777042191045,0.40625,,0.109375,243.44734573364258,,72879,0.08329236507415771,0.0021271854639053345,1.0,385757,316.94433127343655,583,-0.025216680020093918,8.0,0,,56.0,0.3214285671710968,0.006442905403673649,-0.014101492241024971,0.00026684931456847543,3.284213826060295,0,,,12.331791214644909,0.1964285671710968,,22878.02036015,2.922476679086685,2.4748666286468506,99.701171875,0.40625,1,0.0,,,8.0,,,22,8.0,0.001,316.94433127343655,75.64783239364624,298.1049227230251,,0.0075759524236415285,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.12125824391841888,,96428,,0.40625,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
77,1767952099.4100208,,,0,4898.71875,0.6567636728286743,275,0.17860042676329613,1.0,0.3928571428571429,,0.8752062235642979,,57049,,-0.05314844101667404,287.739345372233,12857,,,0.006943779997527599,1,,1,0.0025072325952351093,,0.39107829332351685,,0.875,1.0,0,,0.15945913456380367,0.015625,84854,404.171875,1.0,-2.4748666286468506,,0.65625,2.09018611907959,,1.6201815605163574,109124,0.09487471729516983,,0.6071428656578064,,,8.0,-0.017316751182079315,0.0,0.8327764272689819,0,56.0,0.10684790462255478,-2.4748666286468506,0.17873928287517174,0.30093392047058426,0.4195486903190613,0.10631069354712963,,84846.25,,,710,77,-0.027990493923425674,1,0.4195486903190613,0.04019133134898583,0.65625,,0.109375,244.22760772705078,,52075,0.09260448068380356,0.0017446912825107574,1.0,339385,294.8719087764621,370,-0.03400926664471626,8.0,0,,56.0,0.6071428656578064,0.006943779997527599,-0.027990493923425674,0.0003148280113221114,3.3791399858891964,0,,,13.640334989875555,0.4821428656578064,,23201.981215783,3.1527419313788414,1.6201815605163574,99.701171875,0.65625,1,0.0,,,8.0,,,37,8.0,0.001,294.8719087764621,75.64783239364624,274.39290479943156,,0.009289573585688353,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.06191641837358475,,84830,,0.65625,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
78,1767952423.3708956,,,0,3952.6875,0.31281358003616333,275,0.16697345301508904,1.0,0.375,,1.2143222257308082,,34532,,0.0,214.09042357888111,12387,,,0.009839033707976341,1,,1,0.0029637727420777082,,0.41054582595825195,,0.75,1.0,0,,0.0762959960848093,0.015625,69357,381.421875,1.0,-2.4748666286468506,,0.671875,2.0671346187591553,,1.6201815605163574,110055,0.10003402829170227,,0.625,,,8.0,-0.014781897887587547,0.0,0.5953541994094849,0,56.0,0.09541236609220505,-2.4748666286468506,0.1764870948222741,0.3025191847517396,0.3543475270271301,0.0762959960848093,,69345.75,,,735,78,-0.029812371358275414,1,0.3543475270271301,0.0386875963605841,0.671875,,0.109375,244.5427360534668,,75523,0.09750697761774063,0.0024379976093769073,1.0,277383,323.90869633853436,571,-0.03602452948689461,8.0,0,,56.0,0.625,0.009839033707976341,-0.029812371358275414,0.00034397337288948873,2.9961998127400875,0,,,10.731281541287899,0.375,,23428.263878036,2.703448198735714,1.6201815605163574,99.701171875,0.671875,1,0.0,,,8.0,,,38,8.0,0.001,323.90869633853436,75.64783239364624,307.189522087574,,0.00974626490713459,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.06157729774713516,,69340,,0.671875,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
79,1767952649.6535206,,,0,3225.0,0.33315303921699524,275,0.12822116911411285,1.0,0.3392857142857143,,1.0262678654380721,,41853,,-0.08870255015790462,251.66231248496348,8289,,,0.01146317832171917,1,,1,0.004250258672982454,,0.4656520187854767,,1.0,1.0,0,,0.12484037131071091,0.015625,56950,333.953125,1.0,-2.4748666286468506,,0.703125,2.192223072052002,,1.20761239528656,74960,0.13151121139526367,,0.6607142686843872,,,8.0,-0.02335183322429657,0.0,0.6269938349723816,0,56.0,0.08642913028597832,-2.4748666286468506,0.1556902223797505,0.2012397798140115,0.36738383769989014,0.03613782115280628,,56943.25,,,409,79,-0.05536220967769623,1,0.36738383769989014,0.04189016275764328,0.703125,,0.109375,244.81032180786133,,33107,0.12877602875232697,0.0017538592219352722,1.0,227773,226.26848429441452,457,-0.06327487528324127,8.0,0,,56.0,0.6607142686843872,0.01146317832171917,-0.05536220967769623,0.00037945292148752627,2.3528509959578514,0,,,9.541448041796684,0.6607142686843872,,23758.9088731,2.3090143091976643,1.20761239528656,99.701171875,0.703125,1,0.0,,,8.0,,,42,8.0,0.001,226.26848429441452,75.64783239364624,211.82168742641807,,0.010137348628668299,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.0838594064116478,,56939,,0.703125,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
80,1767952980.298449,,,0,5796.546875,0.3881349563598633,275,0.17074207961559296,1.0,0.6122448979591838,,0.8368102007144796,,81646,,-0.04116859659552574,300.2515237347028,10892,,,0.004064919892698526,1,,1,0.002054809359833598,,0.3957415819168091,,1.0,1.0,0,,-0.1546791661530733,0.015625,99284,407.96875,1.0,-2.4748666286468506,,0.421875,2.7458901405334473,,2.4748666286468506,122257,0.09328006207942963,,0.35087719559669495,,,7.0,-0.021120252087712288,0.0,1.3833732604980469,0,57.0,0.09621100127696991,-2.4748666286468506,0.2089911913748997,0.3390458719558398,0.3450891971588135,-0.19584776274859905,,99272.25,,,575,80,-0.02502289041876793,1,0.3450891971588135,0.033945772823503355,0.421875,,0.109375,245.10175704956055,,40611,0.09225229173898697,0.0014001205563545227,1.0,397089,330.6302954442799,576,-0.030771272256970406,7.0,0,,57.0,0.35087719559669495,0.004064919892698526,-0.02502289041876793,0.00024229077430241056,3.315799478441477,0,,,13.479492984712124,0.35087719559669495,,24102.867966602,3.1091374047100544,2.4748666286468506,99.701171875,0.421875,1,0.0,,,7.0,,,23,7.0,0.001,330.6302954442799,75.64783239364624,310.4390114508569,,0.007829825063676039,,0,,0,1.0,1e-06,0,,64,,1.0,,,,7.0,0.11759418249130249,,99266,,0.421875,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
81,1767953324.2575781,,,0,5363.515625,0.3365948498249054,275,0.196544598788023,1.0,0.5535714285714286,,0.9409286670540137,,82197,,-0.0992995984852314,267.76767878311927,15117,,,0.008229793049395084,1,,1,0.0027892969083040953,,0.3826207220554352,,1.0,1.0,0,,0.3479934483766556,0.015625,92120,392.46875,1.0,-1.6201815605163574,,0.515625,1.9916355609893799,,1.20761239528656,98391,0.09149931371212006,,0.4464285671710968,,,8.0,-0.03346875682473183,0.0,0.9945950508117676,0,56.0,0.10082824900746346,-1.6201815605163574,0.19075187578868283,0.13243211584099399,0.33865711092948914,0.24869384989142418,,92095.75,,,708,81,-0.05579962208867073,1,0.33865711092948914,0.03724790665843595,0.515625,,0.109375,245.57270050048828,,16194,0.08944837749004364,0.0019414536654949188,1.0,368383,343.9390086904168,554,-0.06451587378978729,8.0,0,,56.0,0.4464285671710968,0.008229793049395084,-0.05579962208867073,0.00027370494568821973,3.698944605886936,0,,,13.721495598554611,0.4464285671710968,,24527.758298545,3.210095588117838,1.20761239528656,99.701171875,0.515625,1,0.0,,,8.0,,,29,8.0,0.001,343.9390086904168,75.64783239364624,322.987878896296,,0.008714016629751747,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.09335187822580338,,92070,,0.515625,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
82,1767953749.1479297,,,0,3583.5,0.904342532157898,275,0.2138507179915905,1.0,0.44642857142857145,,1.780258881603098,,60105,,-0.20198794081807137,147.67308307575132,21580,,,0.013917957432568073,1,,1,0.0022527100518345833,,0.4715847074985504,,1.0,1.0,0,,0.20805791951715946,0.015625,68666,337.890625,1.0,-2.4748666286468506,,0.609375,2.0947859287261963,,2.4748666286468506,66604,0.130507230758667,,0.5535714030265808,,,8.0,-0.04519205912947655,0.0,1.3156410455703735,0,56.0,0.1298319697380066,-2.4748666286468506,0.16105761571079943,0.2895941917897653,0.4548872113227844,0.006069978699088097,,62742.25,,,560,82,-0.1360151618719101,1,0.4548872113227844,0.042561983838257926,0.609375,,0.109375,245.74188232421875,,6499,0.12592877447605133,0.0026188530027866364,1.0,250969,424.87262196466327,651,-0.15650440752506256,8.0,0,,56.0,0.5535714030265808,0.013917957432568073,-0.1360151618719101,0.000517322736027185,2.9378674253821373,0,,,10.681738521903753,0.5535714030265808,,25089.463461123,2.589744620025158,2.4748666286468506,99.701171875,0.609375,1,0.0,,,8.0,,,33,8.0,0.001,424.87262196466327,75.68259525299072,408.2916929423809,,0.010318982105459869,,0,,0,0.0,1e-06,0,,64,,1.0,,,,8.0,0.1636696457862854,,59651,,0.609375,,uk74oszd,LUFFY / no_logprob / sampling=confidence,False,confidence
