diag/exp_token_ratio,diag/llm_token_ratio_in_response,diag/teacher_llm_token_ratio,diag/teacher_sample_ratio,diag/offpolicy_sample_ratio,diag/adv_teacher_sample_mean,diag/adv_onpolicy_sample_mean,diag/teacher_adv_pos_ratio,diag/group_teacher_minus_on_reward_std,diag/group_gap_count,diag/entropy_offpolicy_token_mean,diag/entropy_onpolicy_token_std,_step,critic/rewards_onpolicy/mean,critic/rewards/mean,actor/entropy_loss,actor/kl_loss,actor/pg_loss,diag/teacher_loss_scale,diag/teacher_loss_scale_min,diag/teacher_loss_scale_max,diag/teacher_gap_used,diag/teacher_gap_used_p90,diag/teacher_gap_used_max,diag/teacher_gate_level,diag/teacher_token_ratio,diag/adv_teacher_token_mean,diag/adv_onpolicy_token_mean,diag/onpolicy_adv_pos_ratio,diag/reward_onpolicy_mean,diag/reward_teacher_mean,diag/group_teacher_minus_on_reward_mean,diag/group_non_teacher_reward_mean,diag/group_all_reward_mean,diag/entropy_teacher_token_mean,diag/entropy_onpolicy_token_mean,label
0.010461660102009773,0.17096808552742004,0.06119072064757347,0.125,0.125,0.20628787577152252,-0.0022384317126125097,1.0,0.1587177574520641,8.0,0.3891904652118683,0.4942935109138489,11,0.2321428507566452,0.328125,0.1668410748243332,0.16923625767230988,-0.17032067105174065,0.9135857152238079,0.6633678329739231,1.0,0.6731663405069112,0.7754923598304752,0.7956444769673277,1,0.010461660102009773,1.273688793182373,-0.025686653330922127,0.2321428507566452,0.2321428507566452,1,0.7678571428571429,0.23214285714285712,0.328125,0.3891904652118683,0.16449032723903656,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.008883724920451641,0.14006997644901276,0.06342347711324692,0.125,0.125,0.09729491174221039,-0.004029572941362858,1.0,0.28959419178976525,8.0,0.34054550528526306,0.45349323749542236,12,0.3035714328289032,0.390625,0.13963614404201508,0.04309346154332161,-0.1214455459266901,0.9401198885412912,0.7856906860825701,1.0,0.6754925628008006,0.7579431220592884,0.8160800292705949,1,0.008883724920451641,0.9262350797653198,-0.018374048173427582,0.3035714328289032,0.3035714328289032,1,0.6964285714285714,0.30357142857142855,0.390625,0.34054550528526306,0.1378353238105774,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.008001168258488178,0.13898304104804993,0.057569388300180435,0.125,0.125,0.10536214709281921,-0.0030505347531288862,1.0,0.2834733547569204,8.0,0.31933435797691345,0.45724037289619446,13,0.4642857015132904,0.53125,0.1407676488161087,0.23970980942249298,0.008174201473593712,0.9163827573876827,0.7108993676036739,1.0,0.6615147339479529,0.7543634664016093,0.8344720263435353,1,0.008001168258488178,0.9903239011764526,-0.04031097888946533,0.4642857015132904,0.4642857015132904,1,0.5357142857142857,0.4642857142857143,0.53125,0.31933435797691345,0.13932737708091736,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.006585836876183748,0.14111079275608063,0.046671390533447266,0.125,0.125,0.12131500244140625,0.0010567338904365897,1.0,0.3331206804674577,8.0,0.30289098620414734,0.4660312533378601,14,0.3214285671710968,0.40625,0.1455010026693344,0.03432878106832504,-0.24308873526751995,0.9509904738310915,0.8088570477621881,1.0,0.6632204029047254,0.7168457678574972,0.8367391087848463,1,0.006585836876183748,1.1747475862503052,-0.021406296640634537,0.3214285671710968,0.3214285671710968,1,0.6785714285714286,0.3214285714285714,0.40625,0.30289098620414734,0.14445760846138,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.007134367246180773,0.13582618534564972,0.05252571403980255,0.125,0.125,0.06586858630180359,-0.00040877185529097915,0.75,0.4087686836521285,8.0,0.2832781970500946,0.4679322838783264,15,0.3214285671710968,0.40625,0.14566920697689056,0.04051150381565094,-0.011734019964933395,0.9503042911490217,0.7345896765605006,1.0,0.6647555051520851,0.7131772642192911,0.7530651979063616,1,0.007134367246180773,0.7429630756378174,-0.008491342887282372,0.0714285746216774,0.3214285671710968,1,0.6785714285714286,0.3214285714285714,0.40625,0.2832781970500946,0.14468039572238922,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.006839514244347811,0.13409242033958435,0.05100597068667412,0.125,0.125,0.10377336293458939,0.00015047092165332288,0.875,0.3174355149041282,8.0,0.3200688660144806,0.46508127450942993,16,0.5357142686843872,0.59375,0.1415298879146576,0.08455555140972137,-0.3399554044008255,0.9154780863290874,0.592083087018515,1.0,0.6447085251607347,0.702764177844423,0.7206158184183835,1,0.006839514244347811,1.1919264793395996,-0.03126935660839081,0.4107142984867096,0.5357142686843872,1,0.4642857142857143,0.5357142857142857,0.59375,0.3200688660144806,0.14030036330223083,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.011157880537211895,0.1554414927959442,0.07178186625242233,0.125,0.125,0.10009658336639404,-0.0018144294153898954,1.0,0.30929478706587094,8.0,0.3907134532928467,0.49833446741104126,17,0.4642857015132904,0.53125,0.16509893536567688,0.08158829808235168,0.0021480005234479904,0.9270366116959259,0.7495414449833301,1.0,0.633809099885629,0.6710591863323729,0.6771256634449839,1,0.011157880537211895,0.8255097270011902,-0.03217719867825508,0.4642857015132904,0.4642857015132904,1,0.5357142857142857,0.46428571428571425,0.53125,0.3907134532928467,0.16255314648151398,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.005174451973289251,0.11989470571279526,0.04315830022096634,0.109375,0.109375,0.13281604647636414,0.0029222096782177687,1.0,0.21404262207554117,7.0,0.35133227705955505,0.4291786849498749,18,0.35087719559669495,0.421875,0.12239919602870941,0.03989550471305847,0.06086915731430054,0.9192503862698377,0.7483968228753624,1.0,0.6336934951414109,0.6739532675075492,0.69512738217615,1,0.005174451973289251,1.111865758895874,-0.031024448573589325,0.35087719559669495,0.35087719559669495,1,0.6326530612244898,0.36734693877551017,0.44642857142857145,0.35133227705955505,0.12120842933654785,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.010559753514826298,0.18120257556438446,0.05827595666050911,0.125,0.125,0.08812054991722107,-0.0033668777905404568,0.75,0.38423990698839305,8.0,0.29017457365989685,0.5565188527107239,19,0.5178571343421936,0.578125,0.19857238233089447,0.06412645429372787,-0.07194260135293007,0.8656429335303413,0.5568904739211596,1.0,0.6185384307029343,0.6843323218154548,0.6880069044750114,1,0.010559753514826298,0.7741445302963257,-0.02751239575445652,0.2678571343421936,0.5178571343421936,1,0.48214285714285715,0.5178571428571429,0.578125,0.29017457365989685,0.1975947618484497,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.006018585059791803,0.1309269368648529,0.04596903547644615,0.125,0.125,0.1079193651676178,-0.0009817044483497739,0.875,0.30304576336566325,8.0,0.3101012706756592,0.4652137756347656,20,0.4285714328289032,0.5,0.14469952881336212,0.1518123298883438,0.007460674270987511,0.8372667932922384,0.384534759862377,1.0,0.6138274439772216,0.693503159630311,0.7001960356837448,1,0.006018585059791803,1.1077022552490234,-0.03160393610596657,0.3035714328289032,0.4285714328289032,1,0.5714285714285715,0.42857142857142855,0.5,0.3101012706756592,0.14369799196720123,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.006179168354719877,0.13318383693695068,0.046395786106586456,0.125,0.125,0.15793803334236145,-0.0031841706950217485,1.0,0.2672612419124244,8.0,0.39669907093048096,0.48211127519607544,21,0.2857142984867096,0.375,0.14817695319652557,0.10577144473791122,0.14472928270697594,0.8553776219092412,0.515128900795021,1.0,0.623873269917093,0.717594893762011,0.7215713057609554,1,0.006179168354719877,1.3741329908370972,-0.021453091874718666,0.2857142984867096,0.2857142984867096,1,0.7142857142857143,0.2857142857142857,0.375,0.39669907093048096,0.14663173258304596,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.0076662651263177395,0.13939592242240906,0.05499633401632309,0.109375,0.109375,0.10820114612579346,0.001825676066800952,0.8571428656578064,0.3616335744218235,7.0,0.3966045677661896,0.4769110679626465,22,0.35087719559669495,0.421875,0.15037746727466583,0.1180579736828804,-0.21278183907270432,0.824559246054261,0.4868288412706473,1.0,0.6206696159158056,0.7178804159729582,0.7443016454719313,1,0.0076662651263177395,0.8732881546020508,-0.015279498882591724,0.22807016968727112,0.35087719559669495,1,0.5918367346938777,0.4081632653061224,0.48214285714285715,0.3966045677661896,0.14847524464130402,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.005808461923152208,0.11910875141620636,0.048766035586595535,0.125,0.125,0.0737522542476654,-0.0011756278108805418,0.875,0.2714050741709047,8.0,0.3014233708381653,0.4501795470714569,23,0.4464285671710968,0.515625,0.13157206773757935,0.1494632214307785,-0.1496972292661667,0.8138295105058673,0.511955479533948,1.0,0.6139597961169992,0.7175209445269913,0.7413000510760672,1,0.005808461923152208,0.9200035333633423,-0.01913771592080593,0.3214285671710968,0.4464285671710968,1,0.5535714285714286,0.4464285714285714,0.515625,0.3014233708381653,0.13057973980903625,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.009394636377692223,0.15398293733596802,0.06101088970899582,0.125,0.125,0.11516870558261871,-0.0008592499070800841,1.0,0.1855768722395226,8.0,0.3832080066204071,0.5278793573379517,24,0.4642857015132904,0.53125,0.17856119573116302,0.19713518023490906,-0.20872311294078827,0.8041727472705493,0.5345694539709186,1.0,0.6061352439325316,0.6943402778368005,0.6957414728368992,1,0.009394636377692223,1.0722829103469849,-0.04222453385591507,0.4642857015132904,0.4642857015132904,1,0.5357142857142857,0.4642857142857143,0.53125,0.3832080066204071,0.17662037909030914,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.00680625019595027,0.12733200192451477,0.053452786058187485,0.109375,0.109375,0.10151046514511108,-0.0006298603257164359,1.0,0.22725568827877643,7.0,0.32394012808799744,0.46945446729660034,25,0.3333333432674408,0.40625,0.1428256630897522,0.2637200951576233,-0.021222591400146484,0.8158898239788589,0.4596839314686224,1.0,0.6087870247836233,0.6906205352777965,0.7118816106288738,1,0.00680625019595027,0.9626110792160034,-0.031359896063804626,0.3333333432674408,0.3333333432674408,1,0.6326530612244897,0.3673469387755101,0.44642857142857145,0.32394012808799744,0.14158450067043304,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.008127860724925995,0.13631922006607056,0.059623733162879944,0.109375,0.109375,0.07682403177022934,-0.0006925651687197387,0.8571428656578064,0.3729727935203483,7.0,0.30808091163635254,0.4756590723991394,26,0.42105263471603394,0.484375,0.14615844190120697,0.130691796541214,-0.18828652054071426,0.8152681191471711,0.34466791643582484,1.0,0.5989287296702498,0.656761233111512,0.6847863514087875,1,0.008127860724925995,0.7688276171684265,-0.011916319839656353,0.2982456088066101,0.42105263471603394,1,0.5102040816326531,0.4897959183673469,0.5535714285714286,0.30808091163635254,0.144831582903862,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.008855198509991169,0.1345406323671341,0.06581801921129227,0.125,0.125,0.13639391958713531,-0.0018743866821750998,1.0,0.24679062430509383,8.0,0.449734628200531,0.4774942100048065,27,0.3392857015132904,0.421875,0.14815901219844818,0.14914581179618835,0.08908162266016006,0.8101146391547345,0.4316296919633391,1.0,0.6051072839441924,0.6910851098003609,0.7163077162679088,1,0.008855198509991169,1.1107494831085205,-0.03055061586201191,0.3392857015132904,0.3392857015132904,1,0.6607142857142857,0.3392857142857143,0.421875,0.449734628200531,0.14546461403369904,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.005069968290627003,0.08168889582157135,0.06206434965133667,0.125,0.125,0.07171717286109924,-0.003247602377086878,1.0,0.2851557039762735,8.0,0.3781299293041229,0.3884238302707672,28,0.4821428656578064,0.546875,0.09657865762710571,0.21088752150535583,0.2035850416868925,0.8175397884610366,0.4622762451573707,1.0,0.5963822687977282,0.6462623116584977,0.6589626580753373,1,0.005069968290627003,1.2151291370391846,-0.02633797377347946,0.4821428656578064,0.4821428656578064,1,0.5178571428571428,0.4821428571428572,0.546875,0.3781299293041229,0.09514392167329788,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.009437144733965397,0.1298311948776245,0.07268780469894409,0.125,0.125,0.07578691095113754,0.0027921658474951982,0.875,0.2766416675862441,8.0,0.32473045587539673,0.48686328530311584,29,0.6428571343421936,0.6875,0.1533605307340622,0.11443568021059036,0.041732498444616795,0.7384243862286073,0.39462004353642943,1.0,0.5724583264348263,0.6509505872772231,0.657448084529953,1,0.009437144733965397,0.9434012174606323,-0.03984872251749039,0.5178571343421936,0.6428571343421936,1,0.35714285714285715,0.6428571428571428,0.6875,0.32473045587539673,0.15172787010669708,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.007304604165256023,0.09950759261846542,0.07340750843286514,0.125,0.125,0.059046611189842224,-0.004412911366671324,0.875,0.2834733547569204,8.0,0.3173244893550873,0.42916280031204224,30,0.6071428656578064,0.65625,0.11639032512903214,0.41491788625717163,-0.01072603091597557,0.6816606901309952,0.33372946207758236,0.9485347212653861,0.5544982070392985,0.5992386844421902,0.6345604163796158,1,0.007304604165256023,0.7920005917549133,-0.033669665455818176,0.4821428656578064,0.6071428656578064,1,0.3928571428571429,0.6071428571428571,0.65625,0.3173244893550873,0.1149117574095726,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.006400138605386019,0.10338234901428223,0.061907459050416946,0.109375,0.109375,0.11754186451435089,-0.0010771683882921934,1.0,0.279822636751063,7.0,0.4083143174648285,0.43834784626960754,31,0.2982456088066101,0.375,0.12038760632276535,0.21140332520008087,0.12970448844134808,0.7281204699501762,0.3741660382601897,0.9274907715292132,0.5684361409850528,0.6264576730131041,0.6282472314587639,1,0.006400138605386019,1.0850248336791992,-0.019706828519701958,0.2982456088066101,0.2982456088066101,1,0.6938775510204082,0.30612244897959184,0.39285714285714285,0.4083143174648285,0.11853297054767609,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.006931930780410767,0.09652622044086456,0.07181396335363388,0.125,0.125,0.09163018316030502,0.001795440330170095,1.0,0.23622779563076704,8.0,0.4085560441017151,0.41782552003860474,32,0.3392857015132904,0.421875,0.11269251257181168,0.16793815791606903,-0.10132670029997826,0.753412495227572,0.4105589568245364,1.0,0.5776639545000443,0.6347322497572526,0.663121647454182,1,0.006931930780410767,0.9253617525100708,-0.02368221990764141,0.3392857015132904,0.3392857015132904,1,0.6607142857142857,0.3392857142857143,0.421875,0.4085560441017151,0.11062730848789215,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.007008339744061232,0.11623410135507584,0.060295041650533676,0.125,0.125,0.10705713927745819,0.001640360802412033,1.0,0.2618371124752711,8.0,0.3758552670478821,0.481236070394516,33,0.5535714030265808,0.609375,0.14361681044101715,0.11685757339000702,-0.06097886338829994,0.7151347161194235,0.34807448403687863,0.9382191891700716,0.5645404148358271,0.6272063637293481,0.6314657567510215,1,0.007008339744061232,0.8032395839691162,-0.037917450070381165,0.5535714030265808,0.5535714030265808,1,0.4464285714285714,0.5535714285714286,0.609375,0.3758552670478821,0.1419777125120163,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.00857094768434763,0.10017689317464828,0.08555812388658524,0.125,0.125,0.07476602494716644,-0.005689271725714207,1.0,0.236227795630767,8.0,0.3336857855319977,0.42740219831466675,34,0.5178571343421936,0.578125,0.11568273603916168,0.2771465480327606,-0.2592691294848919,0.6876688595637177,0.4574182178375667,0.8999522511219734,0.5563006578691153,0.6044364236574021,0.619985675336592,1,0.00857094768434763,0.8854162693023682,-0.035589225590229034,0.5178571343421936,0.5178571343421936,1,0.48214285714285715,0.5178571428571428,0.578125,0.3336857855319977,0.11379808187484741,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.01031173299998045,0.11744608730077744,0.08779972046613693,0.125,0.125,0.10021781921386719,-0.0020419354550540447,0.875,0.4040610178208843,8.0,0.36487388610839844,0.4652969241142273,35,0.4285714328289032,0.5,0.13672196865081787,0.11505317687988281,-0.0030789654701948166,0.6927114953768299,0.3174165206301986,0.9599840426227717,0.5578134486130489,0.6131936684128036,0.6379952127868315,1,0.01031173299998045,1.011885404586792,-0.018921177834272385,0.3035714328289032,0.4285714328289032,1,0.5714285714285714,0.4285714285714286,0.5,0.36487388610839844,0.13434480130672455,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.008735757321119308,0.1363425999879837,0.06407210230827332,0.109375,0.109375,0.10277018696069717,0.006669687572866678,0.5714285969734192,0.2999375195244708,7.0,0.44110506772994995,0.5261034965515137,36,0.6315789222717285,0.671875,0.17106010019779205,0.10317398607730865,0.08470600098371506,0.5952090505725212,0.1690082019005122,0.8901761060360214,0.5285627151717563,0.6056477264756129,0.6170528318108064,1,0.008735757321119308,0.5503040552139282,-0.01631208322942257,0.2631579041481018,0.6315789222717285,1,0.2653061224489796,0.7346938775510203,0.7678571428571429,0.44110506772994995,0.16868025064468384,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.010956302285194397,0.13273605704307556,0.08254202455282211,0.125,0.125,0.09228424727916718,-0.000272226519882679,0.75,0.3025191847517396,8.0,0.341483473777771,0.49076589941978455,37,0.625,0.671875,0.1484643518924713,0.20885972678661346,-0.050733478739857674,0.5440214757441939,0.03544071504379428,0.7784699402428316,0.5132064427232581,0.5757163278985143,0.5835409820728494,1,0.010956302285194397,0.6659107804298401,-0.026802556589245796,0.375,0.625,1,0.375,0.625,0.671875,0.341483473777771,0.14632612466812134,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.006131885573267937,0.1042720153927803,0.05880662798881531,0.109375,0.109375,0.08275008201599121,0.0004798955633305013,1.0,0.2629407903413291,7.0,0.3340102434158325,0.4547109007835388,38,0.4912280738353729,0.546875,0.12705941498279572,0.4957728981971741,-0.0534959901124239,0.5362179653194247,0.24856331020608155,0.774432468608914,0.5108653895958274,0.5709055014972368,0.5823297405826742,1,0.006131885573267937,0.7244400382041931,-0.03304675966501236,0.4912280738353729,0.4912280738353729,1,0.48979591836734687,0.5102040816326531,0.5714285714285714,0.3340102434158325,0.1257825642824173,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.0062324111349880695,0.09852331876754761,0.06325823068618774,0.109375,0.109375,0.07651468366384506,-0.001821102574467659,0.8571428656578064,0.237998036524298,7.0,0.39436888694763184,0.43879950046539307,39,0.4912280738353729,0.546875,0.12131546437740326,0.2249172478914261,0.015346687287092209,0.5223920839617231,0.2022784020802691,0.7707987441383883,0.5067176251885169,0.5609578065745067,0.5812396232415165,1,0.0062324111349880695,0.984590470790863,-0.02804098092019558,0.3684210479259491,0.4912280738353729,1,0.4693877551020408,0.5306122448979592,0.5892857142857143,0.39436888694763184,0.11960302293300629,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.007665230426937342,0.11451680958271027,0.06693541258573532,0.125,0.125,0.083684042096138,-0.003289878834038973,0.625,0.3189387696337813,8.0,0.3618188500404358,0.48183953762054443,40,0.625,0.671875,0.1463833600282669,0.1462709903717041,-0.0933062769472599,0.47848620641535733,0.06538389520557557,0.8151474368956465,0.49354586192460725,0.5762905960683851,0.5945442310686939,1,0.007665230426937342,0.728754997253418,-0.029681259766221046,0.25,0.625,1,0.375,0.625,0.671875,0.3618188500404358,0.14471924304962158,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.010653581470251083,0.09646382927894592,0.11044120788574219,0.125,0.125,0.09479130804538727,0.002303208690136671,0.75,0.31943828249997,8.0,0.38191717863082886,0.4305783212184906,41,0.6428571343421936,0.6875,0.12130343914031982,0.3262787163257599,0.029422214487567544,0.4330185347842733,0.08503597336054491,0.6995001916043005,0.47990556043528193,0.5525178822216178,0.5598500574812901,1,0.010653581470251083,0.8802205920219421,-0.0155976926907897,0.3928571343421936,0.6428571343421936,1,0.3571428571428572,0.6428571428571428,0.6875,0.38191717863082886,0.1184970811009407,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
0.006000330206006765,0.09589411318302155,0.06257245689630508,0.109375,0.109375,0.09983664005994797,0.004976243712007999,1.0,0.3135161529742289,7.0,0.3353676199913025,0.45005470514297485,42,0.4736842215061188,0.53125,0.12362883985042572,0.40067359805107117,0.3394360337406397,0.44311803856826026,0.007484754138554947,0.7671741811070136,0.48293541157047803,0.5567512107247047,0.580152254332104,1,0.006000330206006765,1.5201027393341064,-0.01775437220931053,0.4736842215061188,0.4736842215061188,1,0.5102040816326531,0.4897959183673469,0.5535714285714286,0.3353676199913025,0.12235067039728165,"Exp-3 v3 (7.1+7.2 group-gate, partial)"
